ID	Name	GPR	Subsystem	Reaction	Reaction_eq	Lb	Ub	Metabolites	Coefficient	Source
Muscle_MAR08408			Transport reactions	Muscle_MAM02041c <=> Muscle_MAM02041e	H2O2 <=> H2O2	-1000	1000	['Muscle_MAM02041e', 'Muscle_MAM02041c']	[1.0, -1.0]	PMID: 31699973
Brain_MAR00482	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase	ENSG00000115159	Glycerophospholipid metabolism	Brain_MAM01802c + Brain_MAM02914c => Brain_MAM01690c + Brain_MAM01803c	FAD + sn-glycerol-3-phosphate => DHAP + FADH2	0	1000	['Brain_MAM01690c', 'Brain_MAM01802c', 'Brain_MAM01803c', 'Brain_MAM02914c']	[1.0, -1.0, 1.0, -1.0]	PMID: 31699973
Brain_MAR01009	Beta Oxidation of Med/Long Chain Fatty Acid	ENSG00000117054 or ENSG00000122971	Fatty acid oxidation	3.0 Brain_MAM01597m + 3.0 Brain_MAM01802m + 3.0 Brain_MAM02040m + 3.0 Brain_MAM02552m + Brain_MAM02644m => 4.0 Brain_MAM01261m + 3.0 Brain_MAM01803m + 3.0 Brain_MAM02039m + 3.0 Brain_MAM02553m	3.0 CoA + 3.0 FAD + 3.0 H2O + 3.0 NAD+ + octanoyl-CoA => 4.0 acetyl-CoA + 3.0 FADH2 + 3.0 H+ + 3.0 NADH	0	1000	['Brain_MAM01261m', 'Brain_MAM01597m', 'Brain_MAM01802m', 'Brain_MAM01803m', 'Brain_MAM02039m', 'Brain_MAM02040m', 'Brain_MAM02552m', 'Brain_MAM02553m', 'Brain_MAM02644m']	[4.0, -3.0, -3.0, 3.0, 3.0, -3.0, -3.0, 3.0, -1.0]	PMID: 31699973
Brain_MAR03966	ATP diphosphohydrolase (diphosphate-forming)	ENSG00000125877	Nucleotide metabolism	Brain_MAM01371m + Brain_MAM02040m => Brain_MAM01334m + Brain_MAM02039m + Brain_MAM02759m	ATP + H2O => AMP + H+ + PPi	0	1000	['Brain_MAM01334m', 'Brain_MAM01371m', 'Brain_MAM02039m', 'Brain_MAM02040m', 'Brain_MAM02759m']	[1.0, -1.0, 1.0, -1.0, 1.0]	PMID: 31699973
Brain_MAR04967	Fatty Acid Beta Oxidation (C10:1->C8), Mitochondrial	ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Brain_MAM00039m + Brain_MAM01597m + Brain_MAM02040m + Brain_MAM02552m => Brain_MAM01261m + Brain_MAM02039m + Brain_MAM02553m + Brain_MAM02644m	(2E)-decenoyl-CoA + CoA + H2O + NAD+ => acetyl-CoA + H+ + NADH + octanoyl-CoA	0	1000	['Brain_MAM00039m', 'Brain_MAM01261m', 'Brain_MAM01597m', 'Brain_MAM02039m', 'Brain_MAM02040m', 'Brain_MAM02552m', 'Brain_MAM02553m', 'Brain_MAM02644m']	[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0]	PMID: 31699973
Brain_MAR05019	Fatty Acid Beta Oxidation (C10->Ohc10), Mitochondrial	ENSG00000117054 and ENSG00000127884	Fatty acid oxidation	Brain_MAM01650m + Brain_MAM01802m + Brain_MAM02040m => Brain_MAM00181m + Brain_MAM01803m	decanoyl-CoA + FAD + H2O => (S)-hydroxydecanoyl-CoA + FADH2	0	1000	['Brain_MAM00181m', 'Brain_MAM01650m', 'Brain_MAM01802m', 'Brain_MAM01803m', 'Brain_MAM02040m']	[1.0, -1.0, -1.0, 1.0, -1.0]	PMID: 31699973
Brain_MAR05024	Fatty Acid Beta Oxidation (C10->C8), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Brain_MAM01597m + Brain_MAM01650m + Brain_MAM01802m + Brain_MAM02040m + Brain_MAM02552m => Brain_MAM01261m + Brain_MAM01803m + Brain_MAM02039m + Brain_MAM02553m + Brain_MAM02644m	CoA + decanoyl-CoA + FAD + H2O + NAD+ => acetyl-CoA + FADH2 + H+ + NADH + octanoyl-CoA	0	1000	['Brain_MAM01261m', 'Brain_MAM01597m', 'Brain_MAM01650m', 'Brain_MAM01802m', 'Brain_MAM01803m', 'Brain_MAM02039m', 'Brain_MAM02040m', 'Brain_MAM02552m', 'Brain_MAM02553m', 'Brain_MAM02644m']	[1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0]	PMID: 31699973
Brain_MAR05449	Fatty Acid Beta Oxidation (C4->C2), Mitochondrial	ENSG00000122971 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Brain_MAM01412m + Brain_MAM01597m + Brain_MAM01802m + Brain_MAM02040m + Brain_MAM02552m => 2.0 Brain_MAM01261m + Brain_MAM01803m + Brain_MAM02039m + Brain_MAM02553m	butyryl-CoA + CoA + FAD + H2O + NAD+ => 2.0 acetyl-CoA + FADH2 + H+ + NADH	0	1000	['Brain_MAM01261m', 'Brain_MAM01412m', 'Brain_MAM01597m', 'Brain_MAM01802m', 'Brain_MAM01803m', 'Brain_MAM02039m', 'Brain_MAM02040m', 'Brain_MAM02552m', 'Brain_MAM02553m']	[2.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Brain_MAR06279	Fatty Acid Beta Oxidation (C6:1->C4:0), Mitochondrial	ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Brain_MAM00053m + Brain_MAM01597m + Brain_MAM02040m + Brain_MAM02552m => Brain_MAM01261m + Brain_MAM01412m + Brain_MAM02039m + Brain_MAM02553m	(2E)-hexenoyl-CoA + CoA + H2O + NAD+ => acetyl-CoA + butyryl-CoA + H+ + NADH	0	1000	['Brain_MAM00053m', 'Brain_MAM01261m', 'Brain_MAM01412m', 'Brain_MAM01597m', 'Brain_MAM02039m', 'Brain_MAM02040m', 'Brain_MAM02552m', 'Brain_MAM02553m']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Brain_MAR06283	Fatty Acid Beta Oxidation (C6->C4), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Brain_MAM01597m + Brain_MAM01802m + Brain_MAM02040m + Brain_MAM02122m + Brain_MAM02552m => Brain_MAM01261m + Brain_MAM01412m + Brain_MAM01803m + Brain_MAM02039m + Brain_MAM02553m	CoA + FAD + H2O + hexanoyl-CoA + NAD+ => acetyl-CoA + butyryl-CoA + FADH2 + H+ + NADH	0	1000	['Brain_MAM01261m', 'Brain_MAM01412m', 'Brain_MAM01597m', 'Brain_MAM01802m', 'Brain_MAM01803m', 'Brain_MAM02039m', 'Brain_MAM02040m', 'Brain_MAM02122m', 'Brain_MAM02552m', 'Brain_MAM02553m']	[1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Brain_MAR06329	Fatty Acid Beta Oxidation (C8->C6), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Brain_MAM01597m + Brain_MAM01802m + Brain_MAM02040m + Brain_MAM02552m + Brain_MAM02644m => Brain_MAM01261m + Brain_MAM01803m + Brain_MAM02039m + Brain_MAM02122m + Brain_MAM02553m	CoA + FAD + H2O + NAD+ + octanoyl-CoA => acetyl-CoA + FADH2 + H+ + hexanoyl-CoA + NADH	0	1000	['Brain_MAM01261m', 'Brain_MAM01597m', 'Brain_MAM01802m', 'Brain_MAM01803m', 'Brain_MAM02039m', 'Brain_MAM02040m', 'Brain_MAM02122m', 'Brain_MAM02552m', 'Brain_MAM02553m', 'Brain_MAM02644m']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]	PMID: 31699973
Brain_MAR12125	Catalase		ROS detoxification	2.0 Brain_MAM02041r => 2.0 Brain_MAM02040r + Brain_MAM02630r	2.0 H2O2 => 2.0 H2O + O2	0	1000	['Brain_MAM02040r', 'Brain_MAM02041r', 'Brain_MAM02630r']	[2.0, -2.0, 1.0]	PMID: 31699973
Brain_MAR13002	H2O2itr		Drug metabolism	Brain_MAM02041r <=> Brain_MAM02041c	H2O2 <=> H2O2	-1000	1000	['Brain_MAM02041c', 'Brain_MAM02041r']	[1.0, -1.0]	PMID: 31699973
Heart_MAR01009	Beta Oxidation of Med/Long Chain Fatty Acid	ENSG00000117054 or ENSG00000122971	Fatty acid oxidation	3.0 Heart_MAM01597m + 3.0 Heart_MAM01802m + 3.0 Heart_MAM02040m + 3.0 Heart_MAM02552m + Heart_MAM02644m => 4.0 Heart_MAM01261m + 3.0 Heart_MAM01803m + 3.0 Heart_MAM02039m + 3.0 Heart_MAM02553m	3.0 CoA + 3.0 FAD + 3.0 H2O + 3.0 NAD+ + octanoyl-CoA => 4.0 acetyl-CoA + 3.0 FADH2 + 3.0 H+ + 3.0 NADH	0	1000	['Heart_MAM01261m', 'Heart_MAM01597m', 'Heart_MAM01802m', 'Heart_MAM01803m', 'Heart_MAM02039m', 'Heart_MAM02040m', 'Heart_MAM02552m', 'Heart_MAM02553m', 'Heart_MAM02644m']	[4.0, -3.0, -3.0, 3.0, 3.0, -3.0, -3.0, 3.0, -1.0]	PMID: 31699973
Heart_MAR03966	ATP diphosphohydrolase (diphosphate-forming)	ENSG00000125877	Nucleotide metabolism	Heart_MAM01371m + Heart_MAM02040m => Heart_MAM01334m + Heart_MAM02039m + Heart_MAM02759m	ATP + H2O => AMP + H+ + PPi	0	1000	['Heart_MAM01334m', 'Heart_MAM01371m', 'Heart_MAM02039m', 'Heart_MAM02040m', 'Heart_MAM02759m']	[1.0, -1.0, 1.0, -1.0, 1.0]	PMID: 31699973
Heart_MAR04967	Fatty Acid Beta Oxidation (C10:1->C8), Mitochondrial	ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Heart_MAM00039m + Heart_MAM01597m + Heart_MAM02040m + Heart_MAM02552m => Heart_MAM01261m + Heart_MAM02039m + Heart_MAM02553m + Heart_MAM02644m	(2E)-decenoyl-CoA + CoA + H2O + NAD+ => acetyl-CoA + H+ + NADH + octanoyl-CoA	0	1000	['Heart_MAM00039m', 'Heart_MAM01261m', 'Heart_MAM01597m', 'Heart_MAM02039m', 'Heart_MAM02040m', 'Heart_MAM02552m', 'Heart_MAM02553m', 'Heart_MAM02644m']	[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0]	PMID: 31699973
Heart_MAR05019	Fatty Acid Beta Oxidation (C10->Ohc10), Mitochondrial	ENSG00000117054 and ENSG00000127884	Fatty acid oxidation	Heart_MAM01650m + Heart_MAM01802m + Heart_MAM02040m => Heart_MAM00181m + Heart_MAM01803m	decanoyl-CoA + FAD + H2O => (S)-hydroxydecanoyl-CoA + FADH2	0	1000	['Heart_MAM00181m', 'Heart_MAM01650m', 'Heart_MAM01802m', 'Heart_MAM01803m', 'Heart_MAM02040m']	[1.0, -1.0, -1.0, 1.0, -1.0]	PMID: 31699973
Heart_MAR05024	Fatty Acid Beta Oxidation (C10->C8), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Heart_MAM01597m + Heart_MAM01650m + Heart_MAM01802m + Heart_MAM02040m + Heart_MAM02552m => Heart_MAM01261m + Heart_MAM01803m + Heart_MAM02039m + Heart_MAM02553m + Heart_MAM02644m	CoA + decanoyl-CoA + FAD + H2O + NAD+ => acetyl-CoA + FADH2 + H+ + NADH + octanoyl-CoA	0	1000	['Heart_MAM01261m', 'Heart_MAM01597m', 'Heart_MAM01650m', 'Heart_MAM01802m', 'Heart_MAM01803m', 'Heart_MAM02039m', 'Heart_MAM02040m', 'Heart_MAM02552m', 'Heart_MAM02553m', 'Heart_MAM02644m']	[1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0]	PMID: 31699973
Heart_MAR05449	Fatty Acid Beta Oxidation (C4->C2), Mitochondrial	ENSG00000122971 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Heart_MAM01412m + Heart_MAM01597m + Heart_MAM01802m + Heart_MAM02040m + Heart_MAM02552m => 2.0 Heart_MAM01261m + Heart_MAM01803m + Heart_MAM02039m + Heart_MAM02553m	butyryl-CoA + CoA + FAD + H2O + NAD+ => 2.0 acetyl-CoA + FADH2 + H+ + NADH	0	1000	['Heart_MAM01261m', 'Heart_MAM01412m', 'Heart_MAM01597m', 'Heart_MAM01802m', 'Heart_MAM01803m', 'Heart_MAM02039m', 'Heart_MAM02040m', 'Heart_MAM02552m', 'Heart_MAM02553m']	[2.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Heart_MAR06279	Fatty Acid Beta Oxidation (C6:1->C4:0), Mitochondrial	ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Heart_MAM00053m + Heart_MAM01597m + Heart_MAM02040m + Heart_MAM02552m => Heart_MAM01261m + Heart_MAM01412m + Heart_MAM02039m + Heart_MAM02553m	(2E)-hexenoyl-CoA + CoA + H2O + NAD+ => acetyl-CoA + butyryl-CoA + H+ + NADH	0	1000	['Heart_MAM00053m', 'Heart_MAM01261m', 'Heart_MAM01412m', 'Heart_MAM01597m', 'Heart_MAM02039m', 'Heart_MAM02040m', 'Heart_MAM02552m', 'Heart_MAM02553m']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Heart_MAR06283	Fatty Acid Beta Oxidation (C6->C4), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Heart_MAM01597m + Heart_MAM01802m + Heart_MAM02040m + Heart_MAM02122m + Heart_MAM02552m => Heart_MAM01261m + Heart_MAM01412m + Heart_MAM01803m + Heart_MAM02039m + Heart_MAM02553m	CoA + FAD + H2O + hexanoyl-CoA + NAD+ => acetyl-CoA + butyryl-CoA + FADH2 + H+ + NADH	0	1000	['Heart_MAM01261m', 'Heart_MAM01412m', 'Heart_MAM01597m', 'Heart_MAM01802m', 'Heart_MAM01803m', 'Heart_MAM02039m', 'Heart_MAM02040m', 'Heart_MAM02122m', 'Heart_MAM02552m', 'Heart_MAM02553m']	[1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Heart_MAR06329	Fatty Acid Beta Oxidation (C8->C6), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Heart_MAM01597m + Heart_MAM01802m + Heart_MAM02040m + Heart_MAM02552m + Heart_MAM02644m => Heart_MAM01261m + Heart_MAM01803m + Heart_MAM02039m + Heart_MAM02122m + Heart_MAM02553m	CoA + FAD + H2O + NAD+ + octanoyl-CoA => acetyl-CoA + FADH2 + H+ + hexanoyl-CoA + NADH	0	1000	['Heart_MAM01261m', 'Heart_MAM01597m', 'Heart_MAM01802m', 'Heart_MAM01803m', 'Heart_MAM02039m', 'Heart_MAM02040m', 'Heart_MAM02122m', 'Heart_MAM02552m', 'Heart_MAM02553m', 'Heart_MAM02644m']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]	PMID: 31699973
Heart_MAR06782			Phenylalanine, tyrosine and tryptophan biosynthesis	Heart_MAM01005c + Heart_MAM02039c + Heart_MAM02553c => Heart_MAM01004c + Heart_MAM02552c	4-hydroxyphenylpyruvate + H+ + NADH => 4-hydroxyphenyllactate + NAD+	0	1000	['Heart_MAM01004c', 'Heart_MAM01005c', 'Heart_MAM02039c', 'Heart_MAM02552c', 'Heart_MAM02553c']	[1.0, -1.0, -1.0, 1.0, -1.0]	PMID: 31699973
Heart_MAR13002	H2O2itr		Drug metabolism	Heart_MAM02041r <=> Heart_MAM02041c	H2O2 <=> H2O2	-1000	1000	['Heart_MAM02041c', 'Heart_MAM02041r']	[1.0, -1.0]	PMID: 31699973
Kidney_MAR01009	Beta Oxidation of Med/Long Chain Fatty Acid	ENSG00000117054 or ENSG00000122971	Fatty acid oxidation	3.0 Kidney_MAM01597m + 3.0 Kidney_MAM01802m + 3.0 Kidney_MAM02040m + 3.0 Kidney_MAM02552m + Kidney_MAM02644m => 4.0 Kidney_MAM01261m + 3.0 Kidney_MAM01803m + 3.0 Kidney_MAM02039m + 3.0 Kidney_MAM02553m	3.0 CoA + 3.0 FAD + 3.0 H2O + 3.0 NAD+ + octanoyl-CoA => 4.0 acetyl-CoA + 3.0 FADH2 + 3.0 H+ + 3.0 NADH	0	1000	['Kidney_MAM01261m', 'Kidney_MAM01597m', 'Kidney_MAM01802m', 'Kidney_MAM01803m', 'Kidney_MAM02039m', 'Kidney_MAM02040m', 'Kidney_MAM02552m', 'Kidney_MAM02553m', 'Kidney_MAM02644m']	[4.0, -3.0, -3.0, 3.0, 3.0, -3.0, -3.0, 3.0, -1.0]	PMID: 31699973
Kidney_MAR01834	Glycodeoxycholate amidohydrolase		Bile acid biosynthesis	Kidney_MAM00745c + Kidney_MAM01986c + Kidney_MAM02039c <=> Kidney_MAM01989c + Kidney_MAM02040c	3alpha,12alpha-dihydroxy-5beta-cholanate + glycine + H+ <=> glycodeoxycholate + H2O	-1000	1000	['Kidney_MAM00745c', 'Kidney_MAM01986c', 'Kidney_MAM01989c', 'Kidney_MAM02039c', 'Kidney_MAM02040c']	[-1.0, -1.0, 1.0, -1.0, 1.0]	PMID: 31699973
Kidney_MAR03966	ATP diphosphohydrolase (diphosphate-forming)	ENSG00000125877	Nucleotide metabolism	Kidney_MAM01371m + Kidney_MAM02040m => Kidney_MAM01334m + Kidney_MAM02039m + Kidney_MAM02759m	ATP + H2O => AMP + H+ + PPi	0	1000	['Kidney_MAM01334m', 'Kidney_MAM01371m', 'Kidney_MAM02039m', 'Kidney_MAM02040m', 'Kidney_MAM02759m']	[1.0, -1.0, 1.0, -1.0, 1.0]	PMID: 31699973
Kidney_MAR04967	Fatty Acid Beta Oxidation (C10:1->C8), Mitochondrial	ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Kidney_MAM00039m + Kidney_MAM01597m + Kidney_MAM02040m + Kidney_MAM02552m => Kidney_MAM01261m + Kidney_MAM02039m + Kidney_MAM02553m + Kidney_MAM02644m	(2E)-decenoyl-CoA + CoA + H2O + NAD+ => acetyl-CoA + H+ + NADH + octanoyl-CoA	0	1000	['Kidney_MAM00039m', 'Kidney_MAM01261m', 'Kidney_MAM01597m', 'Kidney_MAM02039m', 'Kidney_MAM02040m', 'Kidney_MAM02552m', 'Kidney_MAM02553m', 'Kidney_MAM02644m']	[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0]	PMID: 31699973
Kidney_MAR05019	Fatty Acid Beta Oxidation (C10->Ohc10), Mitochondrial	ENSG00000117054 and ENSG00000127884	Fatty acid oxidation	Kidney_MAM01650m + Kidney_MAM01802m + Kidney_MAM02040m => Kidney_MAM00181m + Kidney_MAM01803m	decanoyl-CoA + FAD + H2O => (S)-hydroxydecanoyl-CoA + FADH2	0	1000	['Kidney_MAM00181m', 'Kidney_MAM01650m', 'Kidney_MAM01802m', 'Kidney_MAM01803m', 'Kidney_MAM02040m']	[1.0, -1.0, -1.0, 1.0, -1.0]	PMID: 31699973
Kidney_MAR05024	Fatty Acid Beta Oxidation (C10->C8), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Kidney_MAM01597m + Kidney_MAM01650m + Kidney_MAM01802m + Kidney_MAM02040m + Kidney_MAM02552m => Kidney_MAM01261m + Kidney_MAM01803m + Kidney_MAM02039m + Kidney_MAM02553m + Kidney_MAM02644m	CoA + decanoyl-CoA + FAD + H2O + NAD+ => acetyl-CoA + FADH2 + H+ + NADH + octanoyl-CoA	0	1000	['Kidney_MAM01261m', 'Kidney_MAM01597m', 'Kidney_MAM01650m', 'Kidney_MAM01802m', 'Kidney_MAM01803m', 'Kidney_MAM02039m', 'Kidney_MAM02040m', 'Kidney_MAM02552m', 'Kidney_MAM02553m', 'Kidney_MAM02644m']	[1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0]	PMID: 31699973
Kidney_MAR05449	Fatty Acid Beta Oxidation (C4->C2), Mitochondrial	ENSG00000122971 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Kidney_MAM01412m + Kidney_MAM01597m + Kidney_MAM01802m + Kidney_MAM02040m + Kidney_MAM02552m => 2.0 Kidney_MAM01261m + Kidney_MAM01803m + Kidney_MAM02039m + Kidney_MAM02553m	butyryl-CoA + CoA + FAD + H2O + NAD+ => 2.0 acetyl-CoA + FADH2 + H+ + NADH	0	1000	['Kidney_MAM01261m', 'Kidney_MAM01412m', 'Kidney_MAM01597m', 'Kidney_MAM01802m', 'Kidney_MAM01803m', 'Kidney_MAM02039m', 'Kidney_MAM02040m', 'Kidney_MAM02552m', 'Kidney_MAM02553m']	[2.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Kidney_MAR06279	Fatty Acid Beta Oxidation (C6:1->C4:0), Mitochondrial	ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Kidney_MAM00053m + Kidney_MAM01597m + Kidney_MAM02040m + Kidney_MAM02552m => Kidney_MAM01261m + Kidney_MAM01412m + Kidney_MAM02039m + Kidney_MAM02553m	(2E)-hexenoyl-CoA + CoA + H2O + NAD+ => acetyl-CoA + butyryl-CoA + H+ + NADH	0	1000	['Kidney_MAM00053m', 'Kidney_MAM01261m', 'Kidney_MAM01412m', 'Kidney_MAM01597m', 'Kidney_MAM02039m', 'Kidney_MAM02040m', 'Kidney_MAM02552m', 'Kidney_MAM02553m']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Kidney_MAR06283	Fatty Acid Beta Oxidation (C6->C4), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Kidney_MAM01597m + Kidney_MAM01802m + Kidney_MAM02040m + Kidney_MAM02122m + Kidney_MAM02552m => Kidney_MAM01261m + Kidney_MAM01412m + Kidney_MAM01803m + Kidney_MAM02039m + Kidney_MAM02553m	CoA + FAD + H2O + hexanoyl-CoA + NAD+ => acetyl-CoA + butyryl-CoA + FADH2 + H+ + NADH	0	1000	['Kidney_MAM01261m', 'Kidney_MAM01412m', 'Kidney_MAM01597m', 'Kidney_MAM01802m', 'Kidney_MAM01803m', 'Kidney_MAM02039m', 'Kidney_MAM02040m', 'Kidney_MAM02122m', 'Kidney_MAM02552m', 'Kidney_MAM02553m']	[1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]	PMID: 31699973
Kidney_MAR06329	Fatty Acid Beta Oxidation (C8->C6), Mitochondrial	ENSG00000117054 and ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Kidney_MAM01597m + Kidney_MAM01802m + Kidney_MAM02040m + Kidney_MAM02552m + Kidney_MAM02644m => Kidney_MAM01261m + Kidney_MAM01803m + Kidney_MAM02039m + Kidney_MAM02122m + Kidney_MAM02553m	CoA + FAD + H2O + NAD+ + octanoyl-CoA => acetyl-CoA + FADH2 + H+ + hexanoyl-CoA + NADH	0	1000	['Kidney_MAM01261m', 'Kidney_MAM01597m', 'Kidney_MAM01802m', 'Kidney_MAM01803m', 'Kidney_MAM02039m', 'Kidney_MAM02040m', 'Kidney_MAM02122m', 'Kidney_MAM02552m', 'Kidney_MAM02553m', 'Kidney_MAM02644m']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]	PMID: 31699973
Liver_MAR01009	Beta Oxidation of Med/Long Chain Fatty Acid	ENSG00000117054 or ENSG00000122971	Fatty acid oxidation	3.0 Liver_MAM01597m + 3.0 Liver_MAM01802m + 3.0 Liver_MAM02040m + 3.0 Liver_MAM02552m + Liver_MAM02644m => 4.0 Liver_MAM01261m + 3.0 Liver_MAM01803m + 3.0 Liver_MAM02039m + 3.0 Liver_MAM02553m	3.0 CoA + 3.0 FAD + 3.0 H2O + 3.0 NAD+ + octanoyl-CoA => 4.0 acetyl-CoA + 3.0 FADH2 + 3.0 H+ + 3.0 NADH	0	1000	['Liver_MAM01261m', 'Liver_MAM01597m', 'Liver_MAM01802m', 'Liver_MAM01803m', 'Liver_MAM02039m', 'Liver_MAM02040m', 'Liver_MAM02552m', 'Liver_MAM02553m', 'Liver_MAM02644m']	[4.0, -3.0, -3.0, 3.0, 3.0, -3.0, -3.0, 3.0, -1.0]	PMID: 31699973
Liver_MAR03966	ATP diphosphohydrolase (diphosphate-forming)	ENSG00000125877	Nucleotide metabolism	Liver_MAM01371m + Liver_MAM02040m => Liver_MAM01334m + Liver_MAM02039m + Liver_MAM02759m	ATP + H2O => AMP + H+ + PPi	0	1000	['Liver_MAM01334m', 'Liver_MAM01371m', 'Liver_MAM02039m', 'Liver_MAM02040m', 'Liver_MAM02759m']	[1.0, -1.0, 1.0, -1.0, 1.0]	PMID: 31699973
Liver_MAR04344	5,6-dihydrouracil:NAD+ oxidoreductase		Nucleotide metabolism	Liver_MAM01052c + Liver_MAM02552c <=> Liver_MAM02039c + Liver_MAM02553c + Liver_MAM03118c	5,6-Dihydrouracil + NAD+ <=> H+ + NADH + uracil	-1000	1000	['Liver_MAM01052c', 'Liver_MAM02039c', 'Liver_MAM02552c', 'Liver_MAM02553c', 'Liver_MAM03118c']	[-1.0, 1.0, -1.0, 1.0, 1.0]	PMID: 31699973
Liver_MAR04604	acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	ENSG00000112972	Butanoate metabolism	Liver_MAM01255x + Liver_MAM01261x + Liver_MAM02040x => Liver_MAM01597x + Liver_MAM02039x + Liver_MAM02131x	acetoacetyl-CoA + acetyl-CoA + H2O => CoA + H+ + HMG-CoA	0	1000	['Liver_MAM01255x', 'Liver_MAM01261x', 'Liver_MAM01597x', 'Liver_MAM02039x', 'Liver_MAM02040x', 'Liver_MAM02131x']	[-1.0, -1.0, 1.0, 1.0, -1.0, 1.0]	PMID: 31699973
Liver_MAR04967	Fatty Acid Beta Oxidation (C10:1->C8), Mitochondrial	ENSG00000127884 and ENSG00000138796 and ENSG00000167315	Fatty acid oxidation	Liver_MAM00039m + Liver_MAM01597m + Liver_MAM02040m + Liver_MAM02552m => Liver_MAM01261m + Liver_MAM02039m + Liver_MAM02553m + Liver_MAM02644m	(2E)-decenoyl-CoA + CoA + H2O + NAD+ => acetyl-CoA + H+ + NADH + octanoyl-CoA	0	1000	['Liver_MAM00039m', 'Liver_MAM01261m', 'Liver_MAM01597m', 'Liver_MAM02039m', 'Liver_MAM02040m', 'Liver_MAM02552m', 'Liver_MAM02553m', 'Liver_MAM02644m']	[-1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0]	PMID: 31699973
