ID	Name	GPR	Subsystem	Reaction	Reaction_eq	Lb	Ub	Metabolites	Coefficient	Source
Heart_MAR05771		ENSG00000103064	Transport reactions	Heart_MAM02471c + Heart_MAM02519e + Heart_MAM03135e => Heart_MAM02471e + Heart_MAM02519c + Heart_MAM03135c	methionine + Na+ + valine => methionine + Na+ + valine	0	1000	['Heart_MAM02471c', 'Heart_MAM02471e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05772		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM03089c + Heart_MAM03135e => Heart_MAM02519c + Heart_MAM03089e + Heart_MAM03135c	Na+ + tryptophan + valine => Na+ + tryptophan + valine	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM03089c', 'Heart_MAM03089e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05773		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM02724c + Heart_MAM03135e => Heart_MAM02519c + Heart_MAM02724e + Heart_MAM03135c	Na+ + phenylalanine + valine => Na+ + phenylalanine + valine	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02724c', 'Heart_MAM02724e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05774		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM03101c + Heart_MAM03135e => Heart_MAM02519c + Heart_MAM03101e + Heart_MAM03135c	Na+ + tyrosine + valine => Na+ + tyrosine + valine	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM03101c', 'Heart_MAM03101e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05775		ENSG00000103064	Transport reactions	Heart_MAM01628c + Heart_MAM02519e + Heart_MAM03135e => Heart_MAM01628e + Heart_MAM02519c + Heart_MAM03135c	cysteine + Na+ + valine => cysteine + Na+ + valine	0	1000	['Heart_MAM01628c', 'Heart_MAM01628e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05777		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM02770c + Heart_MAM03135e => Heart_MAM02519c + Heart_MAM02770e + Heart_MAM03135c	Na+ + proline + valine => Na+ + proline + valine	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02770c', 'Heart_MAM02770e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05778		ENSG00000103064	Transport reactions	Heart_MAM01369c + Heart_MAM02519e + Heart_MAM03135e => Heart_MAM01369e + Heart_MAM02519c + Heart_MAM03135c	asparagine + Na+ + valine => asparagine + Na+ + valine	0	1000	['Heart_MAM01369c', 'Heart_MAM01369e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05779		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM02993c + Heart_MAM03135e => Heart_MAM02519c + Heart_MAM02993e + Heart_MAM03135c	Na+ + threonine + valine => Na+ + threonine + valine	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02993c', 'Heart_MAM02993e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05786		ENSG00000103064	Transport reactions	Heart_MAM02471c + Heart_MAM02519e + Heart_MAM02993e => Heart_MAM02471e + Heart_MAM02519c + Heart_MAM02993c	methionine + Na+ + threonine => methionine + Na+ + threonine	0	1000	['Heart_MAM02471c', 'Heart_MAM02471e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02993c', 'Heart_MAM02993e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05787		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM02993e + Heart_MAM03089c => Heart_MAM02519c + Heart_MAM02993c + Heart_MAM03089e	Na+ + threonine + tryptophan => Na+ + threonine + tryptophan	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02993c', 'Heart_MAM02993e', 'Heart_MAM03089c', 'Heart_MAM03089e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR05789		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM02993e + Heart_MAM03101c => Heart_MAM02519c + Heart_MAM02993c + Heart_MAM03101e	Na+ + threonine + tyrosine => Na+ + threonine + tyrosine	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02993c', 'Heart_MAM02993e', 'Heart_MAM03101c', 'Heart_MAM03101e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR05792		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM02770c + Heart_MAM02993e => Heart_MAM02519c + Heart_MAM02770e + Heart_MAM02993c	Na+ + proline + threonine => Na+ + proline + threonine	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02770c', 'Heart_MAM02770e', 'Heart_MAM02993c', 'Heart_MAM02993e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05794		ENSG00000103064	Transport reactions	Heart_MAM02519e + Heart_MAM02993e + Heart_MAM03135c => Heart_MAM02519c + Heart_MAM02993c + Heart_MAM03135e	Na+ + threonine + valine => Na+ + threonine + valine	0	1000	['Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02993c', 'Heart_MAM02993e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR05813		ENSG00000103064	Transport reactions	Heart_MAM01307c + Heart_MAM02184e + Heart_MAM02519e => Heart_MAM01307e + Heart_MAM02184c + Heart_MAM02519c	alanine + isoleucine + Na+ => alanine + isoleucine + Na+	0	1000	['Heart_MAM01307c', 'Heart_MAM01307e', 'Heart_MAM02184c', 'Heart_MAM02184e', 'Heart_MAM02519c', 'Heart_MAM02519e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05815		ENSG00000103064	Transport reactions	Heart_MAM02184e + Heart_MAM02519e + Heart_MAM02896c => Heart_MAM02184c + Heart_MAM02519c + Heart_MAM02896e	isoleucine + Na+ + serine => isoleucine + Na+ + serine	0	1000	['Heart_MAM02184c', 'Heart_MAM02184e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02896c', 'Heart_MAM02896e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR05816		ENSG00000103064	Transport reactions	Heart_MAM02184e + Heart_MAM02471c + Heart_MAM02519e => Heart_MAM02184c + Heart_MAM02471e + Heart_MAM02519c	isoleucine + methionine + Na+ => isoleucine + methionine + Na+	0	1000	['Heart_MAM02184c', 'Heart_MAM02184e', 'Heart_MAM02471c', 'Heart_MAM02471e', 'Heart_MAM02519c', 'Heart_MAM02519e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05818		ENSG00000103064	Transport reactions	Heart_MAM02184e + Heart_MAM02519e + Heart_MAM02724c => Heart_MAM02184c + Heart_MAM02519c + Heart_MAM02724e	isoleucine + Na+ + phenylalanine => isoleucine + Na+ + phenylalanine	0	1000	['Heart_MAM02184c', 'Heart_MAM02184e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02724c', 'Heart_MAM02724e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR05821		ENSG00000103064	Transport reactions	Heart_MAM02184e + Heart_MAM02360c + Heart_MAM02519e => Heart_MAM02184c + Heart_MAM02360e + Heart_MAM02519c	isoleucine + leucine + Na+ => isoleucine + leucine + Na+	0	1000	['Heart_MAM02184c', 'Heart_MAM02184e', 'Heart_MAM02360c', 'Heart_MAM02360e', 'Heart_MAM02519c', 'Heart_MAM02519e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05822		ENSG00000103064	Transport reactions	Heart_MAM02184e + Heart_MAM02519e + Heart_MAM02770c => Heart_MAM02184c + Heart_MAM02519c + Heart_MAM02770e	isoleucine + Na+ + proline => isoleucine + Na+ + proline	0	1000	['Heart_MAM02184c', 'Heart_MAM02184e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02770c', 'Heart_MAM02770e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR05824		ENSG00000103064	Transport reactions	Heart_MAM02184e + Heart_MAM02519e + Heart_MAM03135c => Heart_MAM02184c + Heart_MAM02519c + Heart_MAM03135e	isoleucine + Na+ + valine => isoleucine + Na+ + valine	0	1000	['Heart_MAM02184c', 'Heart_MAM02184e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR05825		ENSG00000103064	Transport reactions	Heart_MAM02184e + Heart_MAM02519e + Heart_MAM02993c => Heart_MAM02184c + Heart_MAM02519c + Heart_MAM02993e	isoleucine + Na+ + threonine => isoleucine + Na+ + threonine	0	1000	['Heart_MAM02184c', 'Heart_MAM02184e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM02993c', 'Heart_MAM02993e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR05831		ENSG00000103064	Transport reactions	Heart_MAM01588c + Heart_MAM01986e + Heart_MAM02519e => Heart_MAM01588e + Heart_MAM01986c + Heart_MAM02519c	citrulline + glycine + Na+ => citrulline + glycine + Na+	0	1000	['Heart_MAM01588c', 'Heart_MAM01588e', 'Heart_MAM01986c', 'Heart_MAM01986e', 'Heart_MAM02519c', 'Heart_MAM02519e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05856		ENSG00000103064	Transport reactions	Heart_MAM01588c + Heart_MAM02519e + Heart_MAM03089e => Heart_MAM01588e + Heart_MAM02519c + Heart_MAM03089c	citrulline + Na+ + tryptophan => citrulline + Na+ + tryptophan	0	1000	['Heart_MAM01588c', 'Heart_MAM01588e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM03089c', 'Heart_MAM03089e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05876		ENSG00000103064	Transport reactions	Heart_MAM01588c + Heart_MAM02360e + Heart_MAM02519e => Heart_MAM01588e + Heart_MAM02360c + Heart_MAM02519c	citrulline + leucine + Na+ => citrulline + leucine + Na+	0	1000	['Heart_MAM01588c', 'Heart_MAM01588e', 'Heart_MAM02360c', 'Heart_MAM02360e', 'Heart_MAM02519c', 'Heart_MAM02519e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05886		ENSG00000103064	Transport reactions	Heart_MAM01369e + Heart_MAM01588c + Heart_MAM02519e => Heart_MAM01369c + Heart_MAM01588e + Heart_MAM02519c	asparagine + citrulline + Na+ => asparagine + citrulline + Na+	0	1000	['Heart_MAM01369c', 'Heart_MAM01369e', 'Heart_MAM01588c', 'Heart_MAM01588e', 'Heart_MAM02519c', 'Heart_MAM02519e']	[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05891		ENSG00000103064	Transport reactions	Heart_MAM01588c + Heart_MAM02519e + Heart_MAM03135e => Heart_MAM01588e + Heart_MAM02519c + Heart_MAM03135c	citrulline + Na+ + valine => citrulline + Na+ + valine	0	1000	['Heart_MAM01588c', 'Heart_MAM01588e', 'Heart_MAM02519c', 'Heart_MAM02519e', 'Heart_MAM03135c', 'Heart_MAM03135e']	[-1.0, 1.0, 1.0, -1.0, 1.0, -1.0]	Transport reactions
Heart_MAR05996		ENSG00000103064 or ENSG00000158296	Transport reactions	Heart_MAM01587e + 3.0 Heart_MAM02519e => Heart_MAM01587c + 3.0 Heart_MAM02519c	citrate + 3.0 Na+ => citrate + 3.0 Na+	0	1000	['Heart_MAM01587c', 'Heart_MAM01587e', 'Heart_MAM02519c', 'Heart_MAM02519e']	[1.0, -1.0, 3.0, -3.0]	Transport reactions
Heart_MAR06289		ENSG00000100075	Transport reactions	Heart_MAM01306m + Heart_MAM02039c + Heart_MAM02183c => Heart_MAM01306c + Heart_MAM02039m + Heart_MAM02183m	AKG + H+ + isocitrate => AKG + H+ + isocitrate	0	1000	['Heart_MAM01306c', 'Heart_MAM01306m', 'Heart_MAM02039c', 'Heart_MAM02039m', 'Heart_MAM02183c', 'Heart_MAM02183m']	[1.0, -1.0, -1.0, 1.0, -1.0, 1.0]	Transport reactions
Heart_MAR06386		ENSG00000281500	Transport reactions	Heart_MAM01968c + Heart_MAM02751r => Heart_MAM01968r + Heart_MAM02751c	glucose-6-phosphate + Pi => glucose-6-phosphate + Pi	0	1000	['Heart_MAM01968c', 'Heart_MAM01968r', 'Heart_MAM02751c', 'Heart_MAM02751r']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR06505			Transport reactions	Heart_MAM02842c <=> Heart_MAM02842e	riboflavin <=> riboflavin	-1000	1000	['Heart_MAM02842c', 'Heart_MAM02842e']	[-1.0, 1.0]	Transport reactions
Heart_MAR06513			Transport reactions	Heart_MAM01802m + Heart_MAM01803c <=> Heart_MAM01802c + Heart_MAM01803m	FAD + FADH2 <=> FAD + FADH2	-1000	1000	['Heart_MAM01802c', 'Heart_MAM01802m', 'Heart_MAM01803c', 'Heart_MAM01803m']	[1.0, -1.0, -1.0, 1.0]	Transport reactions
Heart_MAR06781			Transport reactions	Heart_MAM01005c + Heart_MAM02039c <=> Heart_MAM01005m + Heart_MAM02039m	4-hydroxyphenylpyruvate + H+ <=> 4-hydroxyphenylpyruvate + H+	-1000	1000	['Heart_MAM01005c', 'Heart_MAM01005m', 'Heart_MAM02039c', 'Heart_MAM02039m']	[-1.0, 1.0, -1.0, 1.0]	Transport reactions
Heart_MAR07783			Transport reactions	Heart_MAM01334c <=> Heart_MAM01334x	AMP <=> AMP	-1000	1000	['Heart_MAM01334c', 'Heart_MAM01334x']	[-1.0, 1.0]	Transport reactions
Heart_MAR07785			Transport reactions	Heart_MAM01371c <=> Heart_MAM01371x	ATP <=> ATP	-1000	1000	['Heart_MAM01371c', 'Heart_MAM01371x']	[-1.0, 1.0]	Transport reactions
Heart_MAR07788			Transport reactions	Heart_MAM01803c <=> Heart_MAM01803x	FADH2 <=> FADH2	-1000	1000	['Heart_MAM01803c', 'Heart_MAM01803x']	[-1.0, 1.0]	Transport reactions
Heart_MAR07790			Transport reactions	Heart_MAM01802c <=> Heart_MAM01802x	FAD <=> FAD	-1000	1000	['Heart_MAM01802c', 'Heart_MAM01802x']	[-1.0, 1.0]	Transport reactions
Heart_MAR07793			Transport reactions	Heart_MAM02039c <=> Heart_MAM02039g	H+ <=> H+	-1000	1000	['Heart_MAM02039c', 'Heart_MAM02039g']	[-1.0, 1.0]	Transport reactions
Heart_MAR07799		ENSG00000033627 or ENSG00000047249 or ENSG00000071553 or ENSG00000105929 or ENSG00000110719 or ENSG00000117410 or ENSG00000147614 or ENSG00000159720 or ENSG00000185344 or ENSG00000185883	Transport reactions	Heart_MAM01371c + 3.0 Heart_MAM02039c + Heart_MAM02040c => Heart_MAM01285c + 4.0 Heart_MAM02039l + Heart_MAM02751c	ATP + 3.0 H+ + H2O => ADP + 4.0 H+ + Pi	0	1000	['Heart_MAM01285c', 'Heart_MAM01371c', 'Heart_MAM02039c', 'Heart_MAM02039l', 'Heart_MAM02040c', 'Heart_MAM02751c']	[1.0, -1.0, -3.0, 4.0, -1.0, 1.0]	Transport reactions
Heart_MAR08618			Transport reactions	Heart_MAM01368c <=> Heart_MAM01368e	ascorbate <=> ascorbate	-1000	1000	['Heart_MAM01368c', 'Heart_MAM01368e']	[-1.0, 1.0]	Transport reactions
Heart_MAR08722			Transport reactions	Heart_MAM02833c => Heart_MAM02833r	retinoate => retinoate	0	1000	['Heart_MAM02833c', 'Heart_MAM02833r']	[-1.0, 1.0]	Transport reactions
Heart_MAR08891			Transport reactions	Heart_MAM02914c => Heart_MAM02914m	sn-glycerol-3-phosphate => sn-glycerol-3-phosphate	0	1000	['Heart_MAM02914c', 'Heart_MAM02914m']	[-1.0, 1.0]	Transport reactions
Heart_MAR08893			Transport reactions	Heart_MAM01982c => Heart_MAM01982e	glycerate => glycerate	0	1000	['Heart_MAM01982c', 'Heart_MAM01982e']	[-1.0, 1.0]	Transport reactions
Heart_MAR08976	K Transport		Transport reactions	Heart_MAM02039c + Heart_MAM02200e <=> Heart_MAM02039e + Heart_MAM02200c	H+ + K+ <=> H+ + K+	-1000	1000	['Heart_MAM02039c', 'Heart_MAM02039e', 'Heart_MAM02200c', 'Heart_MAM02200e']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Heart_MAR08991	Transport of Ubiquinol into Lymph		Transport reactions	Heart_MAM03102c <=> Heart_MAM03102e	ubiquinol <=> ubiquinol	-1000	1000	['Heart_MAM03102c', 'Heart_MAM03102e']	[-1.0, 1.0]	Transport reactions
Heart_MAR09004	Transport of 5-S-Methyl-5-Thioadenosine		Transport reactions	Heart_MAM01116e <=> Heart_MAM01116c	5-methylthioadenosine <=> 5-methylthioadenosine	-1000	1000	['Heart_MAM01116c', 'Heart_MAM01116e']	[1.0, -1.0]	Transport reactions
Heart_MAR09057	Transport of (R)-Pantothenate		Transport reactions	Heart_MAM02680e <=> Heart_MAM02680c	pantothenate <=> pantothenate	-1000	1000	['Heart_MAM02680c', 'Heart_MAM02680e']	[1.0, -1.0]	Transport reactions
Heart_MAR09186	Transport of Guanidinoacetic Acid		Transport reactions	Heart_MAM02036e <=> Heart_MAM02036c	guanidinoacetate <=> guanidinoacetate	-1000	1000	['Heart_MAM02036c', 'Heart_MAM02036e']	[1.0, -1.0]	Transport reactions
Heart_MAR09821	Transport of Carnosine		Transport reactions	Heart_MAM01423e <=> Heart_MAM01423c	carnosine <=> carnosine	-1000	1000	['Heart_MAM01423c', 'Heart_MAM01423e']	[1.0, -1.0]	Transport reactions
Heart_MAR09830	Transport of D-Glucuronate		Transport reactions	Heart_MAM01973e <=> Heart_MAM01973c	glucuronate <=> glucuronate	-1000	1000	['Heart_MAM01973c', 'Heart_MAM01973e']	[1.0, -1.0]	Transport reactions
Heart_MAR09967	Transport of 2-Oxoadipate by Alpha-Ketoglutarate Antiport		Transport reactions	Heart_MAM00670c + Heart_MAM01306e <=> Heart_MAM00670e + Heart_MAM01306c	2-oxoadipate + AKG <=> 2-oxoadipate + AKG	-1000	1000	['Heart_MAM00670c', 'Heart_MAM01306c', 'Heart_MAM01306e', 'Heart_MAM00670e']	[-1.0, 1.0, -1.0, 1.0]	Transport reactions
Heart_MAR11261	Transport of Hexanoyl Carnitine		Transport reactions	Heart_MAM03498e <=> Heart_MAM03498c	Hexanoyl Carnitine <=> Hexanoyl Carnitine	-1000	1000	['Heart_MAM03498c', 'Heart_MAM03498e']	[1.0, -1.0]	Transport reactions
Heart_MAR11266	Transport of Lauroyl Carnitine		Transport reactions	Heart_MAM01729e <=> Heart_MAM01729c	dodecanoylcarnitine <=> dodecanoylcarnitine	-1000	1000	['Heart_MAM01729c', 'Heart_MAM01729e']	[1.0, -1.0]	Transport reactions
Heart_MAR11306	3-Methoxytyramine Secretion via Secretory Vesicle (ATP Driven)		Transport reactions	3.0 Heart_MAM00821c + 2.0 Heart_MAM01371c + 2.0 Heart_MAM02040c => 3.0 Heart_MAM00821e + 2.0 Heart_MAM01285c + 2.0 Heart_MAM02039c + 2.0 Heart_MAM02751c	3.0 3-methoxytyramine + 2.0 ATP + 2.0 H2O => 3.0 3-methoxytyramine + 2.0 ADP + 2.0 H+ + 2.0 Pi	0	1000	['Heart_MAM00821c', 'Heart_MAM01285c', 'Heart_MAM01371c', 'Heart_MAM02039c', 'Heart_MAM02040c', 'Heart_MAM02751c', 'Heart_MAM00821e']	[-3.0, 2.0, -2.0, 2.0, -2.0, 2.0, 3.0]	Transport reactions
Heart_MAR11313	Homocysteine Transport, Extracellular		Transport reactions	Heart_MAM02133e <=> Heart_MAM02133c	homocysteine <=> homocysteine	-1000	1000	['Heart_MAM02133c', 'Heart_MAM02133e']	[1.0, -1.0]	Transport reactions
Kidney_MAR01381	L-Glutamine Transport via Electroneutral Transporter		Transport reactions	Kidney_MAM01975c => Kidney_MAM01975m	glutamine => glutamine	0	1000	['Kidney_MAM01975c', 'Kidney_MAM01975m']	[-1.0, 1.0]	Transport reactions
Kidney_MAR01447	Hydroxymethylglutaryl Coenzyme A Reversible Peroxisomal Transport		Transport reactions	Kidney_MAM02131c <=> Kidney_MAM02131x	HMG-CoA <=> HMG-CoA	-1000	1000	['Kidney_MAM02131c', 'Kidney_MAM02131x']	[-1.0, 1.0]	Transport reactions
Kidney_MAR01461	H Transporter, Endoplasmic Reticulum		Transport reactions	Kidney_MAM02039c <=> Kidney_MAM02039r	H+ <=> H+	-1000	1000	['Kidney_MAM02039c', 'Kidney_MAM02039r']	[-1.0, 1.0]	Transport reactions
Kidney_MAR01480	Transport of L-Leucine, Mitochondrial		Transport reactions	Kidney_MAM02360c <=> Kidney_MAM02360m	leucine <=> leucine	-1000	1000	['Kidney_MAM02360c', 'Kidney_MAM02360m']	[-1.0, 1.0]	Transport reactions
Kidney_MAR01530			Transport reactions	Kidney_MAM01450c <=> Kidney_MAM01450r	cholesterol <=> cholesterol	-1000	1000	['Kidney_MAM01450c', 'Kidney_MAM01450r']	[-1.0, 1.0]	Transport reactions
Kidney_MAR01621	Phosphate Transport, Endoplasmic Reticulum	ENSG00000281500	Transport reactions	Kidney_MAM02751r <=> Kidney_MAM02751c	Pi <=> Pi	-1000	1000	['Kidney_MAM02751c', 'Kidney_MAM02751r']	[1.0, -1.0]	Transport reactions
Kidney_MAR01821	Valine Reversible Mitochondrial Transport		Transport reactions	Kidney_MAM03135c <=> Kidney_MAM03135m	valine <=> valine	-1000	1000	['Kidney_MAM03135c', 'Kidney_MAM03135m']	[-1.0, 1.0]	Transport reactions
Kidney_MAR02225	Free Diffusion		Transport reactions	Kidney_MAM02046c <=> Kidney_MAM02046m	HCO3- <=> HCO3-	-1000	1000	['Kidney_MAM02046c', 'Kidney_MAM02046m']	[-1.0, 1.0]	Transport reactions
Kidney_MAR02299	Vesicular Transport		Transport reactions	Kidney_MAM03101c => Kidney_MAM03101m	tyrosine => tyrosine	0	1000	['Kidney_MAM03101c', 'Kidney_MAM03101m']	[-1.0, 1.0]	Transport reactions
Kidney_MAR03789			Transport reactions	Kidney_MAM02479c <=> Kidney_MAM02479m	methylmalonate <=> methylmalonate	-1000	1000	['Kidney_MAM02479c', 'Kidney_MAM02479m']	[-1.0, 1.0]	Transport reactions
Kidney_MAR04790			Transport reactions	Kidney_MAM01307c <=> Kidney_MAM01307x	alanine <=> alanine	-1000	1000	['Kidney_MAM01307c', 'Kidney_MAM01307x']	[-1.0, 1.0]	Transport reactions
Kidney_MAR04844		ENSG00000169710	Transport reactions	Kidney_MAM01280c + Kidney_MAM02170e <=> Kidney_MAM01280e + Kidney_MAM02170c	adenosine + inosine <=> adenosine + inosine	-1000	1000	['Kidney_MAM01280c', 'Kidney_MAM01280e', 'Kidney_MAM02170c', 'Kidney_MAM02170e']	[-1.0, 1.0, 1.0, -1.0]	Transport reactions
Kidney_MAR04856	alpha-D-Glucose 6-phosphate ketol-isomerase	ENSG00000281500	Transport reactions	Kidney_MAM01968c <=> Kidney_MAM01968r	glucose-6-phosphate <=> glucose-6-phosphate	-1000	1000	['Kidney_MAM01968c', 'Kidney_MAM01968r']	[-1.0, 1.0]	Transport reactions
Kidney_MAR04878			Transport reactions	Kidney_MAM03108c <=> Kidney_MAM03108r	UDP-glucose <=> UDP-glucose	-1000	1000	['Kidney_MAM03108c', 'Kidney_MAM03108r']	[-1.0, 1.0]	Transport reactions
Kidney_MAR04887			Transport reactions	Kidney_MAM02040c => Kidney_MAM02040l	H2O => H2O	0	1000	['Kidney_MAM02040c', 'Kidney_MAM02040l']	[-1.0, 1.0]	Transport reactions
Kidney_MAR04893			Transport reactions	Kidney_MAM02040c <=> Kidney_MAM02040n	H2O <=> H2O	-1000	1000	['Kidney_MAM02040c', 'Kidney_MAM02040n']	[-1.0, 1.0]	Transport reactions
Kidney_MAR04924			Transport reactions	Kidney_MAM01596c <=> Kidney_MAM01596x	CO2 <=> CO2	-1000	1000	['Kidney_MAM01596c', 'Kidney_MAM01596x']	[-1.0, 1.0]	Transport reactions
Kidney_MAR04963			Transport reactions	Kidney_MAM01974m + Kidney_MAM02770c => Kidney_MAM01974c + Kidney_MAM02770m	glutamate + proline => glutamate + proline	0	1000	['Kidney_MAM01974c', 'Kidney_MAM01974m', 'Kidney_MAM02770c', 'Kidney_MAM02770m']	[1.0, -1.0, -1.0, 1.0]	Transport reactions
Kidney_MAR04995			Transport reactions	Kidney_MAM01588e + Kidney_MAM02039e + Kidney_MAM02658c => Kidney_MAM01588c + Kidney_MAM02039c + Kidney_MAM02658e	citrulline + H+ + ornithine => citrulline + H+ + ornithine	0	1000	['Kidney_MAM01588c', 'Kidney_MAM01588e', 'Kidney_MAM02039c', 'Kidney_MAM02039e', 'Kidney_MAM02658c', 'Kidney_MAM02658e']	[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]	Transport reactions
Kidney_MAR05015			Transport reactions	Kidney_MAM00157m + Kidney_MAM02039i => Kidney_MAM00157c + Kidney_MAM02039m	(R)-3-hydroxybutanoate + H+ => (R)-3-hydroxybutanoate + H+	0	1000	['Kidney_MAM00157c', 'Kidney_MAM00157m', 'Kidney_MAM02039m', 'Kidney_MAM02039i']	[1.0, -1.0, 1.0, -1.0]	Transport reactions
Kidney_MAR05096			Transport reactions	Kidney_MAM01369c => Kidney_MAM01369m	asparagine => asparagine	0	1000	['Kidney_MAM01369c', 'Kidney_MAM01369m']	[-1.0, 1.0]	Transport reactions
Kidney_MAR05303			Transport reactions	Kidney_MAM01371c <=> Kidney_MAM01371e	ATP <=> ATP	-1000	1000	['Kidney_MAM01371c', 'Kidney_MAM01371e']	[-1.0, 1.0]	Transport reactions
Kidney_MAR05453			Transport reactions	Kidney_MAM02519c <=> Kidney_MAM02519x	Na+ <=> Na+	-1000	1000	['Kidney_MAM02519c', 'Kidney_MAM02519x']	[-1.0, 1.0]	Transport reactions
Kidney_MAR06289		ENSG00000100075	Transport reactions	Kidney_MAM01306m + Kidney_MAM02039c + Kidney_MAM02183c => Kidney_MAM01306c + Kidney_MAM02039m + Kidney_MAM02183m	AKG + H+ + isocitrate => AKG + H+ + isocitrate	0	1000	['Kidney_MAM01306c', 'Kidney_MAM01306m', 'Kidney_MAM02039c', 'Kidney_MAM02039m', 'Kidney_MAM02183c', 'Kidney_MAM02183m']	[1.0, -1.0, -1.0, 1.0, -1.0, 1.0]	Transport reactions
