Met_id	Met_name	Met_compartment	Met_charge	Met_formula
Prostrate_MAM03715c	Prostrate_Leucylleucine	c	0.0	C12H24N2O3
Prostrate_MAM02759c	Prostrate_PPi	c	-3.0	HO7P2
Prostrate_MAM02934m	Prostrate_S-succinyldihydrolipoamide	m	-1.0	C12H20NO4S2
Prostrate_MAM01580m	Prostrate_cis-aconitate	m	-3.0	C6H3O6
Prostrate_MAM02407c	Prostrate_L-metanephrine	c	1.0	C10H16NO3
Prostrate_MAM02794r	Prostrate_prostaglandin H2	r	-1.0	C20H31O5
Prostrate_MAM01558l	Prostrate_chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4	l	-5.0	C31H46NO38S4
Prostrate_MAM02403c	Prostrate_L-lactate	c	-1.0	C3H5O3
Prostrate_MAM02552e	Prostrate_NAD+	e	-1.0	C21H26N7O14P2
Prostrate_MAM01596m	Prostrate_CO2	m	0.0	CO2
Prostrate_MAM02039r	Prostrate_H+	r	1.0	H
Prostrate_MAM01285m	Prostrate_ADP	m	-3.0	C10H12N5O10P2
Prostrate_MAM01285c	Prostrate_ADP	c	-3.0	C10H12N5O10P2
Prostrate_MAM02630r	Prostrate_O2	r	0.0	O2
Prostrate_MAM01559l	Prostrate_chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5	l	-4.0	C31H47NO35S3
Prostrate_MAM02819c	Prostrate_pyruvate	c	-1.0	C3H3O3
Prostrate_MAM02553m	Prostrate_NADH	m	-2.0	C21H27N7O14P2
Prostrate_MAM02552m	Prostrate_NAD+	m	-1.0	C21H26N7O14P2
Prostrate_MAM02943m	Prostrate_succinate	m	-2.0	C4H4O4
Prostrate_MAM02039e	Prostrate_H+	e	1.0	H
Prostrate_MAM02555m	Prostrate_NADPH	m	-4.0	C21H26N7O17P3
Prostrate_MAM03106c	Prostrate_UDP	c	-3.0	C9H11N2O12P2
Prostrate_MAM01948c	Prostrate_GDP	c	-3.0	C10H12N5O11P2
Prostrate_MAM03130c	Prostrate_UTP	c	-4.0	C9H11N2O15P3
Prostrate_MAM01528l	Prostrate_chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3	l	-4.0	C37H55NO38S2
Prostrate_MAM03630c	Prostrate_Glycylproline	c	0.0	C7H12N2O3
Prostrate_MAM01524l	Prostrate_chondroitin sulfate A (GalNAc4S-GlcA), free chain	l	-5.0	C45H67N2O46S3
Prostrate_MAM01424c	Prostrate_CDP	c	-3.0	C9H12N3O11P2
Prostrate_MAM02034c	Prostrate_GTP	c	-4.0	C10H12N5O14P3
Prostrate_MAM03896c	Prostrate_L-Prolinylglycine	c	0.0	C7H12N2O3
Prostrate_MAM01623c	Prostrate_CTP	c	-4.0	C9H12N3O14P3
Prostrate_MAM01803m	Prostrate_FADH2	m	-2.0	C27H33N9O15P2
Prostrate_MAM02183m	Prostrate_isocitrate	m	-3.0	C6H5O7
Prostrate_MAM01690c	Prostrate_DHAP	c	-2.0	C3H5O6P
Prostrate_MAM01597m	Prostrate_CoA	m	-4.0	C21H32N7O16P3S
Prostrate_MAM01521l	Prostrate_chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3	l	-3.0	C31H48NO32S2
Prostrate_MAM02040e	Prostrate_H2O	e	0.0	H2O
Prostrate_MAM02384l	Prostrate_L-iduronic acid	l	-1.0	C6H9O7
Prostrate_MAM01637c	Prostrate_dADP	c	-3.0	C10H12N5O9P2
Prostrate_MAM02439m	Prostrate_malate	m	-2.0	C4H4O5
Prostrate_MAM01290c	Prostrate_adrenaline	c	1.0	C9H14NO3
Prostrate_MAM02554r	Prostrate_NADP+	r	-3.0	C21H25N7O17P3
Prostrate_MAM02193c	Prostrate_ITP	c	-4.0	C10H11N4O14P3
Prostrate_MAM00913c	Prostrate_3-phospho-D-glycerate	c	-3.0	C3H4O7P
Prostrate_MAM01526l	Prostrate_chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1	l	-5.0	C45H67N2O46S3
Prostrate_MAM03103m	Prostrate_ubiquinone	m	0.0	C59H90O4
Prostrate_MAM02034m	Prostrate_GTP	m	-4.0	C10H12N5O14P3
Prostrate_MAM02751m	Prostrate_Pi	m	-2.0	HO4P
Prostrate_MAM02062l	Prostrate_heparan sulfate, degradation product 16	l	-6.0	C49H72N2O54S4
Prostrate_MAM02553c	Prostrate_NADH	c	-2.0	C21H27N7O14P2
Prostrate_MAM02554e	Prostrate_NADP+	e	-3.0	C21H25N7O17P3
Prostrate_MAM02751c	Prostrate_Pi	c	-2.0	HO4P
Prostrate_MAM02944m	Prostrate_succinyl-CoA	m	-5.0	C25H35N7O19P3S
Prostrate_MAM02984m	Prostrate_thiamin-PP	m	-2.0	C12H16N4O7P2S
Prostrate_MAM01968c	Prostrate_glucose-6-phosphate	c	-2.0	C6H11O9P
Prostrate_MAM01519l	Prostrate_chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	l	-4.0	C45H68N2O43S2
Prostrate_MAM02783r	Prostrate_prostaglandin D2	r	-1.0	C20H31O5
Prostrate_MAM01790r	Prostrate_estrone	r	0.0	C18H22O2
Prostrate_MAM01371m	Prostrate_ATP	m	-4.0	C10H12N5O13P3
Prostrate_MAM01986c	Prostrate_glycine	c	0.0	C2H5NO2
Prostrate_MAM02554m	Prostrate_NADP+	m	-3.0	C21H25N7O17P3
Prostrate_MAM01688c	Prostrate_dGTP	c	-4.0	C10H12N5O13P3
Prostrate_MAM01965c	Prostrate_glucose	c	0.0	C6H12O6
Prostrate_MAM02583e	Prostrate_nicotinamide	e	0.0	C6H6N2O
RBC_MAM02555r	RBC_NADPH	r	-4.0	C21H26N7O17P3
RBC_MAM02040r	RBC_H2O	r	0.0	H2O
RBC_MAM02846c	RBC_ribulose-5-phosphate	c	-2.0	C5H9O8P
RBC_MAM02554r	RBC_NADP+	r	-3.0	C21H25N7O17P3
RBC_MAM01961r	RBC_glucono-1,5-lactone-6-phosphate	r	-2.0	C6H9O9P
RBC_MAM02039r	RBC_H+	r	1.0	H
RBC_MAM01743c	RBC_D-ribulose	c	0.0	C5H10O5
RBC_MAM01285c	RBC_ADP	c	-3.0	C10H12N5O10P2
RBC_MAM02845c	RBC_ribose-5-phosphate	c	-2.0	C5H9O8P
RBC_MAM01371c	RBC_ATP	c	-4.0	C10H12N5O13P3
RBC_MAM02039c	RBC_H+	c	1.0	H
RBC_MAM02843c	RBC_ribose	c	0.0	C5H10O5
RBC_MAM02552r	RBC_NAD+	r	-1.0	C21H26N7O14P2
RBC_MAM01785c	RBC_erythrose-4-phosphate	c	-2.0	C4H7O7P
RBC_MAM02553r	RBC_NADH	r	-2.0	C21H27N7O14P2
RBC_MAM02883c	RBC_sedoheptulose-1,7-bisphosphate	c	-4.0	C7H12O13P2
RBC_MAM01596r	RBC_CO2	r	0.0	CO2
RBC_MAM01690c	RBC_DHAP	c	-2.0	C3H5O6P
RBC_MAM01968r	RBC_glucose-6-phosphate	r	-2.0	C6H11O9P
RBC_MAM02846r	RBC_ribulose-5-phosphate	r	-2.0	C5H9O8P
RBC_MAM01169r	RBC_6-phospho-D-gluconate	r	-3.0	C6H10O10P
RBC_MAM02845r	RBC_ribose-5-phosphate	r	-2.0	C5H9O8P
Scord_MAM02040r	Scord_H2O	r	0.0	H2O
Scord_MAM01261m	Scord_acetyl-CoA	m	-4.0	C23H34N7O17P3S
Scord_MAM01841c	Scord_fructose-1,6-bisphosphate	c	-4.0	C6H10O12P2
Scord_MAM02552x	Scord_NAD+	x	-1.0	C21H26N7O14P2
Scord_MAM02393m	Scord_lipoamide	m	0.0	C8H15NOS2
Scord_MAM01555l	Scord_chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1	l	-7.0	C45H65N2O52S5
Scord_MAM02187c	Scord_isopentenyl-pPP	c	-3.0	C5H9O7P2
Scord_MAM01948m	Scord_GDP	m	-3.0	C10H12N5O11P2
Scord_MAM00400r	Scord_16alpha-hydroxyestrone	r	0.0	C18H22O3
Scord_MAM01802m	Scord_FAD	m	-2.0	C27H31N9O15P2
Scord_MAM01806c	Scord_farnesyl-PP	c	-3.0	C15H25O7P2
Scord_MAM01371c	Scord_ATP	c	-4.0	C10H12N5O13P3
Scord_MAM00165c	Scord_(R)-5-phosphomevalonate	c	-3.0	C6H10O7P
Scord_MAM01680c	Scord_dGDP	c	-3.0	C10H12N5O10P2
Scord_MAM02040l	Scord_H2O	l	0.0	H2O
Scord_MAM00765m	Scord_3-carboxy-1-hydroxypropyl-ThPP	m	-3.0	C16H21N4O10P2S
Scord_MAM00247c	Scord_1,3-bisphospho-D-glycerate	c	-4.0	C3H4O10P2
Scord_MAM02403x	Scord_L-lactate	x	-1.0	C3H5O3
Scord_MAM02040m	Scord_H2O	m	0.0	H2O
Scord_MAM01862m	Scord_fumarate	m	-2.0	C4H2O4
Scord_MAM02553x	Scord_NADH	x	-2.0	C21H27N7O14P2
Scord_MAM03102m	Scord_ubiquinol	m	0.0	C59H92O4
Scord_MAM01306m	Scord_AKG	m	-2.0	C5H4O5
Scord_MAM01522l	Scord_chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4	l	-2.0	C31H49NO29S
Scord_MAM02946l	Scord_sulfate	l	-2.0	O4S
Scord_MAM01642c	Scord_dATP	c	-4.0	C10H12N5O12P3
Scord_MAM01587m	Scord_citrate	m	-3.0	C6H5O7
Scord_MAM01529l	Scord_chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain	l	-6.0	C45H66N2O49S4
Scord_MAM03590c	Scord_2-Trans,6-Trans,10-Trans-Geranylgeranyl Diphosphate	c	-3.0	C20H33O7P2
Scord_MAM01753c	Scord_dTTP	c	-4.0	C10H13N2O14P3
Scord_MAM02552c	Scord_NAD+	c	-1.0	C21H26N7O14P2
Scord_MAM02039m	Scord_H+	m	1.0	H
Scord_MAM02039x	Scord_H+	x	1.0	H
Scord_MAM02555r	Scord_NADPH	r	-4.0	C21H26N7O17P3
Scord_MAM01747c	Scord_dTDP	c	-3.0	C10H13N2O11P2
Scord_MAM02161c	Scord_IDP	c	-3.0	C10H11N4O11P2
Scord_MAM00674c	Scord_2-phospho-D-glycerate	c	-3.0	C3H4O7P
Scord_MAM01289e	Scord_ADP-ribose-2-phosphate	e	-4.0	C15H20N5O17P3
Scord_MAM00167c	Scord_(R)-mevalonate	c	-1.0	C6H11O4
Scord_MAM01629c	Scord_cystine	c	0.0	C6H12N2O4S2
Scord_MAM02819x	Scord_pyruvate	x	-1.0	C3H3O3
Scord_MAM01845c	Scord_fructose-6-phosphate	c	-2.0	C6H11O9P
Scord_MAM02360c	Scord_leucine	c	0.0	C6H13NO2
Scord_MAM02696c	Scord_PEP	c	-3.0	C3H2O6P
Scord_MAM02040c	Scord_H2O	c	0.0	H2O
Scord_MAM02039c	Scord_H+	c	1.0	H
Scord_MAM02832c	Scord_retinal	c	0.0	C20H28O
Scord_MAM01288e	Scord_ADP-ribose	e	-2.0	C15H21N5O14P2
Scord_MAM01939c	Scord_D-glyceraldehyde 3-phosphate	c	-2.0	C3H5O6P
Scord_MAM02039l	Scord_H+	l	1.0	H
Scord_MAM02633m	Scord_OAA	m	-2.0	C4H2O5
Scord_MAM02770c	Scord_proline	c	0.0	C5H9NO2
Scord_MAM01562l	Scord_chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain	l	-8.0	C45H64N2O55S6
Scord_MAM03715c	Scord_Leucylleucine	c	0.0	C12H24N2O3
Scord_MAM01385c	Scord_beta-carotene	c	0.0	C40H56
Scord_MAM02759c	Scord_PPi	c	-3.0	HO7P2
Scord_MAM02934m	Scord_S-succinyldihydrolipoamide	m	-1.0	C12H20NO4S2
Scord_MAM01580m	Scord_cis-aconitate	m	-3.0	C6H3O6
Scord_MAM02794r	Scord_prostaglandin H2	r	-1.0	C20H31O5
Scord_MAM01558l	Scord_chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4	l	-5.0	C31H46NO38S4
Scord_MAM01974e	Scord_glutamate	e	-1.0	C5H8NO4
Scord_MAM02403c	Scord_L-lactate	c	-1.0	C3H5O3
Scord_MAM02552e	Scord_NAD+	e	-1.0	C21H26N7O14P2
Scord_MAM01596m	Scord_CO2	m	0.0	CO2
Scord_MAM02039r	Scord_H+	r	1.0	H
Scord_MAM01285m	Scord_ADP	m	-3.0	C10H12N5O10P2
Scord_MAM01285c	Scord_ADP	c	-3.0	C10H12N5O10P2
Scord_MAM02630r	Scord_O2	r	0.0	O2
Scord_MAM01559l	Scord_chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5	l	-4.0	C31H47NO35S3
Scord_MAM02819c	Scord_pyruvate	c	-1.0	C3H3O3
Scord_MAM02553m	Scord_NADH	m	-2.0	C21H27N7O14P2
Scord_MAM02552m	Scord_NAD+	m	-1.0	C21H26N7O14P2
Scord_MAM02943m	Scord_succinate	m	-2.0	C4H4O4
Scord_MAM02039e	Scord_H+	e	1.0	H
Scord_MAM02555m	Scord_NADPH	m	-4.0	C21H26N7O17P3
Scord_MAM03106c	Scord_UDP	c	-3.0	C9H11N2O12P2
Scord_MAM01948c	Scord_GDP	c	-3.0	C10H12N5O11P2
Scord_MAM03130c	Scord_UTP	c	-4.0	C9H11N2O15P3
Scord_MAM03630c	Scord_Glycylproline	c	0.0	C7H12N2O3
Scord_MAM01524l	Scord_chondroitin sulfate A (GalNAc4S-GlcA), free chain	l	-5.0	C45H67N2O46S3
Scord_MAM01424c	Scord_CDP	c	-3.0	C9H12N3O11P2
Scord_MAM02034c	Scord_GTP	c	-4.0	C10H12N5O14P3
Scord_MAM03896c	Scord_L-Prolinylglycine	c	0.0	C7H12N2O3
Scord_MAM01623c	Scord_CTP	c	-4.0	C9H12N3O14P3
Scord_MAM02630c	Scord_O2	c	0.0	O2
Scord_MAM01803m	Scord_FADH2	m	-2.0	C27H33N9O15P2
Scord_MAM02183m	Scord_isocitrate	m	-3.0	C6H5O7
Scord_MAM01690c	Scord_DHAP	c	-2.0	C3H5O6P
Scord_MAM01597m	Scord_CoA	m	-4.0	C21H32N7O16P3S
Scord_MAM01521l	Scord_chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3	l	-3.0	C31H48NO32S2
Scord_MAM02040e	Scord_H2O	e	0.0	H2O
Scord_MAM01637c	Scord_dADP	c	-3.0	C10H12N5O9P2
Scord_MAM02439m	Scord_malate	m	-2.0	C4H4O5
Scord_MAM02554r	Scord_NADP+	r	-3.0	C21H25N7O17P3
Scord_MAM02193c	Scord_ITP	c	-4.0	C10H11N4O14P3
Scord_MAM00913c	Scord_3-phospho-D-glycerate	c	-3.0	C3H4O7P
Scord_MAM01526l	Scord_chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1	l	-5.0	C45H67N2O46S3
Scord_MAM03103m	Scord_ubiquinone	m	0.0	C59H90O4
Scord_MAM02034m	Scord_GTP	m	-4.0	C10H12N5O14P3
Scord_MAM02751m	Scord_Pi	m	-2.0	HO4P
Scord_MAM02553c	Scord_NADH	c	-2.0	C21H27N7O14P2
Scord_MAM02554e	Scord_NADP+	e	-3.0	C21H25N7O17P3
Scord_MAM02751c	Scord_Pi	c	-2.0	HO4P
Scord_MAM02944m	Scord_succinyl-CoA	m	-5.0	C25H35N7O19P3S
Scord_MAM02984m	Scord_thiamin-PP	m	-2.0	C12H16N4O7P2S
Scord_MAM01968c	Scord_glucose-6-phosphate	c	-2.0	C6H11O9P
Scord_MAM01519l	Scord_chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	l	-4.0	C45H68N2O43S2
Scord_MAM02783r	Scord_prostaglandin D2	r	-1.0	C20H31O5
Scord_MAM01790r	Scord_estrone	r	0.0	C18H22O2
Scord_MAM01371m	Scord_ATP	m	-4.0	C10H12N5O13P3
Scord_MAM01629e	Scord_cystine	e	0.0	C6H12N2O4S2
Scord_MAM01986c	Scord_glycine	c	0.0	C2H5NO2
Scord_MAM02554m	Scord_NADP+	m	-3.0	C21H25N7O17P3
Scord_MAM01688c	Scord_dGTP	c	-4.0	C10H12N5O13P3
Scord_MAM01965c	Scord_glucose	c	0.0	C6H12O6
Scord_MAM01974c	Scord_glutamate	c	-1.0	C5H8NO4
Scord_MAM02583e	Scord_nicotinamide	e	0.0	C6H6N2O
Scord_MAM00164c	Scord_(R)-5-diphosphomevalonate	c	-4.0	C6H10O10P2
Skin_MAM00679r	Skin_2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA	r	-4.0	C43H62N7O17P3S
Skin_MAM01841c	Skin_fructose-1,6-bisphosphate	c	-4.0	C6H10O12P2
Skin_MAM02552x	Skin_NAD+	x	-1.0	C21H26N7O14P2
Skin_MAM02393m	Skin_lipoamide	m	0.0	C8H15NOS2
Skin_MAM00119x	Skin_(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	x	-4.0	C43H66N7O17P3S
Skin_MAM00713c	Skin_3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA	c	-4.0	C43H64N7O18P3S
Skin_MAM00082x	Skin_(3S)-3-hydroxydodec-cis-6-enoyl-CoA	x	-4.0	C33H52N7O18P3S
Skin_MAM02805r	Skin_provitamin D3	r	0.0	C27H44O
Skin_MAM02131r	Skin_HMG-CoA	r	-5.0	C27H39N7O20P3S
Skin_MAM01512r	Skin_cholesterol-sulfate	r	-1.0	C27H45O4S
Skin_MAM03194x	Skin_2,6,9,12-Octadecatetraenoyl Coenzyme A	x	-4.0	C39H58N7O17P3S
Skin_MAM01037x	Skin_5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	x	-4.0	C41H62N7O19P3S
Skin_MAM01806x	Skin_farnesyl-PP	x	-3.0	C15H25O7P2
Skin_MAM02678r	Skin_palmitoyl-CoA	r	-4.0	C37H62N7O17P3S
Skin_MAM01802m	Skin_FAD	m	-2.0	C27H31N9O15P2
Skin_MAM01371c	Skin_ATP	c	-4.0	C10H12N5O13P3
Skin_MAM00906m	Skin_3-oxotetradecanoyl-CoA	m	-4.0	C35H56N7O18P3S
Skin_MAM00903c	Skin_3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA	c	-4.0	C45H68N7O18P3S
Skin_MAM01120m	Skin_5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	m	-4.0	C41H62N7O19P3S
Skin_MAM02643c	Skin_octanoyl-[ACP]	c	-1.0	C19H35N2O8PRS
Skin_MAM00854c	Skin_3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	c	-4.0	C35H52N7O18P3S
Skin_MAM00563m	Skin_2(S),6-dimethyl-heptanoyl-CoA	m	-4.0	C30H48N7O17P3S
Skin_MAM00681c	Skin_2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA	c	-4.0	C45H68N7O17P3S
Skin_MAM00007c	Skin_(11Z)-eicosenoyl-CoA	c	-4.0	C41H68N7O17P3S
Skin_MAM02747x	Skin_(3R)-phytanoyl-CoA	x	-4.0	C41H70N7O17P3S
Skin_MAM01683c	Skin_D-gluconic acid	c	-1.0	C6H11O7
Skin_MAM02678m	Skin_palmitoyl-CoA	m	-4.0	C37H62N7O17P3S
Skin_MAM00025x	Skin_(15Z)-tetracosenoyl-CoA	x	-4.0	C45H76N7O17P3S
Skin_MAM02946c	Skin_sulfate	c	-2.0	O4S
Skin_MAM03274x	Skin_4,7,10-Hexadecatrienoyl Coenzyme A	x	-4.0	C37H56N7O17P3S
Skin_MAM00095r	Skin_(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA	r	-4.0	C43H62N7O17P3S
Skin_MAM00057c	Skin_(2E)-octadecenoyl-CoA	c	-4.0	C39H64N7O17P3S
Skin_MAM03102m	Skin_ubiquinol	m	0.0	C59H92O4
Skin_MAM01149m	Skin_6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate	m	-1.0	C14H23O3
Skin_MAM01934x	Skin_gamma-linolenoyl-CoA	x	-4.0	C39H60N7O17P3S
Skin_MAM02946g	Skin_sulfate	g	-2.0	O4S
Skin_MAM00058c	Skin_(2E)-octenoyl-[ACP]	c	-1.0	C19H33N2O8PRS
Skin_MAM00901r	Skin_3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA	r	-4.0	C45H68N7O18P3S
Skin_MAM00167x	Skin_(R)-mevalonate	x	-1.0	C6H11O4
Skin_MAM00087c	Skin_(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA	c	-4.0	C41H66N7O18P3S
Skin_MAM02552c	Skin_NAD+	c	-1.0	C21H26N7O14P2
Skin_MAM01253m	Skin_acetoacetate	m	-1.0	C4H5O3
Skin_MAM01144m	Skin_6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate	m	-1.0	C14H21O3
Skin_MAM03353r	Skin_Tetracosa-9,12,15,18,21-All-Cis-Pentaenoyl Coenzyme A	r	-4.0	C45H68N7O17P3S
Skin_MAM02845r	Skin_ribose-5-phosphate	r	-2.0	C5H9O8P
Skin_MAM00564x	Skin_2(S)-pristanal	x	0.0	C19H38O
Skin_MAM01371x	Skin_ATP	x	-4.0	C10H12N5O13P3
Skin_MAM01146m	Skin_6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate	m	-1.0	C14H23O3
Skin_MAM00837x	Skin_3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	x	-1.0	C18H27O4
Skin_MAM01769r	Skin_eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA	r	-4.0	C41H60N7O17P3S
Skin_MAM01512c	Skin_cholesterol-sulfate	c	-1.0	C27H45O4S
Skin_MAM02040g	Skin_H2O	g	0.0	H2O
Skin_MAM01017m	Skin_4-methyl-trans-2-pentenoyl-CoA	m	-4.0	C27H40N7O17P3S
Skin_MAM01546l	Skin_chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3	l	-5.0	C37H54NO41S3
Skin_MAM00858x	Skin_3-oxodecanoyl-CoA	x	-4.0	C31H48N7O18P3S
Skin_MAM01747c	Skin_dTDP	c	-3.0	C10H13N2O11P2
Skin_MAM00709c	Skin_3(S)-hydroxy-cis-15-tetracosaenoyl-CoA	c	-4.0	C45H76N7O18P3S
Skin_MAM02161c	Skin_IDP	c	-3.0	C10H11N4O11P2
Skin_MAM02385c	Skin_lignocerate	c	-1.0	C24H47O2
Skin_MAM00687c	Skin_3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate	c	-1.0	C18H29O4
Skin_MAM03656m	Skin_2,4,7,10,13-Hexadecapentaenoyl Coenzyme A	m	-4.0	C37H52N7O17P3S
Skin_MAM00674c	Skin_2-phospho-D-glycerate	c	-3.0	C3H4O7P
Skin_MAM03969m	Skin_Trans4Decenoyl Coenzyme A	m	-4.0	C31H48N7O17P3S
Skin_MAM01934c	Skin_gamma-linolenoyl-CoA	c	-4.0	C39H60N7O17P3S
Skin_MAM00836x	Skin_3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	x	-4.0	C39H58N7O19P3S
Skin_MAM02817c	Skin_pyridoxine	c	0.0	C8H11NO3
Skin_MAM00698r	Skin_3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA	r	-4.0	C43H68N7O18P3S
Skin_MAM03366r	Skin_Trans,Cis-2,9-Octadecadienoyl Coenzyme A	r	-4.0	C39H62N7O17P3S
Skin_MAM00174x	Skin_(S)-3-hydroxydodecanoyl-CoA	x	-4.0	C33H54N7O18P3S
Skin_MAM01121x	Skin_5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA	x	-4.0	C41H60N7O19P3S
Skin_MAM03333m	Skin_Trans,Cis-Dodeca-2,5-Dienoyl Coenzyme A	m	-4.0	C33H50N7O17P3S
Skin_MAM02696c	Skin_PEP	c	-3.0	C3H2O6P
Skin_MAM00855x	Skin_3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	x	-4.0	C37H56N7O18P3S
Skin_MAM02422c	Skin_lumisterol 3	c	0.0	C27H44O
Skin_MAM00103m	Skin_(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA	m	-4.0	C41H60N7O17P3S
Skin_MAM02444m	Skin_malonyl-CoA	m	-5.0	C24H33N7O19P3S
Skin_MAM00082c	Skin_(3S)-3-hydroxydodec-cis-6-enoyl-CoA	c	-4.0	C33H52N7O18P3S
Skin_MAM02630m	Skin_O2	m	0.0	O2
Skin_MAM00317r	Skin_12,15,18,21-tetracosatetraenoyl-CoA	r	-4.0	C45H70N7O17P3S
Skin_MAM00850m	Skin_3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate	m	-1.0	C16H25O4
Skin_MAM02187x	Skin_isopentenyl-pPP	x	-3.0	C5H9O7P2
Skin_MAM02677r	Skin_palmitoleoyl-CoA	r	-4.0	C37H60N7O17P3S
Skin_MAM00690m	Skin_3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA	m	-4.0	C41H62N7O20P3S
Skin_MAM00688m	Skin_3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA	m	-4.0	C39H60N7O19P3S
Skin_MAM01939c	Skin_D-glyceraldehyde 3-phosphate	c	-2.0	C3H5O6P
Skin_MAM01574x	Skin_cis-(3S)-hydroxytetradec-7-enoyl-CoA	x	-4.0	C35H56N7O18P3S
Skin_MAM03571x	Skin_5,8,11,14-Eicosatetraenoyl Coenzyme A	x	-4.0	C41H62N7O17P3S
Skin_MAM01675r	Skin_desmosterol	r	0.0	C27H44O
Skin_MAM01725m	Skin_docosanoyl-CoA	m	-4.0	C43H74N7O17P3S
Skin_MAM02941x	Skin_stearoyl-CoA	x	-4.0	C39H66N7O17P3S
Skin_MAM00740c	Skin_3,5-dioxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	c	-4.0	C41H60N7O20P3S
Skin_MAM00184m	Skin_[ACP]	m	-1.0	C11H21N2O7PRS
Skin_MAM00895x	Skin_3-oxopalmitoyl-CoA	x	-4.0	C37H60N7O18P3S
Skin_MAM02883c	Skin_sedoheptulose-1,7-bisphosphate	c	-4.0	C7H12O13P2
Skin_MAM03220m	Skin_3,7,10,13-Hexadecatetraenoyl Coenzyme A	m	-4.0	C37H54N7O17P3S
Skin_MAM00088x	Skin_(3Z)-dodecenoyl-CoA	x	-4.0	C33H52N7O17P3S
Skin_MAM03966m	Skin_Trans2,6Dodecadienoyl Coenzyme A	m	-4.0	C33H50N7O17P3S
Skin_MAM00847m	Skin_3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate	m	-1.0	C14H23O4
Skin_MAM00038c	Skin_(2E)-decenoyl-[ACP]	c	-1.0	C21H37N2O8PRS
Skin_MAM01575x	Skin_cis,cis-3,6-dodecadienoyl-CoA	x	-4.0	C33H50N7O17P3S
Skin_MAM00078x	Skin_(2S)-pristanoyl-CoA	x	-4.0	C40H68N7O17P3S
Skin_MAM02846r	Skin_ribulose-5-phosphate	r	-2.0	C5H9O8P
Skin_MAM03368c	Skin_24-Oxo-25(R)-Trihydroxycoprostanoyl Coenzyme A	c	-4.0	C48H74N7O21P3S
Skin_MAM03392c	Skin_(2E)-Octadecenoyl-ACP	c	-1.0	C29H53N2O8PSR
Skin_MAM00863c	Skin_3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA	c	-4.0	C43H62N7O18P3S
Skin_MAM00838x	Skin_3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA	x	-4.0	C39H58N7O19P3S
Skin_MAM00348c	Skin_13-cis-oxo-retinoate	c	-1.0	C20H27O3
