Met_id	Met_name	Met_compartment	Met_charge	Met_formula
Brain_MAM01290c	Brain_adrenaline	c	1.0	C9H14NO3
Brain_MAM01821m	Brain_Fe2+	m	2.0	Fe
Brain_MAM02036c	Brain_guanidinoacetate	c	0.0	C3H7N3O2
Brain_MAM03120c	Brain_urate	c	0.0	C5H4N4O3
Brain_MAM01743c	Brain_D-ribulose	c	0.0	C5H10O5
Brain_MAM02766x	Brain_(2S)-pristanic acid	x	-1.0	C19H37O2
Brain_MAM00818m	Brain_3-methoxy-4-hydroxyphenylacetaldehyde	m	0.0	C9H10O3
Brain_MAM01773c	Brain_eicosanoyl-CoA	c	-4.0	C41H70N7O17P3S
Brain_MAM02041c	Brain_H2O2	c	0.0	H2O2
Brain_MAM02357c	Brain_lepidimoide	c	0.0	X
Brain_MAM02041e	Brain_H2O2	e	0.0	H2O2
Brain_MAM01261x	Brain_acetyl-CoA	x	-4.0	C23H34N7O17P3S
Brain_MAM02034m	Brain_GTP	m	-4.0	C10H12N5O14P3
Brain_MAM01254c	Brain_acetoacetyl-[ACP]	c	-1.0	C15H25N2O9PRS
Brain_MAM03004c	Brain_trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA	c	-4.0	C43H66N7O17P3S
Brain_MAM02460c	Brain_melatonin	c	0.0	C13H16N2O2
Brain_MAM03750r	Brain_Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol-Protein (M4A)	r	0.0	C63H116N4O47P4R2X
Brain_MAM02601c	Brain_N-methylhistamine	c	1.0	C6H12N3
Brain_MAM02681c	Brain_PAP	c	-4.0	C10H11N5O10P2
Brain_MAM02431r	Brain_m2gacpail heparan sulfate	r	0.0	C45H78NO28PR2
Brain_MAM01107c	Brain_5-hydroxy-L-tryptophan	c	0.0	C11H12N2O3
Brain_MAM03003r	Brain_trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA	r	-4.0	C45H68N7O17P3S
Brain_MAM00793c	Brain_3-hydroxyoctadecanoyl-CoA	c	-4.0	C39H66N7O18P3S
Brain_MAM02354c	Brain_L-dopa	c	0.0	C9H11NO4
Brain_MAM00714c	Brain_3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA	c	-4.0	C43H66N7O18P3S
Brain_MAM02124c	Brain_histamine	c	1.0	C5H10N3
Brain_MAM01255c	Brain_acetoacetyl-CoA	c	-4.0	C25H36N7O18P3S
Brain_MAM02564c	Brain_nervonic acid	c	-1.0	C24H45O2
Brain_MAM02944m	Brain_succinyl-CoA	m	-5.0	C25H35N7O19P3S
Brain_MAM01519l	Brain_chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	l	-4.0	C45H68N2O43S2
Brain_MAM00811r	Brain_3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA	r	-4.0	C41H60N7O18P3S
Brain_MAM00262c	Brain_10,13,16,19-docosatetraenoyl-CoA	c	-4.0	C43H66N7O17P3S
Brain_MAM02369c	Brain_leukotriene E4	c	-1.0	C23H36NO5S
Brain_MAM02962e	Brain_taurochenodeoxycholate	e	0.0	C26H45NO6S
Brain_MAM02878m	Brain_S-aminomethyldihydrolipoamide	m	1.0	C9H21N2OS2
Brain_MAM01285r	Brain_ADP	r	-3.0	C10H12N5O10P2
Brain_MAM02000c	Brain_glycolithocholate	c	-1.0	C26H42NO4
Brain_MAM02325m	Brain_L-3-amino-isobutanoate	m	0.0	C4H9NO2
Brain_MAM02026c	Brain_GSH	c	-1.0	C10H16N3O6S
Brain_MAM02844c	Brain_ribose-1-phosphate	c	-2.0	C5H9O8P
Brain_MAM02942m	Brain_succinate semialdehyde	m	-1.0	C4H5O3
Brain_MAM01974m	Brain_glutamate	m	-1.0	C5H8NO4
Brain_MAM02741m	Brain_phosphopantetheine	m	-2.0	C11H21N2O7PS
Brain_MAM03887x	Brain_Pristanoyl Coenzyme A	x	-4.0	C40H68N7O17P3S
Brain_MAM02439c	Brain_malate	c	-2.0	C4H4O5
Brain_MAM01773m	Brain_eicosanoyl-CoA	m	-4.0	C41H70N7O17P3S
Brain_MAM00859r	Brain_3-oxo-dihomo-gamma-linolenoyl-CoA	r	-4.0	C41H62N7O18P3S
Brain_MAM00095c	Brain_(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA	c	-4.0	C43H62N7O17P3S
Brain_MAM01993c	Brain_glycogenin G7	c	0.0	C1821H2795N455O563S14
Brain_MAM02578c	Brain_NH3	c	0.0	H3N
Brain_MAM03002r	Brain_trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA	r	-4.0	C43H64N7O17P3S
Brain_MAM01994c	Brain_glycogenin G7G1	c	0.0	C1827H2805N455O568S14
Brain_MAM02941c	Brain_stearoyl-CoA	c	-4.0	C39H66N7O17P3S
Brain_MAM02187c	Brain_isopentenyl-pPP	c	-3.0	C5H9O7P2
Brain_MAM00918c	Brain_3-sulfinoalanine	c	-2.0	C3H5NO4S
Brain_MAM02418c	Brain_LTD4	c	-1.0	C25H39N2O6S
Brain_MAM00840r	Brain_3-oxo-11-cis-eicosenoyl-CoA	r	-4.0	C41H66N7O18P3S
Brain_MAM02391r	Brain_linoleoyl-CoA	r	-4.0	C39H62N7O17P3S
Brain_MAM01783r	Brain_emgacpail heparan sulfate	r	0.0	C41H74N2O26P2R2
Brain_MAM02896c	Brain_serine	c	0.0	C3H7NO3
Brain_MAM00870c	Brain_3-oxoeicosa-cis,cis-11,14-dienoyl-CoA	c	-4.0	C41H64N7O18P3S
Brain_MAM02877c	Brain_SAM	c	1.0	C15H23N6O5S
Brain_MAM00711c	Brain_3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	c	-4.0	C43H66N7O18P3S
Brain_MAM02167c	Brain_IMP	c	-2.0	C10H11N4O8P
Brain_MAM02444n	Brain_malonyl-CoA	n	-5.0	C24H33N7O19P3S
Brain_MAM00262r	Brain_10,13,16,19-docosatetraenoyl-CoA	r	-4.0	C43H66N7O17P3S
Brain_MAM02476c	Brain_methylimidazole-acetaldehyde	c	0.0	C6H8N2O
Brain_MAM02877m	Brain_SAM	m	1.0	C15H23N6O5S
Brain_MAM01680c	Brain_dGDP	c	-3.0	C10H12N5O10P2
Brain_MAM02728g	Brain_phosphatidate-LD-PC pool	g	-2.0	C5H5O8PR2
Brain_MAM02040l	Brain_H2O	l	0.0	H2O
Brain_MAM00765m	Brain_3-carboxy-1-hydroxypropyl-ThPP	m	-3.0	C16H21N4O10P2S
Brain_MAM01255m	Brain_acetoacetyl-CoA	m	-4.0	C25H36N7O18P3S
Brain_MAM02040m	Brain_H2O	m	0.0	H2O
Brain_MAM00891c	Brain_3-oxooctanoyl-[ACP]	c	-1.0	C19H33N2O9PRS
Brain_MAM00970c	Brain_4-aminobutyrate	c	0.0	C4H9NO2
Brain_MAM01306m	Brain_AKG	m	-2.0	C5H4O5
Brain_MAM00725m	Brain_3,4-dihydroxy-5-all-trans-decaprenylbenzoate	m	-1.0	C57H85O4
Brain_MAM02623c	Brain_N-pantothenoylcysteine	c	-1.0	C12H21N2O6S
Brain_MAM01005m	Brain_4-hydroxyphenylpyruvate	m	-1.0	C9H7O4
Brain_MAM01587m	Brain_citrate	m	-3.0	C6H5O7
Brain_MAM01642c	Brain_dATP	c	-4.0	C10H12N5O12P3
Brain_MAM01655c	Brain_dehydroascorbic acid	c	-1.0	C6H5O6
Brain_MAM00881c	Brain_3-oxohexanoyl-[ACP]	c	-1.0	C17H29N2O9PRS
Brain_MAM01529l	Brain_chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain	l	-6.0	C45H66N2O49S4
Brain_MAM01597n	Brain_CoA	n	-4.0	C21H32N7O16P3S
Brain_MAM02183x	Brain_isocitrate	x	-3.0	C6H5O7
Brain_MAM02039x	Brain_H+	x	1.0	H
Brain_MAM02159c	Brain_hypoxanthine	c	0.0	C5H4N4O
Brain_MAM02402c	Brain_lithocholate	c	-1.0	C24H39O3
Brain_MAM01634c	Brain_D-3-hydroxydodecanoyl-[ACP]	c	-1.0	C23H43N2O9PRS
Brain_MAM00042m	Brain_(2E)-dodecenoyl-CoA	m	-4.0	C33H52N7O17P3S
Brain_MAM00095x	Brain_(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA	x	-4.0	C43H62N7O17P3S
Brain_MAM00716r	Brain_3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA	r	-4.0	C45H70N7O18P3S
Brain_MAM02385x	Brain_lignocerate	x	-1.0	C24H47O2
Brain_MAM01990c	Brain_glycogenin G11	c	0.0	C1845H2835N455O583S14
Brain_MAM02971m	Brain_tetracosanoyl-CoA	m	-4.0	C45H78N7O17P3S
Brain_MAM00025r	Brain_(15Z)-tetracosenoyl-CoA	r	-4.0	C45H76N7O17P3S
Brain_MAM00793n	Brain_3-hydroxyoctadecanoyl-CoA	n	-4.0	C39H66N7O18P3S
Brain_MAM01289e	Brain_ADP-ribose-2-phosphate	e	-4.0	C15H20N5O17P3
Brain_MAM01282c	Brain_adenylosuccinate	c	-4.0	C14H14N5O11P
Brain_MAM00039m	Brain_(2E)-decenoyl-CoA	m	-4.0	C31H48N7O17P3S
Brain_MAM01845c	Brain_fructose-6-phosphate	c	-2.0	C6H11O9P
Brain_MAM00121c	Brain_(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	c	-4.0	C43H64N7O17P3S
Brain_MAM01635c	Brain_D-3-hydroxyhexanoyl-[ACP]	c	-1.0	C17H31N2O9PRS
Brain_MAM01771c	Brain_eicosanoate	c	-1.0	C20H39O2
Brain_MAM01988c	Brain_glycocholate	c	0.0	C26H43NO6
Brain_MAM01373c	Brain_behenic acid	c	-1.0	C22H43O2
Brain_MAM02040x	Brain_H2O	x	0.0	H2O
Brain_MAM01780r	Brain_em2emgacpail_prot heparan sulfate	r	0.0	C55H100N3O39P3R2X
Brain_MAM00711r	Brain_3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	r	-4.0	C43H66N7O18P3S
Brain_MAM00901c	Brain_3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA	c	-4.0	C45H68N7O18P3S
Brain_MAM00970m	Brain_4-aminobutyrate	m	0.0	C4H9NO2
Brain_MAM03791c	Brain_11-Octadecenoyl Coenzyme A	c	-4.0	C39H64N7O17P3S
Brain_MAM01992c	Brain_glycogenin G4G7	c	0.0	C1845H2835N455O583S14
Brain_MAM01373x	Brain_behenic acid	x	-1.0	C22H43O2
Brain_MAM02978c	Brain_tetrahydrobiopterin	c	0.0	C9H15N5O3
Brain_MAM01357m	Brain_apoC-lys_btn	m	0.0	C16H27N4O3SX
Brain_MAM02832c	Brain_retinal	c	0.0	C20H28O
Brain_MAM01362c	Brain_arachidonate	c	-1.0	C20H31O2
Brain_MAM01288e	Brain_ADP-ribose	e	-2.0	C15H21N5O14P2
Brain_MAM02477c	Brain_methylimidazoleacetic acid	c	-1.0	C6H7N2O2
Brain_MAM02039l	Brain_H+	l	1.0	H
Brain_MAM00727c	Brain_3,4-dihydroxymandelate	c	-1.0	C8H7O5
Brain_MAM02633m	Brain_OAA	m	-2.0	C4H2O5
Brain_MAM02950e	Brain_sulfochenodeoxycholate	e	-2.0	C24H38O7S
Brain_MAM02786r	Brain_prostaglandin E2	r	-1.0	C20H31O5
Brain_MAM00121x	Brain_(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA	x	-4.0	C43H64N7O17P3S
Brain_MAM02759c	Brain_PPi	c	-3.0	HO7P2
Brain_MAM01261c	Brain_acetyl-CoA	c	-4.0	C23H34N7O17P3S
Brain_MAM00800c	Brain_3-hydroxytetracosanoyl-CoA	c	-4.0	C45H78N7O18P3S
Brain_MAM02430r	Brain_m2emgacpail heparan sulfate	r	0.0	C53H94N2O36P2R2
Brain_MAM02000e	Brain_glycolithocholate	e	-1.0	C26H42NO4
Brain_MAM00051m	Brain_(2E)-hexadecenoyl-CoA	m	-4.0	C37H60N7O17P3S
Brain_MAM01597x	Brain_CoA	x	-4.0	C21H32N7O16P3S
Brain_MAM01364r	Brain_arachidonyl-CoA	r	-4.0	C41H62N7O17P3S
Brain_MAM02125c	Brain_histidine	c	0.0	C6H9N3O2
Brain_MAM00713r	Brain_3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA	r	-4.0	C43H64N7O18P3S
Brain_MAM02794r	Brain_prostaglandin H2	r	-1.0	C20H31O5
Brain_MAM00767m	Brain_3-decaprenyl-4-hydroxybenzoate	m	-1.0	C57H85O3
Brain_MAM01558l	Brain_chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4	l	-5.0	C31H46NO38S4
Brain_MAM01974e	Brain_glutamate	e	-1.0	C5H8NO4
Brain_MAM02403c	Brain_L-lactate	c	-1.0	C3H5O3
Brain_MAM00890c	Brain_3-oxooctadecanoyl-CoA	c	-4.0	C39H64N7O18P3S
Brain_MAM00853c	Brain_3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA	c	-4.0	C45H66N7O18P3S
Brain_MAM02370c	Brain_leukotriene F4	c	-2.0	C28H42N2O8S
Brain_MAM02039g	Brain_H+	g	1.0	H
Brain_MAM02039i	Brain_H+	i	1.0	H
Brain_MAM03366c	Brain_Trans,Cis-2,9-Octadecadienoyl Coenzyme A	c	-4.0	C39H62N7O17P3S
Brain_MAM02846c	Brain_ribulose-5-phosphate	c	-2.0	C5H9O8P
Brain_MAM00052c	Brain_(2E)-hexenoyl-[ACP]	c	-1.0	C17H29N2O8PRS
Brain_MAM02452c	Brain_maltotriose	c	0.0	C18H32O16
Brain_MAM02804c	Brain_protoporphyrinogen IX	c	-2.0	C34H38N4O4
Brain_MAM02630r	Brain_O2	r	0.0	O2
Brain_MAM02819c	Brain_pyruvate	c	-1.0	C3H3O3
Brain_MAM00380c	Brain_15(S)-HPETE	c	-1.0	C20H31O4
Brain_MAM02021r	Brain_gpi_prot heparan sulfate	r	0.0	C57H106N4O42P4R2X
Brain_MAM02463r	Brain_memgacpail heparan sulfate	r	0.0	C47H84N2O31P2R2
Brain_MAM00890r	Brain_3-oxooctadecanoyl-CoA	r	-4.0	C39H64N7O18P3S
Brain_MAM02039e	Brain_H+	e	1.0	H
Brain_MAM01603c	Brain_coproporphyrin I	c	-4.0	C36H34N4O8
Brain_MAM00842r	Brain_3-oxo-13cis-docosenoyl-CoA	r	-4.0	C43H70N7O18P3S
Brain_MAM03175m	Brain_2-Decaprenyl-5-Hydroxy-6-Methoxy-3-Methyl-1,4-Benzoquinone	m	0.0	C58H88O4
Brain_MAM01948c	Brain_GDP	c	-3.0	C10H12N5O11P2
Brain_MAM00681r	Brain_2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA	r	-4.0	C45H68N7O17P3S
Brain_MAM01368c	Brain_ascorbate	c	-1.0	C6H7O6
Brain_MAM02366r	Brain_leukotriene C4	r	-2.0	C30H45N3O9S
Brain_MAM02552r	Brain_NAD+	r	-1.0	C21H26N7O14P2
Brain_MAM01802x	Brain_FAD	x	-2.0	C27H31N9O15P2
Brain_MAM01725x	Brain_docosanoyl-CoA	x	-4.0	C43H74N7O17P3S
Brain_MAM02357e	Brain_lepidimoide	e	0.0	X
Brain_MAM01373m	Brain_behenic acid	m	-1.0	C22H43O2
Brain_MAM01424c	Brain_CDP	c	-3.0	C9H12N3O11P2
Brain_MAM00864r	Brain_3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA	r	-4.0	C43H64N7O18P3S
Brain_MAM02871m	Brain_SAH	m	0.0	C14H20N6O5S
Brain_MAM01623c	Brain_CTP	c	-4.0	C9H12N3O14P3
Brain_MAM00866c	Brain_3-oxodocosanoyl-CoA	c	-4.0	C43H72N7O18P3S
Brain_MAM01058c	Brain_5,6-epoxytetraene	c	-1.0	C20H29O4
Brain_MAM00865c	Brain_3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA	c	-4.0	C43H66N7O18P3S
Brain_MAM00777c	Brain_3-hydroxyeicosanoyl-CoA	c	-4.0	C41H70N7O18P3S
Brain_MAM03364c	Brain_3-Oxo-Cis-9-Octadecenoyl Coenzyme A	c	-4.0	C39H62N7O18P3S
Brain_MAM03623e	Brain_Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])	e	0.0	C1791H2745N455O538S14
Brain_MAM00965c	Brain_4alpha-hydroxytetrahydrobiopterin	c	0.0	C9H15N5O4
Brain_MAM01103c	Brain_5-hydroxyindoleacetate	c	-1.0	C10H8NO3
Brain_MAM01316m	Brain_all-trans-decaprenyl-diphosphate	m	-3.0	C50H81O7P2
Brain_MAM02356c	Brain_L-dopaquinone	c	0.0	C9H9NO4
Brain_MAM02040e	Brain_H2O	e	0.0	H2O
Brain_MAM00824c	Brain_3-methyl-2-oxobutyrate	c	-1.0	C5H7O3
Brain_MAM00872c	Brain_3-oxoeicosanoyl-CoA	c	-4.0	C41H68N7O18P3S
Brain_MAM01821c	Brain_Fe2+	c	2.0	Fe
Brain_MAM02685r	Brain_PE-LD pool	r	0.0	C7H12NO8PR2
Brain_MAM00131c	Brain_(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	c	-4.0	C45H70N7O17P3S
Brain_MAM00016c	Brain_(13Z)-docosenoyl-CoA	c	-4.0	C43H72N7O17P3S
Brain_MAM03127e	Brain_uroporphyrinogen I	e	-8.0	C40H36N4O16
Brain_MAM01597c	Brain_CoA	c	-4.0	C21H32N7O16P3S
Brain_MAM02495c	Brain_myristoyl-CoA	c	-4.0	C35H58N7O17P3S
Brain_MAM02938x	Brain_stearate	x	-1.0	C18H35O2
Brain_MAM00861r	Brain_3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	r	-4.0	C43H64N7O18P3S
Brain_MAM00840c	Brain_3-oxo-11-cis-eicosenoyl-CoA	c	-4.0	C41H66N7O18P3S
Brain_MAM00861c	Brain_3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	c	-4.0	C43H64N7O18P3S
Brain_MAM02151c	Brain_hydroxymethylbilane	c	-8.0	C40H38N4O17
Brain_MAM02646c	Brain_oleate	c	-1.0	C18H33O2
Brain_MAM00669m	Brain_2-oxo-3-methylvalerate	m	-1.0	C6H9O3
Brain_MAM00065c	Brain_(2E)-tetradecenoyl-[ACP]	c	-1.0	C25H45N2O8PRS
Brain_MAM01169c	Brain_6-phospho-D-gluconate	c	-3.0	C6H10O10P
Brain_MAM00982m	Brain_4-coumaroyl-CoA	m	-4.0	C30H38N7O18P3S1
Brain_MAM02396c	Brain_lipoxin B4	c	-1.0	C20H31O5
Brain_MAM01823c	Brain_ferricytochrome B5	c	0.0	X
Brain_MAM01596x	Brain_CO2	x	0.0	CO2
Brain_MAM02483r	Brain_mgacpail heparan sulfate	r	0.0	C39H68NO23PR2
Brain_MAM02554e	Brain_NADP+	e	-3.0	C21H25N7O17P3
Brain_MAM02578m	Brain_NH3	m	0.0	H3N
Brain_MAM00856r	Brain_3-oxo-cis-15-tetracosaenoyl-CoA	r	-4.0	C45H74N7O18P3S
Brain_MAM02345m	Brain_lauroyl-CoA	m	-4.0	C33H54N7O17P3S
Brain_MAM01769c	Brain_eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA	c	-4.0	C41H60N7O17P3S
Brain_MAM00184c	Brain_[ACP]	c	-1.0	C11H21N2O7PRS
Brain_MAM02783r	Brain_prostaglandin D2	r	-1.0	C20H31O5
Brain_MAM00009c	Brain_(11Z,14Z)-eicosadienoyl-CoA	c	-4.0	C41H66N7O17P3S
Brain_MAM00025c	Brain_(15Z)-tetracosenoyl-CoA	c	-4.0	C45H76N7O17P3S
Brain_MAM00824m	Brain_3-methyl-2-oxobutyrate	m	-1.0	C5H7O3
Brain_MAM00687x	Brain_3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate	x	-1.0	C18H29O4
Brain_MAM03002c	Brain_trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA	c	-4.0	C43H64N7O17P3S
Brain_MAM03622e	Brain_Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})	e	0.0	C1797H2755N455O543S14
Brain_MAM03135m	Brain_valine	m	0.0	C5H11NO2
Brain_MAM00776c	Brain_3-hydroxydocosanoyl-CoA	c	-4.0	C43H74N7O18P3S
Brain_MAM01688c	Brain_dGTP	c	-4.0	C10H12N5O13P3
Brain_MAM01074m	Brain_5-aminolevulinate	m	0.0	C5H9NO3
Brain_MAM01974c	Brain_glutamate	c	-1.0	C5H8NO4
Brain_MAM01042c	Brain_5(S)-HPETE	c	-1.0	C20H31O4
Brain_MAM02395x	Brain_lipoxin A4	x	-1.0	C20H31O5
Brain_MAM01013m	Brain_4-methyl-2-oxopentanoate	m	-1.0	C6H9O3
Brain_MAM00864c	Brain_3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA	c	-4.0	C43H64N7O18P3S
Brain_MAM02452l	Brain_maltotriose	l	0.0	C18H32O16
Brain_MAM00837c	Brain_3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	c	-1.0	C18H27O4
Brain_MAM01992e	Brain_glycogenin G4G7	e	0.0	C1845H2835N455O583S14
Brain_MAM01397e	Brain_bilirubin-bisglucuronoside	e	-2.0	C45H50N4O18
Brain_MAM02555x	Brain_NADPH	x	-4.0	C21H26N7O17P3
Brain_MAM02040r	Brain_H2O	r	0.0	H2O
Brain_MAM02348c	Brain_L-carnitine	c	0.0	C7H15NO3
Brain_MAM02938m	Brain_stearate	m	-1.0	C18H35O2
Brain_MAM01987c	Brain_glycochenodeoxycholate	c	0.0	C26H43NO5
Brain_MAM02441c	Brain_malonic-dialdehyde	c	-1.0	C3H3O2
Brain_MAM00163c	Brain_(R)-4-phosphopantothenoyl-cysteine	c	-3.0	C12H20N2O9PS
Brain_MAM00016r	Brain_(13Z)-docosenoyl-CoA	r	-4.0	C43H72N7O17P3S
Brain_MAM03125c	Brain_uroporphyrin I	c	-8.0	C40H30N4O16
Brain_MAM02631e	Brain_O2-	e	-1.0	O2
Brain_MAM01948m	Brain_GDP	m	-3.0	C10H12N5O11P2
Brain_MAM01258c	Brain_acetyl-[ACP]	c	-1.0	C13H23N2O8PRS
Brain_MAM01628c	Brain_cysteine	c	0.0	C3H7NO2S
Brain_MAM01409c	Brain_but-2-enoyl-[ACP]	c	-1.0	C15H25N2O8PRS
Brain_MAM01513n	Brain_choline	n	1.0	C5H14NO
Brain_MAM02971c	Brain_tetracosanoyl-CoA	c	-4.0	C45H78N7O17P3S
Brain_MAM00165c	Brain_(R)-5-phosphomevalonate	c	-3.0	C6H10O7P
Brain_MAM00680c	Brain_2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA	c	-4.0	C45H66N7O17P3S
Brain_MAM01112c	Brain_5-methoxyindoleacetate	c	-1.0	C11H10NO3
Brain_MAM01833r	Brain_formate	r	-1.0	CH1O2
Brain_MAM03136c	Brain_vanillylmandelate	c	-1.0	C9H9O5
Brain_MAM00108c	Brain_(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA	c	-4.0	C39H58N7O17P3S
Brain_MAM02473c	Brain_methylamine	c	1.0	C1H6N
Brain_MAM02630x	Brain_O2	x	0.0	O2
Brain_MAM02157c	Brain_hypotaurine	c	0.0	C2H7NO2S
Brain_MAM02783c	Brain_prostaglandin D2	c	-1.0	C20H31O5
Brain_MAM02966e	Brain_tauroursodeoxycholate	e	0.0	C26H45NO6S
Brain_MAM00247c	Brain_1,3-bisphospho-D-glycerate	c	-4.0	C3H4O10P2
Brain_MAM01597r	Brain_CoA	r	-4.0	C21H32N7O16P3S
Brain_MAM02403x	Brain_L-lactate	x	-1.0	C3H5O3
Brain_MAM01045m	Brain_5,10-methylene-THF	m	-2.0	C20H21N7O6
Brain_MAM00125c	Brain_(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA	c	-4.0	C41H62N7O17P3S
Brain_MAM02345c	Brain_lauroyl-CoA	c	-4.0	C33H54N7O17P3S
Brain_MAM01620m	Brain_creatine-phosphate	m	-2.0	C4H8N3O5P
Brain_MAM02184c	Brain_isoleucine	c	0.0	C6H13NO2
Brain_MAM01058n	Brain_5,6-epoxytetraene	n	-1.0	C20H29O4
Brain_MAM01773x	Brain_eicosanoyl-CoA	x	-4.0	C41H70N7O17P3S
Brain_MAM02040n	Brain_H2O	n	0.0	H2O
Brain_MAM01334c	Brain_AMP	c	-2.0	C10H12N5O7P
Brain_MAM00669c	Brain_2-oxo-3-methylvalerate	c	-1.0	C6H9O3
Brain_MAM01627c	Brain_cysteamine	c	1.0	C2H8NS
Brain_MAM02477e	Brain_methylimidazoleacetic acid	e	-1.0	C6H7N2O2
Brain_MAM02630n	Brain_O2	n	0.0	O2
Brain_MAM02946l	Brain_sulfate	l	-2.0	O4S
Brain_MAM02395r	Brain_lipoxin A4	r	-1.0	C20H31O5
Brain_MAM01771x	Brain_eicosanoate	x	-1.0	C20H39O2
Brain_MAM02362r	Brain_leukotriene A4	r	-1.0	C20H29O3
Brain_MAM02039m	Brain_H+	m	1.0	H
Brain_MAM03391c	Brain_3-Hydroxystearoyl-ACP	c	-1.0	C29H55N2O9PSR
Brain_MAM03015r	Brain_trans,cis-2,15-tetracosadienoyl-CoA	r	-4.0	C45H74N7O17P3S
Brain_MAM02166c	Brain_imidazole-4-acetate	c	-1.0	C5H5N2O2
Brain_MAM00698c	Brain_3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA	c	-4.0	C43H68N7O18P3S
Brain_MAM02122m	Brain_hexanoyl-CoA	m	-4.0	C27H42N7O17P3S
Brain_MAM00157m	Brain_(R)-3-hydroxybutanoate	m	-1.0	C4H7O3
Brain_MAM03590c	Brain_2-Trans,6-Trans,10-Trans-Geranylgeranyl Diphosphate	c	-3.0	C20H33O7P2
Brain_MAM01975m	Brain_glutamine	m	0.0	C5H10N2O3
Brain_MAM00859c	Brain_3-oxo-dihomo-gamma-linolenoyl-CoA	c	-4.0	C41H62N7O18P3S
Brain_MAM02555r	Brain_NADPH	r	-4.0	C21H26N7O17P3
Brain_MAM00074r	Brain_(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA	r	-4.0	C43H64N7O17P3S
Brain_MAM02362c	Brain_leukotriene A4	c	-1.0	C20H29O3
Brain_MAM01597e	Brain_CoA	e	-4.0	C21H32N7O16P3S
Brain_MAM00835m	Brain_3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	m	-1.0	C18H27O4
Brain_MAM02022r	Brain_gpi_sig	r	0.0	Y
Brain_MAM02938c	Brain_stearate	c	-1.0	C18H35O2
Brain_MAM02554c	Brain_NADP+	c	-3.0	C21H25N7O17P3
Brain_MAM03004r	Brain_trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA	r	-4.0	C43H66N7O17P3S
Brain_MAM02418r	Brain_LTD4	r	-1.0	C25H39N2O6S
Brain_MAM02819x	Brain_pyruvate	x	-1.0	C3H3O3
Brain_MAM00837m	Brain_3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate	m	-1.0	C18H27O4
Brain_MAM02444c	Brain_malonyl-CoA	c	-5.0	C24H33N7O19P3S
Brain_MAM03029r	Brain_trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA	r	-4.0	C41H62N7O17P3S
Brain_MAM01260n	Brain_acetylcholine	n	1.0	C7H16NO2
Brain_MAM02746x	Brain_(3R)-phytanic acid	x	-1.0	C20H39O2
