Rxn_id	Values
MAR00001	0.998276666361628
MAR00002	0.999589232548941
MAR00003	0.99984825959174
MAR00004	0.997488919434576
MAR00005	0.997488919434501
MAR00006	0.999930801781555
MAR00007	0.999589232585523
MAR00008	0.999848259591741
MAR00009	0.997488919465544
MAR00010	0.997488919465564
MAR00013	0.989004933953866
MAR00014	0.989699478978262
MAR00015	0.999481255948268
MAR00019	0.709854287625403
MAR00020	0.926775654339916
MAR00035	0.984509145214967
MAR00036	0.729863414117132
MAR00037	0.538981363836269
MAR00050	0.999743449579559
MAR00056	0.994103097899627
MAR00057	0.804327543656476
MAR00060	0.998161475257469
MAR00064	0.99966174141867
MAR00066	0.997091366292544
MAR00067	0.694353770683591
MAR00069	0.996702364542796
MAR00072	0.99675991577645
MAR00073	0.999059722532792
MAR00074	0.999059722532791
MAR00076	0.999841038908702
MAR00079	0.999226339763756
MAR00080	0.993210119247503
MAR00084	0.994268663919329
MAR00086	0.999059722532791
MAR00089	0.970369840080183
MAR00091	0.999059722532791
MAR00092	0.999059722532791
MAR00094	0.999821746726706
MAR00097	0.994797271612092
MAR00099	0.999490000845163
MAR00100	0.990532467721551
MAR00101	0.968453347808382
MAR00102	0.998932392014607
MAR00103	0.999400105275179
MAR00104	0.999371548616042
MAR00105	0.999790070501723
MAR00106	0.999841056783097
MAR00107	0.998524788205354
MAR00108	0.999146588210924
MAR00109	0.999748274442621
MAR00110	0.999896137513129
MAR00111	0.99875049547446
MAR00113	0.994371614960359
MAR00114	0.99343820420882
MAR00115	0.968453347808384
MAR00116	0.96845334780838
MAR00117	0.994371614960384
MAR00118	0.9934382042088
MAR00119	0.993072381234344
MAR00120	0.997634433026221
MAR00121	0.996944728306983
MAR00122	0.997635248109675
MAR00124	0.999379953781636
MAR00125	0.997343874474499
MAR00126	0.990506318943857
MAR00127	0.999562776860764
MAR00128	0.99975032736678
MAR00131	0.991371202798942
MAR00132	0.991371202798935
MAR00133	0.991371202798941
MAR00134	0.991371202798949
MAR00137	0.996707920160872
MAR00139	0.998453852102906
MAR00141	0.99981166784497
MAR00143	0.999925549166529
MAR00144	0.998164569534554
MAR00145	0.996567804506709
MAR00146	0.998050660609345
MAR00147	0.99849155950808
MAR00148	0.996857850398673
MAR00149	0.997802839780648
MAR00150	0.998481931675739
MAR00151	0.998400257229662
MAR00152	0.990946473729485
MAR00153	0.993799223715267
MAR00155	0.991878269952874
MAR00156	0.979251664646389
MAR00158	0.991957735106496
MAR00159	0.964098339977608
MAR00160	0.993553338477804
MAR00161	0.97358643536149
MAR00162	0.964736698492285
MAR00163	0.964736698492318
MAR00164	0.9989986846617
MAR00165	0.998998684661701
MAR00166	0.998998684661702
MAR00167	0.997562743571623
MAR00168	0.997489649814643
MAR00169	0.997328191360507
MAR00170	0.999162864156935
MAR00171	0.999162864156937
MAR00172	0.999162864156937
MAR00173	0.958868057220722
MAR00174	0.96092611446774
MAR00176	0.9990474986345
MAR00177	0.998512154190268
MAR00178	0.998512154190266
MAR00179	0.999500023002215
MAR00180	0.999217102199048
MAR00181	0.990052729861512
MAR00183	0.970807317776857
MAR00184	0.955920072582186
MAR00185	0.970807317776853
MAR00186	0.995776288129881
MAR00187	0.991117402404013
MAR00188	0.985548555055744
MAR00189	0.98557889004855
MAR00190	0.99114605804608
MAR00191	0.999844663271097
MAR00192	0.999736250385648
MAR00193	0.999352258529293
MAR00194	0.999860677363736
MAR00195	0.99915018140571
MAR00196	0.999536941559504
MAR00197	0.999255121179809
MAR00199	0.999868791032692
MAR00200	0.999525372825908
MAR00201	0.999636886163331
MAR00202	0.999869727582386
MAR00203	0.999895436741406
MAR00204	0.999569256309213
MAR00206	0.999598821141859
MAR00207	0.999888828175893
MAR00208	0.999894464522657
MAR00209	0.999569044116907
MAR00210	0.999597916159544
