Rxn_id	Values
MAR00001	0.999712886440207
MAR00002	0.999876296619272
MAR00003	0.999932043179862
MAR00004	0.999861769556739
MAR00005	0.999861769556738
MAR00006	0.999979140885448
MAR00007	0.999876296626162
MAR00008	0.999932043179861
MAR00009	0.999861769560885
MAR00010	0.999861769560884
MAR00013	0.992643425876849
MAR00014	0.990389735615021
MAR00015	0.999782291391294
MAR00019	0.998693372402235
MAR00020	0.953219217231322
MAR00035	0.99666281410487
MAR00036	0.96222099670849
MAR00037	0.962220996708486
MAR00050	0.999867113277898
MAR00053	0.999528410033398
MAR00056	0.681543927163
MAR00057	0.996048922862755
MAR00060	0.998129261754324
MAR00064	0.998630038815003
MAR00066	0.996669272242463
MAR00067	0.989674311788216
MAR00069	0.992811958860974
MAR00072	0.999873447703581
MAR00073	0.998247769996768
MAR00074	0.998247769996767
MAR00076	0.999519659757512
MAR00079	0.996029373346542
MAR00080	0.99638308444155
MAR00081	0.987941381376021
MAR00082	0.998133477921527
MAR00084	0.955709418624106
MAR00086	0.998247769996772
MAR00089	0.917136411634262
MAR00091	0.998247769996755
MAR00092	0.998247769996767
MAR00094	0.998929993883795
MAR00097	0.994998966106922
MAR00099	0.999882392413818
MAR00100	0.998168839409697
MAR00101	0.987924050930873
MAR00102	0.998625132236521
MAR00103	0.995389295489536
MAR00104	0.999550006734954
MAR00105	0.99899557713153
MAR00106	0.996562017342925
MAR00107	0.999526120463012
MAR00108	0.999855121433291
MAR00109	0.999743556885143
MAR00110	0.999344016034747
MAR00111	0.998725693292228
MAR00113	0.995590850332174
MAR00114	0.995232816751095
MAR00115	0.983371020609589
MAR00116	0.987924050930882
MAR00117	0.996075721050064
MAR00118	0.988540956144365
MAR00119	0.98766164061727
MAR00120	0.994203696581733
MAR00121	0.997709335934339
MAR00122	0.994205544631288
MAR00124	0.998609619273869
MAR00125	0.996937793779449
MAR00126	0.993710730743135
MAR00127	0.999689472226213
MAR00128	0.999131280390201
MAR00131	0.960614832943453
MAR00132	0.960614832943454
MAR00133	0.96061483294347
MAR00134	0.960614832943465
MAR00137	0.998917427433553
MAR00138	0.985238931919561
MAR00139	0.998162218657609
MAR00141	0.997724058922356
MAR00143	0.999333916816539
MAR00144	0.998012526030693
MAR00145	0.99770348632345
MAR00146	0.999196459982438
MAR00147	0.999467633469264
MAR00148	0.998790443786785
MAR00149	0.999457437381
MAR00150	0.999649667504524
MAR00151	0.999722005257448
MAR00152	0.996581987370048
MAR00153	0.998684427022078
MAR00154	0.99918291683073
MAR00155	0.992638358551717
MAR00156	0.99612938852137
MAR00158	0.995173629028743
MAR00159	0.99895801690098
MAR00160	0.999511471940081
MAR00161	0.999195177488413
MAR00162	0.999094699174648
MAR00163	0.999094699174651
MAR00164	0.999344908534329
MAR00165	0.99934490853433
MAR00166	0.999344908534328
MAR00167	0.988457612925865
MAR00168	0.987685938713877
MAR00169	0.985139489509009
MAR00170	0.999623711986274
MAR00171	0.999623711986275
MAR00172	0.999623711986275
MAR00173	0.999278885825054
MAR00174	0.999786857367534
MAR00176	0.999730615371365
MAR00177	0.999589630318707
MAR00178	0.999589630313139
MAR00179	0.999767403203151
MAR00180	0.99979168508323
MAR00181	0.996834300946249
MAR00183	0.99954497220355
MAR00184	0.999795523362635
MAR00185	0.999544972203547
MAR00186	0.998720816174094
MAR00187	0.999946365122234
MAR00188	0.999834436218716
MAR00189	0.999859769373288
MAR00190	0.99993761306665
MAR00191	0.999949206378334
MAR00192	0.999879110581466
MAR00193	0.999855963995826
MAR00194	0.999937244317198
MAR00195	0.99981481613757
MAR00196	0.999830688286644
MAR00197	0.999794462608635
MAR00199	0.999953181889851
MAR00200	0.99983087098535
MAR00201	0.999896134665867
MAR00202	0.999958053051624
MAR00203	0.999969138129681
MAR00204	0.999870340399504
MAR00206	0.999886124305082
MAR00207	0.999962974524309
MAR00208	0.999969095173859
MAR00209	0.999869337683978
MAR00210	0.999886948911635
MAR00211	0.999962815476311
MAR00212	0.99981540897776
MAR00213	0.999859913046109
MAR00214	0.999852784537471
MAR00216	0.995621474349284
MAR00217	0.98520343477824
MAR00220	0.955709418624104
MAR00222	0.997129425902583
MAR00223	0.98513378508241
MAR00224	0.995575379294308
MAR00225	0.989967393160746
