Rxn_id	Values
MAR00001	0.998999976010632
MAR00002	0.999784018355902
MAR00003	0.999871719673204
MAR00004	0.999629161503351
MAR00005	0.999629161503352
MAR00006	0.999963590753658
MAR00007	0.999784018342954
MAR00008	0.999871719673206
MAR00009	0.999629161511365
MAR00010	0.999629161511364
MAR00013	0.994192777568369
MAR00014	0.992672499858749
MAR00015	0.999170673831358
MAR00019	0.995925540769069
MAR00020	0.94764874029844
MAR00035	0.996423764785397
MAR00036	0.977776844079671
MAR00037	0.977776844079653
MAR00050	0.999321049208779
MAR00052	0.999938256793907
MAR00053	0.999413092048487
MAR00056	0.999107447806023
MAR00057	0.949242078223196
MAR00060	0.999246622717605
MAR00064	0.999819860861036
MAR00065	0.999885015320144
MAR00066	0.996826191026614
MAR00067	0.99681232948964
MAR00069	0.996530479460511
MAR00072	0.999757262594938
MAR00073	0.999372973544956
MAR00074	0.999372973544969
MAR00076	0.999901630070743
MAR00079	0.972116830808732
MAR00080	0.976691672590204
MAR00081	0.998849294353046
MAR00082	0.998023141425129
MAR00084	0.971803750995223
MAR00086	0.999372973544969
MAR00089	0.860322087378566
MAR00090	0.977026997154783
MAR00091	0.999372973544955
MAR00092	0.999372973544954
MAR00094	0.999862062144503
MAR00097	0.99739151794725
MAR00099	0.99984654165815
MAR00100	0.997270820078595
MAR00101	0.994751779186295
MAR00102	0.999256544298476
MAR00103	0.999644309608552
MAR00104	0.99954735579343
MAR00105	0.9998455991747
MAR00106	0.999896184726594
MAR00107	0.998648235279283
MAR00108	0.993012907557576
MAR00109	
MAR00110	0.999716308570385
MAR00111	0.999551177929658
MAR00113	0.993602044093634
MAR00114	0.993281825804763
MAR00115	0.991218620097691
MAR00116	0.994751779186278
MAR00117	0.99553915414345
MAR00118	0.988083507366745
MAR00119	0.992949251002038
MAR00120	0.998322234180137
MAR00121	0.998967572132299
MAR00122	0.998322751845548
MAR00124	0.999088218739052
MAR00125	0.998788187202102
MAR00126	0.994641670236569
MAR00127	0.9997767714205
MAR00128	0.999867544650099
MAR00131	0.999785894784249
MAR00132	0.999785894784247
MAR00133	0.999785894784252
MAR00134	0.999785894784248
MAR00137	0.997678795619861
MAR00138	0.980720800096764
MAR00139	0.995884778617041
MAR00141	0.999947360608025
MAR00143	0.999965499131152
MAR00144	0.998655762373039
MAR00145	0.999117227794656
MAR00146	0.989073822541399
MAR00147	0.999138200169151
MAR00148	0.998803912782936
MAR00149	0.993952213249777
MAR00150	0.999004885565674
MAR00151	0.998952372211556
MAR00152	0.992454376785579
MAR00153	0.99845298495121
MAR00154	0.999020836111491
MAR00155	0.990859823743765
MAR00156	0.981621961059093
MAR00158	0.993972027527014
MAR00159	0.964495680660135
MAR00160	0.994193729576889
MAR00161	0.975673688985828
MAR00162	0.9716229912168
MAR00163	0.971622991216793
MAR00164	0.999681412247426
MAR00165	0.99968141224743
MAR00166	0.99968141224743
MAR00167	0.963712998816994
MAR00168	0.89784570824288
MAR00169	0.9356921297311
MAR00170	0.999809283162445
MAR00171	0.999809283162444
MAR00172	0.999809283162446
MAR00173	0.993176449805948
MAR00174	0.998318721944455
MAR00176	0.999190859005594
MAR00177	0.99954796296537
MAR00178	0.999547962965371
MAR00179	0.999722509372639
MAR00180	0.999430366252433
MAR00181	0.997147776656271
MAR00183	0.999759089756928
MAR00184	0.999740110548672
MAR00185	0.999759089756928
MAR00186	0.998927411847267
MAR00187	0.999851083827565
MAR00188	0.999544186809745
MAR00189	0.999556066673481
MAR00190	0.99973387157025
MAR00191	0.999929376710475
MAR00192	0.999724618742785
MAR00193	0.999690532008002
MAR00194	0.999854712426295
MAR00195	0.999741154325691
MAR00196	0.999675726440324
MAR00197	0.999604926690983
MAR00199	0.999899920449788
MAR00200	0.999625338441022
MAR00201	0.999753247159501
MAR00202	0.99989203441363
MAR00203	0.99991236752208
MAR00204	0.999695807204232
MAR00206	0.999724162699596
MAR00207	0.999906629643937
MAR00208	0.999911847074892
MAR00209	0.999696393558518
MAR00210	0.999723896902871
MAR00211	0.999907424873722
MAR00212	0.999813466959521
MAR00213	0.999722725928687
MAR00214	0.999658120767191
MAR00216	0.995385193833567
MAR00217	0.985425240263993
MAR00220	0.971803750995217
MAR00222	0.986073714663805
MAR00223	0.984882910357965
MAR00224	0.995085808111363
MAR00225	0.999164412940158
MAR00226	0.999478888885301
MAR00227	0.929854223937115
MAR00228	0.821902233569528
MAR00230	0.999249773659627
MAR00232	0.999514548040027
MAR00233	0.999665291699847
MAR00234	0.999582043743595
MAR00236	0.999781388059508
MAR00237	0.999726556161111
MAR00238	0.999613444356157
MAR00240	0.999852057575492
MAR00241	0.999683832579801
MAR00242	0.999656616162252
MAR00243	0.999886765551724
MAR00244	0.999765784824391
MAR00245	0.999699696764797
MAR00246	0.999669400238327
MAR00248	0.999638347890969
MAR00249	0.998950281388469
MAR00250	0.998678236529078
MAR00252	0.997868358933062
MAR00253	0.999359810208319
MAR00254	0.999714188548968
MAR00255	0.999572155654941
MAR00256	0.999442352265586
MAR00257	0.999703721648555
MAR00258	0.999778140925799
MAR00259	0.999597361870329
MAR00260	0.999474517166503
MAR00261	0.999761597046181
MAR00262	0.999427938303245
MAR00263	0.998708397166993
MAR00264	0.998426839244595
MAR00265	0.999287133302777
MAR00266	0.999111256413733
MAR00267	0.999746625847525
MAR00268	0.999519865775264
MAR00270	0.999723578795039
MAR00271	0.99964759705199
MAR00272	0.999659211346339
MAR00273	0.999712198898797
MAR00274	0.998329109353282
MAR00275	0.999332254107894
MAR00276	0.999343513160542
MAR00278	0.999926943029298
MAR00279	0.999752253919217
MAR00280	0.999654097904928
MAR00281	0.999875443642167
MAR00282	0.999846398003598
MAR00283	0.999661650962084
MAR00284	0.999542469504366
MAR00285	0.994716325386325
MAR00288	0.999903502768615
MAR00289	0.999734033596771
MAR00290	0.999663524445613
MAR00291	0.999888457713119
MAR00292	0.999902628703129
MAR00293	0.999760038173925
MAR00294	0.999616895831995
MAR00296	0.999895264111983
MAR00297	0.999727867357745
MAR00298	0.999652068716869
MAR00299	0.999881821929822
MAR00300	0.999914988247633
MAR00301	0.999719331928464
MAR00302	0.999650984521717
MAR00303	0.999854435798649
MAR00304	0.999804423924437
MAR00305	0.999686133208477
MAR00306	0.999700061342317
MAR00308	0.999780407957089
MAR00309	0.999780274379618
MAR00312	0.999697968109242
MAR00313	0.999697964973478
MAR00316	0.998495303088937
MAR00318	0.999952379957933
MAR00319	0.999952369273537
MAR00322	0.999912676081792
MAR00323	0.999851070270064
MAR00325	0.999897607596859
MAR00326	0.999451718253696
MAR00327	0.996806878805106
MAR00329	0.999411135266072
MAR00330	0.99996823215708
MAR00331	0.999925155391681
MAR00333	0.999410950086028
MAR00334	0.999590128593744
MAR00336	0.996374378526966
MAR00337	0.96553939524179
MAR00340	0.999879772680239
MAR00341	0.999544723658348
MAR00343	0.999825273917205
MAR00344	0.983281071888914
MAR00345	0.983282243538475
MAR00348	0.999627293097708
MAR00349	0.999682521183152
MAR00350	0.999598991794382
MAR00352	0.99930438201082
MAR00353	0.999116440825498
MAR00354	0.999259026381681
MAR00356	0.999776051953118
MAR00357	0.999710247973076
MAR00358	0.999643301040614
MAR00360	0.999703661560306
MAR00361	0.999356033310935
MAR00362	0.999287905203362
MAR00363	0.999849002444892
MAR00364	0.999821626508668
MAR00365	0.999680817874026
MAR00367	0.999893077196977
MAR00368	0.999899878556393
MAR00369	0.999854708174621
MAR00371	0.999899751387047
MAR00372	0.999720193567408
MAR00373	0.999720252665203
MAR00376	0.999787558273752
MAR00377	0.998066335471727
MAR00379	0.999725208771321
MAR00380	0.999925176999431
MAR00381	0.999744114197067
MAR00382	0.999679915025783
MAR00383	0.999896122920845
MAR00384	0.999922070103431
MAR00385	0.999935866978597
MAR00387	0.999915643469508
MAR00388	0.999911036862893
MAR00389	0.999911079594834
MAR00392	0.999731345469881
MAR00393	0.999075648521965
MAR00395	0.99978155385652
MAR00396	0.971520991536094
MAR00397	0.955090384380844
MAR00398	0.954349453539114
MAR00400	0.999212376586622
MAR00401	0.998987729203325
MAR00402	0.999035125413422
MAR00403	0.999210689245775
MAR00404	0.999506794784604
MAR00405	0.998245020728914
MAR00406	0.998150589367041
MAR00407	0.999472654950472
MAR00408	0.999521549551847
MAR00409	0.998008912641735
MAR00410	0.997668057214628
MAR00411	0.99947021336047
MAR00412	0.999913242862648
MAR00413	0.99969743662764
MAR00416	0.999917317681557
MAR00417	0.999829744414194
MAR00419	0.999868246013696
MAR00420	0.999856289612224
MAR00421	0.999840548961057
MAR00423	0.999937569096888
MAR00424	0.999867826847495
MAR00425	0.999705948294183
MAR00427	0.999883993157174
MAR00428	0.999759283877685
MAR00429	0.99959001237865
MAR00430	0.999479843298841
MAR00431	0.999709264685275
MAR00432	0.999913465834382
MAR00433	0.999836954709856
MAR00435	0.999891351843595
MAR00436	0.99936869936762
MAR00437	0.996823913365904
MAR00439	0.999374570495766
MAR00440	0.980720800096759
MAR00441	0.994306778409279
MAR00443	0.996673763493547
MAR00444	0.998996199482524
MAR00446	0.998946707730114
MAR00448	0.998753336133647
MAR00449	0.998897340289941
MAR00450	0.964643613286978
MAR00451	0.999921610367003
MAR00452	0.999765281648687
MAR00453	0.991590746795877
MAR00455	0.9994141598129
MAR00456	0.986414163763547
MAR00457	0.973579257569045
MAR00458	0.99866488475913
MAR00459	0.998664884759126
MAR00460	0.998664884759133
MAR00461	0.997253450593774
MAR00462	0.996416358956744
MAR00465	0.999881567972182
MAR00466	0.993826851837608
MAR00468	0.989336597145018
MAR00470	0.989336597145028
MAR00476	0.989694328233971
MAR00479	0.980616365263406
MAR00481	0.997219417882488
MAR00486	0.991274063633971
MAR00487	0.992303524072995
MAR00488	0.0937710062821603
MAR00489	0.990385736689882
MAR00490	0.990708862109289
