Rxn_id	Values
MAR00001	0.999743672343685
MAR00002	0.999644117300984
MAR00003	0.999890093718949
MAR00004	0.99773881578646
MAR00005	0.997738815786462
MAR00006	0.999940036978268
MAR00007	0.999644117297883
MAR00008	0.999890093718951
MAR00009	0.997738815793755
MAR00010	0.997738815793755
MAR00013	0.969227613782702
MAR00014	0.981614976630987
MAR00015	0.999800823630025
MAR00019	0.993080694989436
MAR00020	0.852157237576291
MAR00035	0.995594646610805
MAR00036	0.726294451721373
MAR00037	0.546281558572751
MAR00050	0.998641971828472
MAR00053	0.984060446705769
MAR00056	0.993632569358112
MAR00057	0.99556188761183
MAR00060	0.999364650184876
MAR00064	0.999800143441088
MAR00066	0.99938068483518
MAR00067	0.996851348321531
MAR00069	0.998597655354601
MAR00072	0.997462676168847
MAR00073	0.998428133666571
MAR00074	0.998428133666571
MAR00076	0.999918947814756
MAR00079	0.998784952156167
MAR00080	0.997028296205517
MAR00081	0.931220372410157
MAR00082	0.997753762545601
MAR00084	0.997167065706263
MAR00086	0.99842813366657
MAR00089	0.988941067676449
MAR00090	0.855055439243754
MAR00091	0.998428133666572
MAR00092	0.998428133666574
MAR00094	0.999913883301732
MAR00099	0.999742406242395
MAR00100	0.996303248603112
MAR00101	0.987324479666656
MAR00102	0.999762244549656
MAR00103	0.999696574322298
MAR00104	0.999827455903478
MAR00105	0.999876728385707
MAR00106	0.999879917474783
MAR00107	0.999787264436547
MAR00108	0.999586883010777
MAR00109	0.999934192886566
MAR00110	0.999871475305235
MAR00111	0.99823730214953
MAR00113	0.993198925990968
MAR00114	0.992557735765434
MAR00115	0.976000348647265
MAR00116	0.987324479666658
MAR00117	0.994437964227827
MAR00118	0.982828197276615
MAR00119	0.998403805753146
MAR00120	0.993701042755575
MAR00121	0.997219030126231
MAR00122	0.993702703600268
MAR00123	0.885280335419919
MAR00124	0.99955480370098
MAR00125	0.996924490000668
MAR00126	0.987563425280974
MAR00128	0.998677013517689
MAR00131	0.957551335417859
MAR00132	0.957551335417855
MAR00133	0.957551335417858
MAR00134	0.957551335417862
MAR00139	0.995877908297371
MAR00141	0.975204035874534
MAR00143	0.999907361915118
MAR00144	0.999454911371933
MAR00145	0.999378508765898
MAR00146	0.999500698470169
MAR00147	0.999502800102413
MAR00148	0.999332326068556
MAR00149	0.998693681084318
MAR00150	0.999211341332892
MAR00151	0.998862305389736
MAR00152	0.995254756561183
MAR00153	0.998801017980759
MAR00154	0.998661791579422
MAR00155	0.989336856273304
