Row	AdultMale_Adipocytes	ElderlyMale_Adipocytes	AdultFemale_Adipocytes	ElderlyFemale_Adipocytes	AdultMale_Agland	ElderlyMale_Agland	AdultFemale_Agland	ElderlyFemale_Agland	AdultMale_Brain	ElderlyMale_Brain	AdultFemale_Brain	ElderlyFemale_Brain	AdultMale_Colon	ElderlyMale_Colon	AdultFemale_Colon	ElderlyFemale_Colon	AdultMale_Heart	ElderlyMale_Heart	AdultFemale_Heart	ElderlyFemale_Heart	AdultMale_Kidney	ElderlyMale_Kidney	AdultFemale_Kidney	ElderlyFemale_Kidney	AdultMale_Liver	ElderlyMale_Liver	AdultFemale_Liver	ElderlyFemale_Liver	AdultMale_Lung	ElderlyMale_Lung	AdultFemale_Lung	ElderlyFemale_Lung	AdultMale_Muscle	ElderlyMale_Muscle	AdultFemale_Muscle	ElderlyFemale_Muscle	AdultMale_Pancreas	ElderlyMale_Pancreas	AdultFemale_Pancreas	ElderlyFemale_Pancreas	AdultMale_Scord	ElderlyMale_Scord	AdultFemale_Scord	ElderlyFemale_Scord	AdultMale_sIEC	ElderlyMale_sIEC	AdultFemale_sIEC	ElderlyFemale_sIEC	AdultMale_Skin	ElderlyMale_Skin	AdultFemale_Skin	ElderlyFemale_Skin	AdultMale_Spleen	ElderlyMale_Spleen	AdultFemale_Spleen	ElderlyFemale_Spleen	AdultMale_Stomach	ElderlyMale_Stomach	AdultFemale_Stomach	ElderlyFemale_Stomach	AdultMale_Thyroidgland	ElderlyMale_Thyroidgland	AdultFemale_Thyroidgland	ElderlyFemale_Thyroidgland	AdultMale_Urinarybladder	ElderlyMale_Urinarybladder	AdultFemale_Urinarybladder	ElderlyFemale_Urinarybladder
Beta oxidation of even-chain fatty acids (peroxisomal)	-70.4989154013015	-70.4989154013015	-70.4989154013015	-70.4989154013015	-55.7483731019523	-70.4989154013015	-55.7483731019523	-70.4989154013015	-85.2494577006508	-85.2494577006508	-85.2494577006508	-85.2494577006508	-70.4989154013015	-70.4989154013015	-70.4989154013015	-70.4989154013015	-85.2494577006508	-100	-85.2494577006508	-100	593.275488069414	593.275488069414	91.7570498915401	608.026030368763	593.275488069414	593.275488069414	593.275488069414	593.275488069414	-70.4989154013015	-70.4989154013015	-70.4989154013015	-70.4989154013015	-70.4989154013015	-70.4989154013015	-70.4989154013015	-70.4989154013015	-85.2494577006508	-85.2494577006508	-85.2494577006508	-85.2494577006508	-85.2494577006508	-85.2494577006508	-100	-100	-55.7483731019523	-70.4989154013015	-55.7483731019523	-55.7483731019523	-11.4967462039046	-70.4989154013015	-70.4989154013015	-11.4967462039046	-70.4989154013015	-70.4989154013015	-70.4989154013015	-70.4989154013015	-85.2494577006508	-85.2494577006508	-85.2494577006508	-85.2494577006508	-55.7483731019523	3.25379609544469	-55.7483731019523	-70.4989154013015	-55.7483731019523	-55.7483731019523	-55.7483731019523	-85.2494577006508
Beta oxidation of odd-chain fatty acids (mitochondrial)	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	-48.8294314381271	8.0267558528428	-37.4581939799331	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	-3.34448160535118	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	-48.8294314381271	-48.8294314381271	-48.8294314381271	-48.8294314381271	8.0267558528428	-3.34448160535118	-48.8294314381271	-48.8294314381271	-3.34448160535118	-3.34448160535118	8.0267558528428	-3.34448160535118	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	-3.34448160535118	-3.34448160535118	-3.34448160535118	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	8.0267558528428	-3.34448160535118
Beta oxidation of phytanic acid (peroxisomal)	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-7.16723549488054	-7.16723549488054	-7.16723549488054	-30.3754266211604	-30.3754266211604	-100	-100	-100	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-100	-100	-100	-100	340.955631399317	271.331058020478	340.955631399317	340.955631399317	340.955631399317	340.955631399317	340.955631399317	340.955631399317	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-100	-100	-100	-30.3754266211604	-30.3754266211604	-100	-100	-100	-7.16723549488054	-7.16723549488054	-30.3754266211604	-7.16723549488054	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-30.3754266211604	-100
Beta oxidation of poly-unsaturated fatty acids (mitochondrial)	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	-46.4566929133858	-100	-46.4566929133858	-46.4566929133858	7.08661417322835	7.08661417322835	-100	-100	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835	7.08661417322835
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	-43.956043956044	5.86080586080586	-43.956043956044	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	-43.956043956044	-43.956043956044	-43.956043956044	-43.956043956044	5.86080586080586	5.86080586080586	-43.956043956044	-43.956043956044	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586	5.86080586080586
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	871.428571428572	871.428571428572	-100	871.428571428572	871.428571428572	871.428571428572	871.428571428572	871.428571428572	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	-35.1906158357771	4.69208211143695	-35.1906158357771	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	-35.1906158357771	-35.1906158357771	-35.1906158357771	-35.1906158357771	4.69208211143695	4.69208211143695	-35.1906158357771	-35.1906158357771	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695	4.69208211143695
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-56.2700964630225	-34.4051446945338	-56.2700964630225	315.434083601286	315.434083601286	-56.2700964630225	315.434083601286	315.434083601286	315.434083601286	315.434083601286	315.434083601286	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-56.2700964630225	-56.2700964630225	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338	-34.4051446945338
Beta-alanine metabolism	-11.1111111111111	3.7037037037037	3.7037037037037	3.7037037037037	-25.9259259259259	-25.9259259259259	-11.1111111111111	-25.9259259259259	48.1481481481481	48.1481481481481	48.1481481481481	48.1481481481481	-11.1111111111111	-11.1111111111111	3.7037037037037	-11.1111111111111	-25.9259259259259	-11.1111111111111	-25.9259259259259	-11.1111111111111	3.7037037037037	18.5185185185185	3.7037037037037	18.5185185185185	18.5185185185185	18.5185185185185	18.5185185185185	18.5185185185185	-11.1111111111111	-11.1111111111111	-11.1111111111111	-25.9259259259259	-11.1111111111111	-25.9259259259259	-25.9259259259259	-11.1111111111111	3.7037037037037	3.7037037037037	18.5185185185185	3.7037037037037	48.1481481481481	33.3333333333333	33.3333333333333	33.3333333333333	-25.9259259259259	-11.1111111111111	-25.9259259259259	-25.9259259259259	-11.1111111111111	-11.1111111111111	-11.1111111111111	3.7037037037037	-25.9259259259259	-11.1111111111111	3.7037037037037	-11.1111111111111	3.7037037037037	3.7037037037037	3.7037037037037	18.5185185185185	3.7037037037037	18.5185185185185	3.7037037037037	3.7037037037037	-25.9259259259259	-11.1111111111111	-11.1111111111111	-11.1111111111111
Bile acid biosynthesis	-24.5722880240647	-20.7369806354578	-24.5722880240647	-24.5722880240647	47.0201165632638	43.1848091746569	45.7416807670615	12.5023500658018	-27.1291596164693	-27.1291596164693	-27.1291596164693	-28.4075954126716	-10.5094942658394	-24.5722880240647	-27.1291596164693	-24.5722880240647	-30.9644670050761	-38.6350817822899	-30.9644670050761	-75.7097198721564	41.9063733784546	43.1848091746569	64.9182177100959	72.5888324873096	125.004700131604	122.447828539199	132.675314908817	127.561571724008	-1.56044369242339	0.996427899981202	0.996427899981202	2.2748636961835	-32.2429028012784	-32.2429028012784	-32.2429028012784	-32.2429028012784	-43.7488249670991	-43.7488249670991	-66.7606692987404	-43.7488249670991	-29.6860312088738	-25.850723820267	-29.6860312088738	-36.0782101898853	47.0201165632638	53.4122955442752	12.5023500658018	73.8672682835119	-9.23105846963715	-9.23105846963715	-13.066365858244	-9.23105846963715	-9.23105846963715	-9.23105846963715	-9.23105846963715	-13.066365858244	7.38860688099267	6.11017108479038	6.11017108479038	-18.1801090430532	-5.39575108103027	-9.23105846963715	-9.23105846963715	-7.95262267343485	-25.850723820267	-2.83887948862568	11.2239142695996	-23.2938522278624
Bile acid recycling	-61.0872675250358	-61.0872675250358	-61.0872675250358	-61.0872675250358	-31.9027181688126	-31.9027181688126	-31.9027181688126	-41.6309012875536	84.8354792560801	84.8354792560801	84.8354792560801	84.8354792560801	-41.6309012875536	-61.0872675250358	-61.0872675250358	-61.0872675250358	-80.5436337625179	-80.5436337625179	-80.5436337625179	-80.5436337625179	-90.2718168812589	-51.3590844062947	-31.9027181688126	152.932761087268	211.301859799714	211.301859799714	211.301859799714	211.301859799714	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-61.0872675250358	-51.3590844062947	-51.3590844062947	-61.0872675250358	-51.3590844062947	-51.3590844062947	-51.3590844062947	-51.3590844062947	84.8354792560801	84.8354792560801	94.5636623748212	94.5636623748212	211.301859799714	211.301859799714	201.573676680973	211.301859799714	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-31.9027181688126	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-41.6309012875536	-31.9027181688126	-61.0872675250358
Biopterin metabolism	-0.406834825061029	-5.93978844589097	-0.406834825061029	-5.93978844589097	-5.93978844589097	-5.93978844589097	-5.93978844589097	-0.406834825061029	-33.6045565500407	-33.6045565500407	-28.0716029292107	-39.1375101708706	-17.0056956875509	-17.0056956875509	-11.4727420667209	-17.0056956875509	-22.5386493083808	-17.0056956875509	-5.93978844589097	-22.5386493083808	43.8567941415785	43.8567941415785	-17.0056956875509	-0.406834825061029	49.3897477624085	43.8567941415785	49.3897477624085	49.3897477624085	43.8567941415785	43.8567941415785	43.8567941415785	43.8567941415785	-11.4727420667209	-22.5386493083808	-17.0056956875509	-11.4727420667209	-22.5386493083808	-22.5386493083808	-22.5386493083808	-22.5386493083808	-33.6045565500407	-33.6045565500407	-33.6045565500407	-17.0056956875509	43.8567941415785	38.3238405207486	43.8567941415785	38.3238405207486	-22.5386493083808	-22.5386493083808	-17.0056956875509	-17.0056956875509	38.3238405207486	43.8567941415785	38.3238405207486	32.7908868999186	-17.0056956875509	-22.5386493083808	-17.0056956875509	-17.0056956875509	-5.93978844589097	-5.93978844589097	-0.406834825061029	-5.93978844589097	-17.0056956875509	-11.4727420667209	32.7908868999186	-22.5386493083808
Biotin metabolism	183.333333333333	183.333333333333	183.333333333333	183.333333333333	183.333333333333	183.333333333333	183.333333333333	183.333333333333	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	183.333333333333	-100	-100	183.333333333333	183.333333333333	183.333333333333	183.333333333333	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	183.333333333333	-100	-100	183.333333333333	-100	-100	-100	-100	-100	-100	-100	-100	-100	183.333333333333	183.333333333333	-100	183.333333333333	183.333333333333	183.333333333333	183.333333333333	183.333333333333	183.333333333333	183.333333333333	-100
Blood group biosynthesis	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	153.559322033898	-100	-100	-100	-100	-100	-100	-100	84.406779661017	-100	84.406779661017	453.220338983051	-100	-100	-100	-100	268.813559322034	-100	268.813559322034	268.813559322034	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	591.525423728814	591.525423728814	476.271186440678	591.525423728814	-100	-100	-100	-100	-100	-100	-100	-100	361.016949152542	361.016949152542	361.016949152542	-7.79661016949152	-100	-100	-100	-100	-100	-100	291.864406779661	-100
Butanoate metabolism	18.7032418952618	18.7032418952618	18.7032418952618	18.7032418952618	1.74563591022443	1.74563591022443	1.74563591022443	1.74563591022443	18.7032418952618	1.74563591022443	1.74563591022443	1.74563591022443	1.74563591022443	-15.211970074813	1.74563591022443	-15.211970074813	-32.1695760598504	-32.1695760598504	-32.1695760598504	-32.1695760598504	1.74563591022443	1.74563591022443	-32.1695760598504	1.74563591022443	1.74563591022443	-15.211970074813	1.74563591022443	-15.211970074813	18.7032418952618	1.74563591022443	18.7032418952618	1.74563591022443	-32.1695760598504	-32.1695760598504	-32.1695760598504	-32.1695760598504	-32.1695760598504	-32.1695760598504	-32.1695760598504	-32.1695760598504	1.74563591022443	1.74563591022443	1.74563591022443	1.74563591022443	18.7032418952618	18.7032418952618	18.7032418952618	18.7032418952618	18.7032418952618	18.7032418952618	18.7032418952618	18.7032418952618	1.74563591022443	1.74563591022443	1.74563591022443	1.74563591022443	18.7032418952618	1.74563591022443	18.7032418952618	1.74563591022443	18.7032418952618	18.7032418952618	18.7032418952618	1.74563591022443	18.7032418952618	18.7032418952618	18.7032418952618	1.74563591022443
Carnitine shuttle (endoplasmic reticular)	-61.2949128424048	-61.2949128424048	-58.8758448950551	-58.8758448950551	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	-58.8758448950551	-66.1330487371042	-63.7139807897545	-61.2949128424048	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	-58.8758448950551	-58.8758448950551	-58.8758448950551	-58.8758448950551	58.4489505514052	58.4489505514052	-34.6851654215582	58.4489505514052	-61.2949128424048	-63.7139807897545	-58.8758448950551	-66.1330487371042	58.4489505514052	-56.4567769477054	58.4489505514052	58.4489505514052	-32.2660974742085	58.4489505514052	-32.2660974742085	-32.2660974742085	-58.8758448950551	-54.0377090003557	-56.4567769477054	-51.618641053006	-63.7139807897545	-61.2949128424048	-61.2949128424048	-66.1330487371042	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	-61.2949128424048	-63.7139807897545	-58.8758448950551	-61.2949128424048	58.4489505514052	58.4489505514052	58.4489505514052	17.3247954464603	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	58.4489505514052	-63.7139807897545
Carnitine shuttle (peroxisomal)	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	38.0710659898477	3.55329949238579	3.55329949238579	3.55329949238579	-30.9644670050761	3.55329949238579	3.55329949238579	3.55329949238579	-30.9644670050761	-30.9644670050761	3.55329949238579	-30.9644670050761	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	38.0710659898477	3.55329949238579	-30.9644670050761	3.55329949238579	3.55329949238579	-30.9644670050761	3.55329949238579	3.55329949238579	-30.9644670050761	-30.9644670050761	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	3.55329949238579	-30.9644670050761
Cholesterol biosynthesis 1 (Bloch pathway)	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	26.7080745341615	26.7080745341615	26.7080745341615	26.7080745341615	12.6293995859213	7.93650793650794	12.6293995859213	12.6293995859213	12.6293995859213	7.93650793650794	12.6293995859213	7.93650793650794	-76.5355417529331	-81.2284334023464	12.6293995859213	-76.5355417529331	7.93650793650794	12.6293995859213	-1.44927536231884	26.7080745341615	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	26.7080745341615	12.6293995859213	-76.5355417529331	-67.1497584541063	-76.5355417529331	-67.1497584541063	-67.1497584541063	-67.1497584541063	-71.8426501035197	-67.1497584541063	26.7080745341615	26.7080745341615	26.7080745341615	26.7080745341615	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	3.24361628709455	12.6293995859213	12.6293995859213	3.24361628709455	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	12.6293995859213	7.93650793650794	12.6293995859213	3.24361628709455
Cholesterol biosynthesis 2	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	-7.69230769230769	-7.69230769230769	-7.69230769230769	-7.69230769230769	-69.2307692307692	-38.4615384615385	23.0769230769231	-69.2307692307692	-7.69230769230769	-7.69230769230769	-38.4615384615385	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	-69.2307692307692	-69.2307692307692	-69.2307692307692	-69.2307692307692	-69.2307692307692	-100	-69.2307692307692	-69.2307692307692	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	-38.4615384615385	-7.69230769230769	-7.69230769230769	-38.4615384615385	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	23.0769230769231	-7.69230769230769	-7.69230769230769	-38.4615384615385
Cholesterol biosynthesis 3 (Kandustch-Russell pathway)	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	-100	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	-100	-100	23.4960272417707	-100	23.4960272417707	23.4960272417707	-92.2814982973893	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	-100	-100	-100	-100	-100	-100	-100	-100	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707	23.4960272417707
Cholesterol metabolism	9.01803607214429	9.01803607214429	9.01803607214429	9.01803607214429	9.01803607214429	9.01803607214429	9.01803607214429	9.01803607214429	6.74682698730795	-9.15163660654643	2.20440881763527	4.47561790247161	6.74682698730795	-11.4228456913828	6.74682698730795	-11.4228456913828	-36.4061456245825	-43.2197728790915	-15.9652638610554	-36.4061456245825	6.74682698730795	4.47561790247161	-20.5076820307281	2.20440881763527	13.560454241817	11.2892451569806	13.560454241817	-0.0668002672010726	15.8316633266533	9.01803607214429	9.01803607214429	13.560454241817	-36.4061456245825	-34.1349365397462	-36.4061456245825	-34.1349365397462	-29.5925183700735	-25.0501002004008	-20.5076820307281	-29.5925183700735	2.20440881763527	6.74682698730795	2.20440881763527	2.20440881763527	13.560454241817	11.2892451569806	11.2892451569806	13.560454241817	11.2892451569806	11.2892451569806	11.2892451569806	11.2892451569806	4.47561790247161	6.74682698730795	2.20440881763527	4.47561790247161	11.2892451569806	11.2892451569806	11.2892451569806	-4.60921843687375	11.2892451569806	15.8316633266533	15.8316633266533	15.8316633266533	6.74682698730795	2.20440881763527	9.01803607214429	-0.0668002672010726
Chondroitin / heparan sulfate biosynthesis	78.6194257788638	78.6194257788638	78.6194257788638	78.6194257788638	70.3115455100794	3.84850335980452	70.3115455100794	70.3115455100794	-62.6145387904704	-100	-62.6145387904704	-100	-4.45937690897984	3.84850335980452	-21.0751374465486	3.84850335980452	-4.45937690897984	-100	-4.45937690897984	-4.45937690897984	-100	-4.45937690897984	-100	70.3115455100794	24.6182040317654	-100	24.6182040317654	-100	74.4654856444716	70.3115455100794	74.4654856444716	70.3115455100794	-100	-100	-100	-4.45937690897984	-100	-100	-100	-100	-21.0751374465486	-21.0751374465486	-21.0751374465486	-21.0751374465486	62.003665241295	-4.45937690897984	-4.45937690897984	3.84850335980452	-21.0751374465486	45.3879047037263	3.84850335980452	45.3879047037263	12.1563836285889	78.6194257788638	12.1563836285889	16.3103237629811	-4.45937690897984	-4.45937690897984	-4.45937690897984	-4.45937690897984	82.7733659132559	82.7733659132559	82.7733659132559	82.7733659132559	70.3115455100794	12.1563836285889	70.3115455100794	-4.45937690897984
Chondroitin sulfate degradation	-11.727842435094	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	-23.9033124440466	-23.9033124440466	-23.9033124440466	-23.9033124440466	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	-23.9033124440466	-23.9033124440466	-23.9033124440466	-23.9033124440466	21.7547000895255	-11.727842435094	-23.9033124440466	21.7547000895255	-23.9033124440466	-23.9033124440466	-23.9033124440466	-23.9033124440466	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	-100	-100	-23.9033124440466	-23.9033124440466	-11.727842435094	-11.727842435094	-11.727842435094	-11.727842435094	-23.9033124440466	-23.9033124440466	-23.9033124440466	-23.9033124440466	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	-11.727842435094	-11.727842435094	-11.727842435094	-11.727842435094	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	21.7547000895255	-11.727842435094
Cysteine and methionine metabolism	11.4754098360656	16.5424739195231	11.4754098360656	11.4754098360656	6.40834575260805	6.40834575260805	6.40834575260805	6.40834575260805	-23.9940387481371	-23.9940387481371	-23.9940387481371	-23.9940387481371	11.4754098360656	1.34128166915053	1.34128166915053	1.34128166915053	-23.9940387481371	-23.9940387481371	-23.9940387481371	-23.9940387481371	16.5424739195231	16.5424739195231	-8.79284649776453	11.4754098360656	11.4754098360656	1.34128166915053	11.4754098360656	1.34128166915053	1.34128166915053	1.34128166915053	1.34128166915053	1.34128166915053	-23.9940387481371	-23.9940387481371	-23.9940387481371	-23.9940387481371	-29.0611028315946	-23.9940387481371	-29.0611028315946	-29.0611028315946	6.40834575260805	-13.8599105812221	-3.725782414307	-13.8599105812221	21.6095380029806	26.6766020864382	11.4754098360656	21.6095380029806	6.40834575260805	6.40834575260805	6.40834575260805	6.40834575260805	1.34128166915053	1.34128166915053	1.34128166915053	1.34128166915053	11.4754098360656	11.4754098360656	11.4754098360656	11.4754098360656	36.8107302533532	26.6766020864382	36.8107302533532	11.4754098360656	1.34128166915053	6.40834575260805	11.4754098360656	-23.9940387481371
