Mets	DemandValue
MAM01050u	-11.26703266
MAM00385u	0
MAM02766u	0
MAM03707u	0
MAM03708u	0
MAM01100u	
MAM01291u	-0.066017876
MAM01344u	0
MAM00002u	0
MAM01385u	0
MAM01741u	-4.291786192
MAM02145u	0
MAM00094u	-4.192746569
MAM01696u	
MAM01765u	0
MAM02648u	0
MAM01432u	-4.032429168
MAM02456u	0
MAM02385u	-4.013568
MAM02746u	0
MAM02785u	-15.28060066
MAM02690u	0
MAM00114u	0
MAM00135u	-4.032429709
MAM00111u	-4.032429126
MAM00132u	-4.03243025
MAM01585u	-18.59692948
MAM02965u	0
MAM02000u	0
MAM02951u	0
MAM02952u	0
MAM02776u	-15.28060066
MAM02778u	0
MAM02780u	0
MAM01373u	0
MAM01040u	-4.013568
MAM02796u	0
MAM00305u	-4.013568
MAM03585u	0
MAM03772u	0
MAM03773u	0
MAM03776u	0
MAM01651u	0
MAM03314u	0
MAM01740u	0
MAM01101u	0
MAM00807u	0
MAM00314u	0
MAM01601u	0
MAM01073u	0
MAM01640u	0
MAM00517u	0
MAM03209u	0
MAM03310u	0
MAM03311u	0
MAM03512u	0
MAM03691u	0
MAM03704u	0
MAM03709u	0
MAM04057u	0
MAM00516u	
MAM00626u	-4.01568968
MAM02959u	0
MAM04076u	0
MAM04079u	0
MAM04080u	0
MAM02452u	0
MAM03329u	0
MAM03976u	0
MAM02147u	-18.52049732
MAM01600u	0
MAM02900u	8.96E-11
MAM02278u	0
MAM02510u	0
MAM02891u	0
MAM00378u	-5.89E-12
MAM03645u	0
MAM03644u	0
MAM03836u	0
MAM01179u	0
MAM00979u	0
MAM00764u	0
MAM03837u	0
MAM03157u	0
MAM01997u	0
MAM03614u	0
MAM03701u	0
MAM02583u	
MAM03684u	0
