ID	Name	Formula	Charge	Compartment
MAM03751u	1-Arachidonoyl Glycerol	C23H38O4	0.0	u
MAM03752u	1-Linoleoylglycerol	C21H38O4	0.0	u
MAM03753u	1-Oleoylglycerol	C21H40O4	0.0	u
MAM03754u	1-Palmitoylglycerol	C19H38O4	0.0	u
MAM03755u	1-Stearoylglycerol	C21H42O4	0.0	u
MAM00167u	(R)-mevalonate	C6H11O4	-1.0	u
MAM02532u	N-acetyl-L-aspartate	C6H7NO5	-2.0	u
MAM03796u	Oleoyl Ethanolamide	C20H39NO2	0.0	u
MAM03802u	1-Arachidonoylglycerophosphoinositol	C29H48O12P	-1.0	u
MAM03803u	1-Palmitoylglycerophosphoinositol	C25H48O12P	-1.0	u
MAM03804u	1-Stearoylglycerophosphoinositol	C27H52O12P	-1.0	u
MAM03805u	2-Linoleoylglycerophosphocholine	C26H51NO7P	0.0	u
MAM03806u	2-Oleoylglycerophosphocholine	C26H53NO7P	0.0	u
MAM03807u	2-Palmitoylglycerophosphocholine	C24H51NO7P	0.0	u
MAM03808u	2-Stearoylglycerophosphocholine	C26H55NO7P	0.0	u
MAM03809u	1-Arachidonoyl-Glycero-3-Phosphocholine	C28H51NO7P	0.0	u
MAM03810u	1-Docosahexaenoylglycerophosphocholine	C34H59NO7P	0.0	u
MAM03811u	1-Eicosadienoylglycerophosphocholine (Delta 11,14)	C28H55NO7P	0.0	u
MAM03812u	1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)	C28H53NO7P	0.0	u
MAM03813u	1-Heptadecanoylglycerophosphocholine	C25H53NO7P	0.0	u
MAM03814u	1-Linoleoylglycerophosphocholine (Delta 9,12)	C26H51NO7P	0.0	u
MAM03815u	1-Myristoylglycerophosphocholine	C22H47NO7P	0.0	u
MAM03816u	1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)	C23H49NO7P	0.0	u
MAM03818u	1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)	C26H49NO7P	0.0	u
MAM03817u	1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)	C26H49NO7P	0.0	u
MAM03819u	1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)	C27H57NO7P	0.0	u
MAM03820u	1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)	C28H57NO7P	0.0	u
MAM03821u	1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3	C28H53NO7P	0.0	u
MAM03822u	1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)	C28H51NO7P	0.0	u
MAM03823u	1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)	C28H49NO7P	0.0	u
MAM03824u	1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)	C30H55NO7P	0.0	u
MAM03826u	1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3	C30H53NO7P	0.0	u
MAM03825u	1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6	C30H53NO7P	0.0	u
MAM03827u	1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)	C30H51NO7P	0.0	u
MAM03828u	1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24	C32H67NO7P	0.0	u
MAM03829u	Lysopc A C26:1 (Delta 5)	C34H69NO7P	0.0	u
MAM03831u	Lysopc A C28:0	C36H75NO7P	0.0	u
MAM03830u	Lysopc A C28:1 (Delta 5)	C36H73NO7P	0.0	u
MAM03832u	1-Oleoylglycerophosphocholine (Delta 9)	C26H53NO7P	0.0	u
MAM03833u	1-Palmitoylglycerophosphocholine	C24H51NO7P	0.0	u
MAM03834u	1-Palmitoleoylglycerophosphocholine (Delta 9)	C24H49NO7P	0.0	u
MAM03835u	1-Stearoylglycerophosphocholine	C26H55NO7P	0.0	u
MAM03840u	1-Myristoylglycerophosphoethanolamine (C14:0 Pe)	C19H40NO7P	0.0	u
MAM03843u	1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)	C22H46NO7P	0.0	u
MAM03844u	1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)	C25H46NO7P	0.0	u
MAM03847u	2-Linoleoylglycerophosphoethanolamine	C23H44NO7P	0.0	u
MAM03857u	Pentadecanoyl Thanolamide (C15:0)	C17H35NO2	0.0	u
MAM03885u	Palmitoylethanolamide	C18H37NO2	0.0	u
MAM02868u	saccharopine	C11H19N2O6	-1.0	u
MAM03923u	Sebacicacid	C10H16O4	-2.0	u
MAM03936u	Sm (D18:0/24:1), Sphingomyelin	C47H96N2O6P	0.0	u
MAM03937u	Sm (D18:1/14:0), Sphingomyelin	C37H76N2O6P	0.0	u
MAM03938u	Sm (D18:1/15:0), Sphingomyelin	C38H78N2O6P	0.0	u
MAM03940u	Sm (D18:1/16:0), Sphingomyelin	C39H80N2O6P	0.0	u
MAM03939u	Sm (D18:1/16:1), Sphingomyelin	C39H78N2O6P	0.0	u
MAM03941u	Sm (D18:1/17:0), Sphingomyelin	C40H82N2O6P	0.0	u
MAM03943u	Sm (D18:1/18:0), Sphingomyelin	C41H84N2O6P	0.0	u
MAM03942u	Sm (D18:1/18:1), Sphingomyelin	C41H82N2O6P	0.0	u
MAM03945u	Sm (D18:1/20:0), Sphingomyelin	C43H88N2O6P	0.0	u
MAM03944u	Sm (D18:1/20:1), Sphingomyelin	C43H86N2O6P	0.0	u
MAM03946u	Sm (D18:1/21:0), Sphingomyelin	C44H90N2O6P	0.0	u
MAM03948u	Sm (D18:1/22:0), Sphingomyelin	C45H92N2O6P	0.0	u
MAM03947u	Sm (D18:1/22:1), Sphingomyelin	C45H90N2O6P	0.0	u
MAM03949u	Sm (D18:1/23:0), Sphingomyelin	C46H94N2O6P	0.0	u
MAM03950u	Sm (D18:0/24:0), Sphingomyelin	C47H98N2O6P	0.0	u
MAM03951u	Sm (D18:0/25:0), Sphingomyelin	C48H100N2O6P	0.0	u
MAM03953u	Stearoyl Ethanolamide	C20H41NO2	0.0	u
MAM03954u	Suberic Acid	C8H12O4	-2.0	u
MAM03977u	C14:0-Ethanolamide, Tetradecanoyl Ethanolamide	C16H33NO2	0.0	u
MAM02992u	threonate	C4H7O5	-1.0	u
MAM04006u	Tridecanoyl Thanolamide (C13:0)	C15H31NO2	0.0	u
MAM02974u	tetradecenoylcarnitine(5)	C21H39NO4	0.0	u
MAM02995u	thromboxane B2	C20H33O6	-1.0	u
MAM03124u	urocanate	C6H5N2O2	-1.0	u
MAM00270u	10-HETE	C20H31O3	-1.0	u
MAM04075u	1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)	C45H78O2	0.0	u
MAM04078u	Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)	C47H76O2	0.0	u
MAM03400u	N-Acetylleucine	C8H14NO3	-1.0	u
MAM03398u	Acetylhomoserine	C6H10NO4	-1.0	u
MAM01788u	estriol	C18H24O3	0.0	u
MAM00821u	3-methoxytyramine	C9H14NO2	1.0	u
MAM01074u	5-aminolevulinate	C5H9NO3	0.0	u
MAM02536u	N-acetyl-L-glutamate	C7H9NO5	-2.0	u
MAM01313u	allantoin	C4H6N4O3	0.0	u
MAM02344u	lauric acid	C12H23O2	-1.0	u
MAM01982u	glycerate	C3H5O4	-1.0	u
MAM01998u	glycolate	C2H3O3	-1.0	u
MAM02633u	OAA	C4H2O5	-2.0	u
MAM02720u	phenylacetate	C8H7O2	-1.0	u
MAM03882u	Phenyllactate	C9H9O3	-1.0	u
MAM00916u	3-phosphoserine	C3H6NO6P	-2.0	u
MAM00128u	(9E)-tetradecenoic acid	C14H25O2	-1.0	u
MAM02723u	phenylacetylglycine	C10H10NO3	-1.0	u
MAM02622u	normetanephrine	C9H14NO3	1.0	u
MAM02407u	L-metanephrine	C10H16NO3	1.0	u
MAM02451u	maltotetraose	C24H42O21	0.0	u
MAM00536u	1-methylnicotinamide	C7H9N2O	1.0	u
MAM03896u	L-Prolinylglycine	C7H12N2O3	0.0	u
MAM02978u	tetrahydrobiopterin	C9H15N5O3	0.0	u
MAM02137u	homovanillate	C9H9O4	-1.0	u
MAM03684u	Hexanoate (N-C6:0)	C6H11O2	-1.0	u
MAM02525u	N-acetylgalactosamine	C8H15NO6	0.0	u
MAM02543u	N-acetylneuraminate	C11H18NO9	-1.0	u
MAM01620u	creatine-phosphate	C4H8N3O5P	-2.0	u
MAM02733u	phosphatidate-LD-TAG pool	C5H5O8PR2	-2.0	u
MAM01991u	glycogenin G4G4	C1827H2805N455O568S14	0.0	u
MAM01182u	7alpha-hydroxycholest-4-en-3-one	C27H44O2	0.0	u
MAM01178u	7alpha,12alpha-dihydroxycholest-4-en-3-one	C27H44O3	0.0	u
MAM00671u	2-oxobutyrate	C4H5O3	-1.0	u
MAM01683u	D-gluconic acid	C6H11O7	-1.0	u
MAM01253u	acetoacetate	C4H5O3	-1.0	u
MAM01280u	adenosine	C10H13N5O4	0.0	u
MAM01306u	AKG	C5H4O5	-2.0	u
MAM01369u	asparagine	C4H8N2O3	0.0	u
MAM01370u	aspartate	C4H6NO4	-1.0	u
MAM01410u	butyrate	C4H7O2	-1.0	u
MAM01626u	cys-gly	C5H10N2O3S	0.0	u
MAM01596u	CO2	CO2	0.0	u
MAM01630u	cytidine	C9H13N3O5	0.0	u
MAM01666u	deoxyadenosine	C10H13N5O3	0.0	u
MAM01668u	deoxycytidine	C9H13N3O4	0.0	u
MAM01669u	deoxyguanosine	C10H13N5O4	0.0	u
MAM01671u	deoxyinosine	C10H12N4O4	0.0	u
MAM01673u	deoxyuridine	C9H12N2O5	0.0	u
MAM01821u	Fe2+	Fe	2.0	u
MAM01862u	fumarate	C4H2O4	-2.0	u
MAM01910u	galactose	C6H12O6	0.0	u
MAM01974u	glutamate	C5H8NO4	-1.0	u
MAM01393u	betaine	C5H11NO2	0.0	u
MAM03630u	Glycylproline	C7H12N2O3	0.0	u
MAM02040u	H2O	H2O	0.0	u
MAM02184u	isoleucine	C6H13NO2	0.0	u
MAM02170u	inosine	C10H12N4O5	0.0	u
MAM02200u	K+	K	1.0	u
MAM02403u	L-lactate	C3H5O3	-1.0	u
MAM02360u	leucine	C6H13NO2	0.0	u
MAM02426u	lysine	C6H15N2O2	1.0	u
MAM02439u	malate	C4H4O5	-2.0	u
MAM02471u	methionine	C5H11NO2S	0.0	u
MAM02519u	Na+	Na	1.0	u
MAM02658u	ornithine	C5H13N2O2	1.0	u
MAM02759u	PPi	HO7P2	-3.0	u
MAM02770u	proline	C5H9NO2	0.0	u
MAM02842u	riboflavin	C17H20N4O6	0.0	u
MAM02896u	serine	C3H7NO3	0.0	u
MAM02946u	sulfate	O4S	-2.0	u
MAM02943u	succinate	C4H4O4	-2.0	u
MAM02996u	thymidine	C10H14N2O5	0.0	u
MAM03121u	urea	CH4N2O	0.0	u
MAM03123u	uridine	C9H12N2O6	0.0	u
MAM03135u	valine	C5H11NO2	0.0	u
MAM02680u	pantothenate	C9H16NO5	-1.0	u
MAM01986u	glycine	C2H5NO2	0.0	u
MAM01628u	cysteine	C3H7NO2S	0.0	u
MAM01307u	alanine	C3H7NO2	0.0	u
MAM02125u	histidine	C6H9N3O2	0.0	u
MAM02993u	threonine	C4H9NO3	0.0	u
MAM01975u	glutamine	C5H10N2O3	0.0	u
MAM02724u	phenylalanine	C9H11NO2	0.0	u
MAM03101u	tyrosine	C9H11NO3	0.0	u
MAM01365u	arginine	C6H15N4O2	1.0	u
MAM01833u	formate	CH1O2	-1.0	u
MAM02586u	nicotinate	C6H4NO2	-1.0	u
MAM02169u	indoleacetate	C10H8NO2	-1.0	u
MAM02579u	NH4+	H4N	1.0	u
MAM01252u	acetate	C2H3O2	-1.0	u
MAM01587u	citrate	C6H5O7	-3.0	u
MAM01632u	cytosine	C4H5N3O	0.0	u
MAM01797u	ethanolamine	C2H8NO	1.0	u
MAM01830u	folate	C19H18N7O6	-1.0	u
MAM01840u	fructose	C6H12O6	0.0	u
MAM01909u	galactitol	C6H14O6	0.0	u
MAM01681u	D-glucarate	C6H8O8	-2.0	u
MAM01973u	glucuronate	C6H9O7	-1.0	u
MAM01983u	glycerol	C3H8O3	0.0	u
MAM02159u	hypoxanthine	C5H4N4O	0.0	u
MAM02450u	maltose	C12H22O11	0.0	u
MAM02453u	mannose	C6H12O6	0.0	u
MAM02812u	putrescine	C4H14N2	2.0	u
MAM02843u	ribose	C5H10O5	0.0	u
MAM02923u	spermidine	C7H22N3	3.0	u
MAM02982u	thiamin	C12H17N4OS	1.0	u
MAM03089u	tryptophan	C11H12N2O2	0.0	u
MAM03118u	uracil	C4H4N2O2	0.0	u
MAM03148u	xanthine	C5H4N4O2	0.0	u
MAM01758u	D-xylose	C5H10O5	0.0	u
MAM02817u	pyridoxine	C8H11NO3	0.0	u
MAM00995u	4-hydroxybenzoate	C7H5O3	-1.0	u
MAM00729u	3,4-dihydroxyphenylacetate	C8H7O4	-1.0	u
MAM02772u	propanoate	C3H5O2	-1.0	u
MAM02337u	L-arabinose	C5H10O5	0.0	u
MAM01962u	glucosamine	C6H14NO5	1.0	u
MAM02819u	pyruvate	C3H3O3	-1.0	u
MAM01401u	biotin	C10H15N2O3S	-1.0	u
MAM02332u	lactose	C12H22O11	0.0	u
MAM01279u	adenine	C5H5N5	0.0	u
MAM01796u	ethanol	C2H6O	0.0	u
MAM01249u	acetaldehyde	C2H4O	0.0	u
MAM02049u	heme	C34H30FeN4O4	-2.0	u
MAM02037u	guanine	C5H5N5O	0.0	u
MAM00970u	4-aminobutyrate	C4H9NO2	0.0	u
MAM02961u	taurine	C2H7NO3S	0.0	u
MAM02725u	phenylpyruvate	C9H7O3	-1.0	u
MAM03099u	tyramine	C8H12NO	1.0	u
MAM00654u	2-hydroxyphenylacetate	C8H7O3	-1.0	u
MAM02336u	lanosterol	C30H50O	0.0	u
MAM03136u	vanillylmandelate	C9H9O5	-1.0	u
MAM02007u	glyoxalate	C2H1O3	-1.0	u
MAM00664u	2-methylbutyrylglycine	C7H12NO3	-1.0	u
MAM00825u	3-methylcrotonoylglycine	C7H10NO3	-1.0	u
MAM02190u	isovalerylglycine	C7H12NO3	-1.0	u
MAM03189u	2-Methyl-3-Hydroxy-Butyrate	C5H9O3	-1.0	u
MAM03190u	2-Methyl-3-Hydroxy-Valerate	C6H11O3	-1.0	u
MAM03245u	3-Methyl-Glutaconate	C6H6O4	-2.0	u
MAM03257u	3-Hydroxy-Glutarate	C5H6O5	-2.0	u
MAM03227u	3-Hydroxyisovaleric Acid	C5H9O3	-1.0	u
MAM03287u	5-Hydroxyhexanoic Acid	C6H11O3	-1.0	u
MAM03575u	Ethylmalonic Acid	C5H6O4	-2.0	u
MAM03981u	7Z,10Z-Hexadecadienoic Acid	C16H27O2	-1.0	u
MAM03657u	(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid	C16H25O2	-1.0	u
MAM03568u	Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid	C20H33O2	-1.0	u
MAM02181u	isobutyrylglycine	C6H10NO3	-1.0	u
MAM02534u	N-acetyl-L-cysteine	C5H8NO3S	-1.0	u
MAM01303u	agmatine	C5H16N4	2.0	u
MAM00981u	4-coumarate	C9H7O3	-1.0	u
MAM02942u	succinate semialdehyde	C4H5O3	-1.0	u
MAM00324u	12-hydroxy-arachidonate	C20H31O3	-1.0	u
MAM02933u	squalene	C30H50	0.0	u
MAM00971u	4-androstene-3,17-dione	C19H26O2	0.0	u
MAM01660u	dehydroepiandrosterone	C19H28O2	0.0	u
MAM00399u	16alpha-hydroxydehydroepiandrosterone	C19H28O3	0.0	u
MAM01064u	5alpha-androstane-3,17-dione	C19H28O2	0.0	u
MAM01065u	5alpha-androstane-3alpha,17beta-diol	C19H32O2	0.0	u
MAM01790u	estrone	C18H22O2	0.0	u
MAM00650u	2-hydroxyestrone	C18H22O3	0.0	u
MAM00649u	2-hydroxyestradiol-17beta	C18H24O3	0.0	u
MAM00660u	2-methoxyestrone	C19H24O3	0.0	u
MAM00659u	2-methoxyestradiol-17beta	C19H26O3	0.0	u
MAM00295u	11-deoxycortisol	C21H30O4	0.0	u
MAM00294u	11-deoxycorticosterone	C21H30O3	0.0	u
MAM02763u	pregnenolone	C21H32O2	0.0	u
MAM02762u	pregnenolone sulfate	C21H31O5S	-1.0	u
MAM00610u	24-hydroxycholesterol	C27H46O2	0.0	u
MAM00727u	3,4-dihydroxymandelate	C8H7O5	-1.0	u
MAM01039u	5(S)-HEPE	C20H29O3	-1.0	u
MAM00293u	11-dehydro-thromboxane B2	C20H31O6	-1.0	u
MAM01927u	gamma-glutamyl-cysteine	C8H13N2O5S	-1.0	u
MAM02518u	N8-acetylspermidine	C9H23N3O	2.0	u
MAM01113u	5-methoxytryptophol	C11H13NO2	0.0	u
MAM03088u	tryptamine	C10H13N2	1.0	u
MAM02752u	picolinic acid	C6H4NO2	-1.0	u
MAM03125u	uroporphyrin I	C40H30N4O16	-8.0	u
MAM01604u	coproporphyrin III	C36H34N4O8	-4.0	u
MAM02601u	N-methylhistamine	C6H12N3	1.0	u
MAM02756u	porphobilinogen	C10H13N2O4	-1.0	u
MAM00248u	1,3-diaminopropane	C3H12N2	2.0	u
MAM02473u	methylamine	C1H6N	1.0	u
MAM02771u	propane-1,2-diol	C3H8O2	0.0	u
MAM02425u	L-xylulose	C5H10O5	0.0	u
MAM01759u	D-xylulose	C5H10O5	0.0	u
MAM02441u	malonic-dialdehyde	C3H3O2	-1.0	u
MAM02929u	sphingosine	C18H38NO2	1.0	u
MAM02166u	imidazole-4-acetate	C5H5N2O2	-1.0	u
MAM01110u	5-hydroxytryptophol	C10H11NO2	0.0	u
MAM02803u	protoporphyrin	C34H32N4O4	-2.0	u
MAM01332u	aminoacetone	C3H8NO	1.0	u
MAM02823u	quinonoid dihydrobiopterin	C9H13N5O3	0.0	u
MAM02927u	sphinganine	C18H40NO2	1.0	u
MAM02503u	N1-acetylspermidine	C9H23N3O	2.0	u
MAM03564u	Dopamine-4-O-Glucuronide	C14H19NO8	0.0	u
MAM03563u	Dopamine-3-O-Glucuronide	C14H19NO8	0.0	u
MAM01138u	5-S-glutathionyl-dopamine	C18H26N4O8S	0.0	u
MAM00308u	12(S)-HHT	C17H27O3	-1.0	u
MAM01965u	glucose	C6H12O6	0.0	u
MAM03503u	Cholic acid-24glucuronide, CA-24G	C30H47O11	-1.0	u
MAM03508u	Chenodeoxycholic acid-24glucuronide, CDCA-24G	C30H47O10	-1.0	u
MAM03509u	Chenodeoxycholic acid-3glucuronide, CDCA-3G	C30H47O10	-1.0	u
MAM03536u	Deoxycholic acid-24glucuronide, CDA-24G	C30H47O10	-1.0	u
MAM03537u	Deoxycholic acid-3glucuronide, CDA-3G	C30H47O10	-1.0	u
MAM03642u	Hyocholic acid-24glucuronide, HCA-24G	C30H47O11	-1.0	u
MAM03643u	Hyocholic acid-6glucuronide, HCA-6G	C30H47O11	-1.0	u
MAM02120u	hexanoic acid	C6H11O2	-1.0	u
MAM01111u	5-L-gamma-glutamyl	C5H7NO3	0.0	u
MAM01966u	glucose-1,6-bisphosphate	C6H11O12P2	-3.0	u
MAM01730u	dolichol	C100H164O	0.0	u
Spleen_MAM02519bpS	Na+	Na	1.0	bpS
Spleen_MAM02142bpS	hydracrylate	C3H5O3	-1.0	bpS
Spleen_MAM01910bpS	galactose	C6H12O6	0.0	bpS
Spleen_MAM01787bpS	estradiol-17beta	C18H24O2	0.0	bpS
Spleen_MAM02674bpS	palmitate	C16H31O2	-1.0	bpS
Spleen_MAM02385bpS	lignocerate	C24H47O2	-1.0	bpS
Spleen_MAM02617bpS	noradrenaline	C8H12NO3	1.0	bpS
Spleen_MAM02927bpS	sphinganine	C18H40NO2	1.0	bpS
Spleen_MAM02929bpS	sphingosine	C18H38NO2	1.0	bpS
MAM00035csf	(24R)-24,25-dihydroxycalciol	C27H44O3	0.0	csf
MAM00648csf	2-hydroxybutyrate	C4H7O3	-1.0	csf
MAM00665csf	2-methylcitrate	C7H7O7	-3.0	csf
MAM00730csf	3,4-dihydroxyphenylethyleneglycol	C8H10O4	0.0	csf
MAM02354csf	L-dopa	C9H11NO4	0.0	csf
MAM01433csf	cGMP	C10H11N5O7P	-1.0	csf
MAM02325csf	L-3-amino-isobutanoate	C4H9NO2	0.0	csf
MAM02477csf	methylimidazoleacetic acid	C6H7N2O2	-1.0	csf
MAM01003csf	4-hydroxyphenylacetate	C8H7O3	-1.0	csf
MAM01069csf	5-alpha-dihydrotestosterone	C19H30O2	0.0	csf
MAM01107csf	5-hydroxy-L-tryptophan	C11H12N2O3	0.0	csf
MAM01115csf	5-methyl-THF	C20H24N7O6	-1.0	csf
MAM02338csf	L-arabitol	C5H12O5	0.0	csf
MAM01256csf	acetone	C3H6O	0.0	csf
MAM01260csf	acetylcholine	C7H16NO2	1.0	csf
MAM00744csf	3,8-LD1	C66H111N4O38RCO	-2.0	csf
MAM01290csf	adrenaline	C9H14NO3	1.0	csf
MAM01383csf	beta-alanine	C3H7NO2	0.0	csf
MAM01638csf	D-alanine	C3H7NO2	0.0	csf
MAM01338csf	androsterone	C19H30O2	0.0	csf
MAM01771csf	eicosanoate	C20H39O2	-1.0	csf
MAM01362csf	arachidonate	C20H31O2	-1.0	csf
MAM01368csf	ascorbate	C6H7O6	-1.0	csf
MAM01327csf	alpha-tocopherol	C29H50O2	0.0	csf
MAM00157csf	(R)-3-hydroxybutanoate	C4H7O3	-1.0	csf
MAM01397csf	bilirubin-bisglucuronoside	C45H50N4O18	-2.0	csf
MAM01398csf	bilirubin-monoglucuronoside	C39H42N4O12	-2.0	csf
MAM01396csf	bilirubin	C33H34N4O6	-2.0	csf
MAM01419csf	cAMP	C10H11N5O6P	-1.0	csf
MAM01513csf	choline	C5H14NO	1.0	csf
MAM01445csf	cholate	C24H39O5	-1.0	csf
MAM01450csf	cholesterol	C27H46O	0.0	csf
MAM01595csf	CO	CO	0.0	csf
MAM01619csf	creatine	C4H9N3O2	0.0	csf
MAM02348csf	L-carnitine	C7H15NO3	0.0	csf
MAM01615csf	cortisol	C21H30O5	0.0	csf
MAM01689csf	DHA	C22H31O2	-1.0	csf
MAM01517csf	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan	C45H66N2O45S3X	-5.0	csf
MAM01525csf	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan	C45H65N2O48S4X	-6.0	csf
MAM01543csf	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan	C45H64N2O51S5X	-7.0	csf
MAM01554csf	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan	C45H63N2O54S6X	-8.0	csf
MAM00240csf	1,2-diacylglycerol-LD-TAG pool	C5H6O5R2	0.0	csf
MAM01987csf	glycochenodeoxycholate	C26H43NO5	0.0	csf
MAM01736csf	dopamine	C8H12NO2	1.0	csf
MAM01737csf	dopamine-3-O-sulfate	C8H11NO5S	0.0	csf
MAM01787csf	estradiol-17beta	C18H24O2	0.0	csf
MAM01789csf	estrone 3-sulfate	C18H21O5S	-1.0	csf
MAM02198csf	IV3Neu5Ac,III4Fuc-Lc4Cer	C61H105N3O34RCO	-1.0	csf
MAM01859csf	fucgalfucgalacglcgalgluside heparan sulfate	C62H109N2O35RCO	0.0	csf
MAM01916csf	galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate	C96H165N4O60RCO	0.0	csf
MAM01959csf	globoside	C44H79N2O22RCO	0.0	csf
MAM01988csf	glycocholate	C26H43NO6	0.0	csf
MAM01945csf	GD1c	C66H111N4O38RCO	-2.0	csf
MAM03620csf	(S)-Glycerate	C3H5O4	0.0	csf
MAM02023csf	GQ1b	C88H143N6O54RCO	-4.0	csf
MAM02024csf	GQ1balpha	C88H143N6O54RCO	-4.0	csf
MAM02027csf	GSSG	C20H30N6O12S2	-2.0	csf
MAM02026csf	GSH	C10H16N3O6S	-1.0	csf
MAM02041csf	H2O2	H2O2	0.0	csf
MAM02141csf	hyaluronate	C28H40N2O22	-2.0	csf
MAM02046csf	HCO3-	CHO3	-1.0	csf
MAM02674csf	palmitate	C16H31O2	-1.0	csf
MAM02124csf	histamine	C5H10N3	1.0	csf
MAM02054csf	heparan sulfate proteoglycan	C79H113N5O101S12X	-13.0	csf
MAM02167csf	IMP	C10H11N4O8P	-2.0	csf
MAM02171csf	inositol	C6H12O6	0.0	csf
MAM02288csf	keratan sulfate II (core 2-linked)	C81H129N6O67S3X	-4.0	csf
MAM01716csf	D-lactate	C3H5O3	-1.0	csf
MAM02362csf	leukotriene A4	C20H29O3	-1.0	csf
MAM02364csf	leukotriene B4	C20H31O4	-1.0	csf
MAM02366csf	leukotriene C4	C30H45N3O9S	-2.0	csf
MAM02418csf	LTD4	C25H39N2O6S	-1.0	csf
MAM02369csf	leukotriene E4	C23H36NO5S	-1.0	csf
MAM00104csf	(6Z,9Z)-octadecadienoic acid	C18H31O2	-1.0	csf
MAM02387csf	linoleate	C18H31O2	-1.0	csf
MAM02389csf	linolenate	C18H29O2	-1.0	csf
MAM00656csf	2-lysolecithin pool	C8H19NO5PRCO2	0.0	csf
MAM00490csf	1-acylglycerol-3P-LD-TG1 pool (liver tissue)	C4H6O7PR	-2.0	csf
MAM02470csf	methanol	CH4O1	0.0	csf
MAM02609csf	NO	NO	0.0	csf
MAM02617csf	noradrenaline	C8H12NO3	1.0	csf
MAM02564csf	nervonic acid	C24H45O2	-1.0	csf
MAM02631csf	O2-	O2	-1.0	csf
MAM01244csf	9-O-acetylated-GD3	C54H90N3O29RCO	-2.0	csf
MAM02938csf	stearate	C18H35O2	-1.0	csf
MAM02646csf	oleate	C18H33O2	-1.0	csf
MAM02684csf	PC-LD pool	C10H18NO8PR2	0.0	csf
MAM02685csf	PE-LD pool	C7H12NO8PR2	0.0	csf
MAM02715csf	PG-CL pool	C8H12O10PR2	-1.0	csf
MAM02769csf	progesterone	C21H30O2	0.0	csf
MAM02783csf	prostaglandin D2	C20H31O5	-1.0	csf
MAM02786csf	prostaglandin E2	C20H31O5	-1.0	csf
MAM02789csf	prostaglandin F2alpha	C20H33O5	-1.0	csf
MAM02808csf	PS-LD pool	C8H11NO10PR2	-1.0	csf
MAM02841csf	ribitol	C5H12O5	0.0	csf
MAM02834csf	retinol	C20H30O	0.0	csf
MAM02928csf	sphinganine-1-phosphate	C18H39NO5P	-1.0	csf
MAM02930csf	sphingosine-1-phosphate	C18H37NO5P	-1.0	csf
MAM02897csf	serotonin	C10H13N2O	1.0	csf
MAM02939csf	stearidonic acid	C18H27O2	-1.0	csf
MAM02963csf	taurocholate	C26H45NO7S	0.0	csf
MAM02962csf	taurochenodeoxycholate	C26H45NO6S	0.0	csf
MAM02983csf	thiamin-P	C12H16N4O4PS	-1.0	csf
MAM02997csf	thymine	C5H6N2O2	0.0	csf
MAM02969csf	testosterone	C19H28O2	0.0	csf
MAM02494csf	myristic acid	C14H27O2	-1.0	csf
MAM02994csf	thromboxane A2	C20H31O5	-1.0	csf
MAM03120csf	urate	C5H4N4O3	0.0	csf
MAM01451csf	cholesterol-ester pool	C28H45O2R	0.0	csf
MAM01446csf	cholest-5-ene-3beta,7alpha,24(S)-triol	C27H46O3	0.0	csf
MAM01448csf	cholest-5-ene-3beta,7alpha,27-triol	C27H46O3	0.0	csf
MAM03155csf	xylitol	C5H12O5	0.0	csf
