ID	Name	GPR	Subsystem	Reaction	Reaction_eq	Lb	Ub	Mets_Coefficient	Metabolites	Coefficient	
Kidney_Exchange_Lac			Exchange/demand reactions	Kidney_MAM02403e <=> MAM02403e	L-lactate <=> L-lactate	-1000	1000	"{'Kidney_MAM02403e': -1.0, 'MAM02403e': 1.0}"	"['Kidney_MAM02403e', 'MAM02403e']"	"[-1.0, 1.0]"	PMID: 31699973
Skin_Exchange_glycogen			Exchange/demand reactions	Skin_MAM03161e <=> MAM03161e	glycogen <=> glycogen	-1000	1000	"{'MAM03161e': 1.0, 'Skin_MAM03161e': -1.0}"	"['MAM03161e', 'Skin_MAM03161e']"	"[1.0, -1.0]"	PMID: 31699973
Skin_Exchange_palmitate			Exchange/demand reactions	Skin_MAM02674e <=> MAM02674e	palmitate <=> palmitate	-1000	1000	"{'Skin_MAM02674e': -1.0, 'MAM02674e': 1.0}"	"['Skin_MAM02674e', 'MAM02674e']"	"[-1.0, 1.0]"	PMID: 31699973
Skin_Exchange_O2			Exchange/demand reactions	Skin_MAM02630e <=> MAM02630e	O2 <=> O2	-1000	1000	"{'Skin_MAM02630e': -1.0, 'MAM02630e': 1.0}"	"['Skin_MAM02630e', 'MAM02630e']"	"[-1.0, 1.0]"	PMID: 31699973
Skin_Exchange_CO2			Exchange/demand reactions	Skin_MAM01596e <=> MAM01596e	CO2 <=> CO2	-1000	1000	"{'Skin_MAM01596e': -1.0, 'MAM01596e': 1.0}"	"['Skin_MAM01596e', 'MAM01596e']"	"[-1.0, 1.0]"	PMID: 31699973
Skin_Exchange_H2O			Exchange/demand reactions	Skin_MAM02040e <=> MAM02040e	H2O <=> H2O	-1000	1000	"{'Skin_MAM02040e': -1.0, 'MAM02040e': 1.0}"	"['Skin_MAM02040e', 'MAM02040e']"	"[-1.0, 1.0]"	PMID: 31699973
Skin_Exchange_Lac			Exchange/demand reactions	Skin_MAM02403e <=> MAM02403e	L-lactate <=> L-lactate	-1000	1000	"{'Skin_MAM02403e': -1.0, 'MAM02403e': 1.0}"	"['Skin_MAM02403e', 'MAM02403e']"	"[-1.0, 1.0]"	PMID: 31699973
Muscle_Exchange_glycogen			Exchange/demand reactions	Muscle_MAM03161e <=> MAM03161e	glycogen <=> glycogen	-1000	1000	"{'Muscle_MAM03161e': -1.0, 'MAM03161e': 1.0}"	"['Muscle_MAM03161e', 'MAM03161e']"	"[-1.0, 1.0]"	PMID: 31699973
Muscle_Exchange_palmitate			Exchange/demand reactions	Muscle_MAM02674e <=> MAM02674e	palmitate <=> palmitate	-1000	1000	"{'Muscle_MAM02674e': -1.0, 'MAM02674e': 1.0}"	"['Muscle_MAM02674e', 'MAM02674e']"	"[-1.0, 1.0]"	PMID: 31699973
Muscle_Exchange_O2			Exchange/demand reactions	Muscle_MAM02630e <=> MAM02630e	O2 <=> O2	-1000	1000	"{'Muscle_MAM02630e': -1.0, 'MAM02630e': 1.0}"	"['Muscle_MAM02630e', 'MAM02630e']"	"[-1.0, 1.0]"	PMID: 31699973
Muscle_Exchange_CO2			Exchange/demand reactions	Muscle_MAM01596e <=> MAM01596e	CO2 <=> CO2	-1000	1000	"{'Muscle_MAM01596e': -1.0, 'MAM01596e': 1.0}"	"['Muscle_MAM01596e', 'MAM01596e']"	"[-1.0, 1.0]"	PMID: 31699973
Muscle_Exchange_H2O			Exchange/demand reactions	Muscle_MAM02040e <=> MAM02040e	H2O <=> H2O	-1000	1000	"{'Muscle_MAM02040e': -1.0, 'MAM02040e': 1.0}"	"['Muscle_MAM02040e', 'MAM02040e']"	"[-1.0, 1.0]"	PMID: 31699973
Muscle_Exchange_Lac			Exchange/demand reactions	Muscle_MAM02403e => MAM02403e	L-lactate => L-lactate	0	1000	"{'Muscle_MAM02403e': -1.0, 'MAM02403e': 1.0}"	"['Muscle_MAM02403e', 'MAM02403e']"	"[-1.0, 1.0]"	PMID: 31699973
EX_MAM02674e	palmitate exchange			MAM02674e <=> 	palmitate <=> 	-1000	1000	{'MAM02674e': -1.0}	['MAM02674e']	[-1.0]	PMID: 31699973
EX_MAM02630e	O2 exchange			MAM02630e <=> 	O2 <=> 	-1000	1000	{'MAM02630e': -1.0}	['MAM02630e']	[-1.0]	PMID: 31699973
EX_MAM01596e	CO2 exchange			MAM01596e <=> 	CO2 <=> 	-1000	1000	{'MAM01596e': -1.0}	['MAM01596e']	[-1.0]	PMID: 31699973
EX_MAM02040e	H2O exchange			MAM02040e <=> 	H2O <=> 	-1000	1000	{'MAM02040e': -1.0}	['MAM02040e']	[-1.0]	PMID: 31699973
Heart_GlycogenPhosphorylase			Starch and sucrose metabolism	Heart_MAM02751c + Heart_MAM03161c => Heart_MAM01967c	Pi + glycogen => glucose-1-phosphate	0	1000	"{'Heart_MAM02751c': -1.0, 'Heart_MAM01967c': 1.0, 'Heart_MAM03161c': -1.0}"	"['Heart_MAM02751c', 'Heart_MAM01967c', 'Heart_MAM03161c']"	"[-1.0, 1.0, -1.0]"	PMID: 31699973
Brain_GlycogenPhosphorylase			Starch and sucrose metabolism	Brain_MAM02751c + Brain_MAM03161c => Brain_MAM01967c	Pi + glycogen => glucose-1-phosphate	0	1000	"{'Brain_MAM02751c': -1.0, 'Brain_MAM01967c': 1.0, 'Brain_MAM03161c': -1.0}"	"['Brain_MAM02751c', 'Brain_MAM01967c', 'Brain_MAM03161c']"	"[-1.0, 1.0, -1.0]"	PMID: 31699973
Lung_GlycogenPhosphorylase			Starch and sucrose metabolism	Lung_MAM02751c + Lung_MAM03161c => Lung_MAM01967c	Pi + glycogen => glucose-1-phosphate	0	1000	"{'Lung_MAM02751c': -1.0, 'Lung_MAM01967c': 1.0, 'Lung_MAM03161c': -1.0}"	"['Lung_MAM02751c', 'Lung_MAM01967c', 'Lung_MAM03161c']"	"[-1.0, 1.0, -1.0]"	PMID: 31699973
Liver_GlycogenPhosphorylase			Starch and sucrose metabolism	Liver_MAM02751c + Liver_MAM03161c => Liver_MAM01967c	Pi + glycogen => glucose-1-phosphate	0	1000	"{'Liver_MAM02751c': -1.0, 'Liver_MAM01967c': 1.0, 'Liver_MAM03161c': -1.0}"	"['Liver_MAM02751c', 'Liver_MAM01967c', 'Liver_MAM03161c']"	"[-1.0, 1.0, -1.0]"	PMID: 31699973
Kidney_GlycogenPhosphorylase			Starch and sucrose metabolism	Kidney_MAM02751c + Kidney_MAM03161c => Kidney_MAM01967c	Pi + glycogen => glucose-1-phosphate	0	1000	"{'Kidney_MAM02751c': -1.0, 'Kidney_MAM01967c': 1.0, 'Kidney_MAM03161c': -1.0}"	"['Kidney_MAM02751c', 'Kidney_MAM01967c', 'Kidney_MAM03161c']"	"[-1.0, 1.0, -1.0]"	PMID: 31699973
Skin_GlycogenPhosphorylase			Starch and sucrose metabolism	Skin_MAM02751c + Skin_MAM03161c => Skin_MAM01967c	Pi + glycogen => glucose-1-phosphate	0	1000	"{'Skin_MAM02751c': -1.0, 'Skin_MAM01967c': 1.0, 'Skin_MAM03161c': -1.0}"	"['Skin_MAM02751c', 'Skin_MAM01967c', 'Skin_MAM03161c']"	"[-1.0, 1.0, -1.0]"	PMID: 31699973
Heart_EX_glycogen(e)_(c)			Transport reactions	Heart_MAM03161c <=> Heart_MAM03161e	glycogen <=> glycogen	-1000	1000	"{'Heart_MAM03161c': -1.0, 'Heart_MAM03161e': 1.0}"	"['Heart_MAM03161c', 'Heart_MAM03161e']"	"[-1.0, 1.0]"	PMID: 31699973
Brain_EX_glycogen(e)_(c)			Transport reactions	Brain_MAM03161c <=> Brain_MAM03161e	glycogen <=> glycogen	-1000	1000	"{'Brain_MAM03161e': 1.0, 'Brain_MAM03161c': -1.0}"	"['Brain_MAM03161e', 'Brain_MAM03161c']"	"[1.0, -1.0]"	PMID: 31699973
Lung_EX_glycogen(e)_(c)			Transport reactions	Lung_MAM03161c <=> Lung_MAM03161e	glycogen <=> glycogen	-1000	1000	"{'Lung_MAM03161c': -1.0, 'Lung_MAM03161e': 1.0}"	"['Lung_MAM03161c', 'Lung_MAM03161e']"	"[-1.0, 1.0]"	PMID: 31699973
Liver_EX_glycogen(e)_(c)			Transport reactions	Liver_MAM03161c <=> Liver_MAM03161e	glycogen <=> glycogen	-1000	1000	"{'Liver_MAM03161c': -1.0, 'Liver_MAM03161e': 1.0}"	"['Liver_MAM03161c', 'Liver_MAM03161e']"	"[-1.0, 1.0]"	PMID: 31699973
Kidney_EX_glycogen(e)_(c)			Transport reactions	Kidney_MAM03161c <=> Kidney_MAM03161e	glycogen <=> glycogen	-1000	1000	"{'Kidney_MAM03161c': -1.0, 'Kidney_MAM03161e': 1.0}"	"['Kidney_MAM03161c', 'Kidney_MAM03161e']"	"[-1.0, 1.0]"	PMID: 31699973
Skin_EX_glycogen(e)_(c)			Transport reactions	Skin_MAM03161c <=> Skin_MAM03161e	glycogen <=> glycogen	-1000	1000	"{'Skin_MAM03161c': -1.0, 'Skin_MAM03161e': 1.0}"	"['Skin_MAM03161c', 'Skin_MAM03161e']"	"[-1.0, 1.0]"	PMID: 31699973
EX_Liver_MAM03161e			Exchange/Demand reactions	Liver_MAM03161e <=> 	glycogen <=> 	-1000	1000	{'Liver_MAM03161e': -1.0}	['Liver_MAM03161e']	[-1.0]	PMID: 31699973
Liver_MAR05027		ENSG00000117394	Transport reactions	Liver_MAM01965c <=> Liver_MAM01965r	glucose <=> glucose	-1000	1000	"{'Liver_MAM01965r': 1.0, 'Liver_MAM01965c': -1.0}"	"['Liver_MAM01965r', 'Liver_MAM01965c']"	"[1.0, -1.0]"	PMID: 31699973
LungGlucose_Trans			Transport reactions	Lung_MAM01965e <=> MAM01965e	glucose <=> glucose	-1000	1000	"{'Lung_MAM01965e': -1.0, 'MAM01965e': 1.0}"	"['Lung_MAM01965e', 'MAM01965e']"	"[-1.0, 1.0]"	PMID: 31699973
HeartGlucose_Trans			Transport reactions	Heart_MAM01965e <=> MAM01965e	glucose <=> glucose	-1000	1000	"{'Heart_MAM01965e': -1.0, 'MAM01965e': 1.0}"	"['Heart_MAM01965e', 'MAM01965e']"	"[-1.0, 1.0]"	PMID: 31699973
SkinGlucose_Trans			Transport reactions	Skin_MAM01965e <=> MAM01965e	glucose <=> glucose	-1000	1000	"{'Skin_MAM01965e': -1.0, 'MAM01965e': 1.0}"	"['Skin_MAM01965e', 'MAM01965e']"	"[-1.0, 1.0]"	PMID: 31699973
Liver_MAR04394		ENSG00000106633 or ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883	Glycolysis / Gluconeogenesis	Liver_MAM01371c + Liver_MAM01965c => Liver_MAM01285c + Liver_MAM01968c + Liver_MAM02039c	ATP + glucose => ADP + glucose-6-phosphate + H+	0	1000	"{'Liver_MAM02039c': 1.0, 'Liver_MAM01371c': -1.0, 'Liver_MAM01285c': 1.0, 'Liver_MAM01968c': 1.0, 'Liver_MAM01965c': -1.0}"	"['Liver_MAM02039c', 'Liver_MAM01371c', 'Liver_MAM01285c', 'Liver_MAM01968c', 'Liver_MAM01965c']"	"[1.0, -1.0, 1.0, 1.0, -1.0]"	PMID: 31699973
Liver_MAR01169		ENSG00000115159	Glycolysis / Gluconeogenesis	Liver_MAM01802m + Liver_MAM02914c => Liver_MAM01690c + Liver_MAM01803m	FAD + sn-glycerol-3-phosphate => DHAP + FADH2	0	1000	"{'Liver_MAM01690c': 1.0, 'Liver_MAM01802m': -1.0, 'Liver_MAM01803m': 1.0, 'Liver_MAM02914c': -1.0}"	"['Liver_MAM01690c', 'Liver_MAM01802m', 'Liver_MAM01803m', 'Liver_MAM02914c']"	"[1.0, -1.0, 1.0, -1.0]"	PMID: 31699973
Heart_MAR01169		ENSG00000115159	Glycolysis / Gluconeogenesis	Heart_MAM01802m + Heart_MAM02914c => Heart_MAM01690c + Heart_MAM01803m	FAD + sn-glycerol-3-phosphate => DHAP + FADH2	0	1000	"{'Heart_MAM01690c': 1.0, 'Heart_MAM01802m': -1.0, 'Heart_MAM01803m': 1.0, 'Heart_MAM02914c': -1.0}"	"['Heart_MAM01690c', 'Heart_MAM01802m', 'Heart_MAM01803m', 'Heart_MAM02914c']"	"[1.0, -1.0, 1.0, -1.0]"	PMID: 31699973
Kidney_MAR01169		ENSG00000115159	Glycolysis / Gluconeogenesis	Kidney_MAM01802m + Kidney_MAM02914c => Kidney_MAM01690c + Kidney_MAM01803m	FAD + sn-glycerol-3-phosphate => DHAP + FADH2	0	1000	"{'Kidney_MAM01690c': 1.0, 'Kidney_MAM01802m': -1.0, 'Kidney_MAM01803m': 1.0, 'Kidney_MAM02914c': -1.0}"	"['Kidney_MAM01690c', 'Kidney_MAM01802m', 'Kidney_MAM01803m', 'Kidney_MAM02914c']"	"[1.0, -1.0, 1.0, -1.0]"	PMID: 31699973
Liver_MAR05015			Transport reactions	Liver_MAM00157m + Liver_MAM02039i => Liver_MAM00157c + Liver_MAM02039m	(R)-3-hydroxybutanoate + H+ => (R)-3-hydroxybutanoate + H+	0	1000	"{'Liver_MAM02039m': 1.0, 'Liver_MAM02039i': -1.0, 'Liver_MAM00157c': 1.0, 'Liver_MAM00157m': -1.0}"	"['Liver_MAM02039m', 'Liver_MAM02039i', 'Liver_MAM00157c', 'Liver_MAM00157m']"	"[1.0, -1.0, 1.0, -1.0]"	PMID: 28178565
LiverBHB_Trans			Transport reactions	Liver_MAM00157e <=> MAM00157e	(R)-3-hydroxybutanoate <=> (R)-3-hydroxybutanoate	-1000	1000	"{'Liver_MAM00157e': -1.0, 'MAM00157e': 1.0}"	"['Liver_MAM00157e', 'MAM00157e']"	"[-1.0, 1.0]"	PMID: 28178565
LiverACAC_Trans			Transport reactions	Liver_MAM01253e <=> MAM01253e	acetoacetate <=> acetoacetate	-1000	1000	"{'Liver_MAM01253e': -1.0, 'MAM01253e': 1.0}"	"['Liver_MAM01253e', 'MAM01253e']"	"[-1.0, 1.0]"	PMID: 28178565
LiverACET_Trans			Transport reactions	Liver_MAM01256e <=> MAM01256e	acetone <=> acetone	-1000	1000	"{'Liver_MAM01256e': -1.0, 'MAM01256e': 1.0}"	"['Liver_MAM01256e', 'MAM01256e']"	"[-1.0, 1.0]"	PMID: 28178565
BrainBHB_Trans			Transport reactions	Brain_MAM00157e <=> MAM00157e	(R)-3-hydroxybutanoate <=> (R)-3-hydroxybutanoate	-1000	1000	"{'Brain_MAM00157e': -1.0, 'MAM00157e': 1.0}"	"['Brain_MAM00157e', 'MAM00157e']"	"[-1.0, 1.0]"	PMID: 28178565
BrainBHBACAC_Trans			Transport reactions	Brain_MAM01253e <=> MAM01253e	acetoacetate <=> acetoacetate	-1000	1000	"{'Brain_MAM01253e': -1.0, 'MAM01253e': 1.0}"	"['Brain_MAM01253e', 'MAM01253e']"	"[-1.0, 1.0]"	PMID: 28178565
DM_MAM00157e			Exchange/Demand reactions	MAM00157e => 	(R)-3-hydroxybutanoate => 	0	1000	{'MAM00157e': -1.0}	['MAM00157e']	[-1.0]	PMID: 36070684
DM_MAM01253e			Exchange/Demand reactions	MAM01253e => 	acetoacetate => 	0	1000	{'MAM01253e': -1.0}	['MAM01253e']	[-1.0]	PMID: 36070684
DM_MAM01256e			Exchange/Demand reactions	MAM01256e => 	acetone => 	0	1000	{'MAM01256e': -1.0}	['MAM01256e']	[-1.0]	PMID: 36070684
Liver_Trans_MAM03247e			Exchange/demand reactions	Liver_MAM03247e => MAM03247e	3-Methylhistidine => 3-Methylhistidine	0	1000	"{'Liver_MAM03247e': -1.0, 'MAM03247e': 1.0}"	"['Liver_MAM03247e', 'MAM03247e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM00648e			Exchange/demand reactions	Liver_MAM00648e => MAM00648e	2-hydroxybutyrate => 2-hydroxybutyrate	0	1000	"{'Liver_MAM00648e': -1.0, 'MAM00648e': 1.0}"	"['Liver_MAM00648e', 'MAM00648e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM00775e			Exchange/demand reactions	Liver_MAM00775e => MAM00775e	3-hydroxyanthranilate => 3-hydroxyanthranilate	0	1000	"{'Liver_MAM00775e': -1.0, 'MAM00775e': 1.0}"	"['Liver_MAM00775e', 'MAM00775e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM00784e			Exchange/demand reactions	Liver_MAM00784e => MAM00784e	3-hydroxyisobutyrate => 3-hydroxyisobutyrate	0	1000	"{'Liver_MAM00784e': -1.0, 'MAM00784e': 1.0}"	"['Liver_MAM00784e', 'MAM00784e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01033e			Exchange/demand reactions	Liver_MAM01033e => MAM01033e	4-pyridoxate => 4-pyridoxate	0	1000	"{'Liver_MAM01033e': -1.0, 'MAM01033e': 1.0}"	"['Liver_MAM01033e', 'MAM01033e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01252e			Exchange/demand reactions	MAM01252e => Liver_MAM01252e	acetate => acetate	0	1000	"{'Liver_MAM01252e': 1.0, 'MAM01252e': -1.0}"	"['Liver_MAM01252e', 'MAM01252e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM01580e			Exchange/demand reactions	Liver_MAM01580e => MAM01580e	cis-aconitate => cis-aconitate	0	1000	"{'Liver_MAM01580e': -1.0, 'MAM01580e': 1.0}"	"['Liver_MAM01580e', 'MAM01580e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01313e			Exchange/demand reactions	Liver_MAM01313e => MAM01313e	allantoin => allantoin	0	1000	"{'Liver_MAM01313e': -1.0, 'MAM01313e': 1.0}"	"['Liver_MAM01313e', 'MAM01313e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01370e			Exchange/demand reactions	Liver_MAM01370e => MAM01370e	aspartate => aspartate	0	1000	"{'Liver_MAM01370e': -1.0, 'MAM01370e': 1.0}"	"['Liver_MAM01370e', 'MAM01370e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01633e			Exchange/demand reactions	Liver_MAM01633e => MAM01633e	D-3-amino-isobutanoate => D-3-amino-isobutanoate	0	1000	"{'Liver_MAM01633e': -1.0, 'MAM01633e': 1.0}"	"['Liver_MAM01633e', 'MAM01633e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01410e			Exchange/demand reactions	MAM01410e => Liver_MAM01410e	butyrate => butyrate	0	1000	"{'Liver_MAM01410e': 1.0, 'MAM01410e': -1.0}"	"['Liver_MAM01410e', 'MAM01410e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM01423e			Exchange/demand reactions	Liver_MAM01423e => MAM01423e	carnosine => carnosine	0	1000	"{'Liver_MAM01423e': -1.0, 'MAM01423e': 1.0}"	"['Liver_MAM01423e', 'MAM01423e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01619e			Exchange/demand reactions	Liver_MAM01619e => MAM01619e	creatine => creatine	0	1000	"{'Liver_MAM01619e': -1.0, 'MAM01619e': 1.0}"	"['Liver_MAM01619e', 'MAM01619e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01621e			Exchange/demand reactions	Liver_MAM01621e => MAM01621e	creatinine => creatinine	0	1000	"{'Liver_MAM01621e': -1.0, 'MAM01621e': 1.0}"	"['Liver_MAM01621e', 'MAM01621e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01630e			Exchange/demand reactions	Liver_MAM01630e => MAM01630e	cytidine => cytidine	0	1000	"{'Liver_MAM01630e': -1.0, 'MAM01630e': 1.0}"	"['Liver_MAM01630e', 'MAM01630e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM00745e			Exchange/demand reactions	MAM00745e => Liver_MAM00745e	"3alpha,12alpha-dihydroxy-5beta-cholanate => 3alpha,12alpha-dihydroxy-5beta-cholanate"	0	1000	"{'Liver_MAM00745e': 1.0, 'MAM00745e': -1.0}"	"['Liver_MAM00745e', 'MAM00745e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM01673e			Exchange/demand reactions	MAM01673e => Liver_MAM01673e	deoxyuridine => deoxyuridine	0	1000	"{'Liver_MAM01673e': 1.0, 'MAM01673e': -1.0}"	"['Liver_MAM01673e', 'MAM01673e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM01708e			Exchange/demand reactions	Liver_MAM01708e => MAM01708e	dimethylglycine => dimethylglycine	0	1000	"{'Liver_MAM01708e': -1.0, 'MAM01708e': 1.0}"	"['Liver_MAM01708e', 'MAM01708e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01862e			Exchange/demand reactions	MAM01862e => Liver_MAM01862e	fumarate => fumarate	0	1000	"{'Liver_MAM01862e': 1.0, 'MAM01862e': -1.0}"	"['Liver_MAM01862e', 'MAM01862e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM01965e			Exchange/demand reactions	Liver_MAM01965e => MAM01965e	glucose => glucose	0	1000	"{'Liver_MAM01965e': -1.0, 'MAM01965e': 1.0}"	"['Liver_MAM01965e', 'MAM01965e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01974e			Exchange/demand reactions	Liver_MAM01974e => MAM01974e	glutamate => glutamate	0	1000	"{'Liver_MAM01974e': -1.0, 'MAM01974e': 1.0}"	"['Liver_MAM01974e', 'MAM01974e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01982e			Exchange/demand reactions	Liver_MAM01982e => MAM01982e	glycerate => glycerate	0	1000	"{'Liver_MAM01982e': -1.0, 'MAM01982e': 1.0}"	"['Liver_MAM01982e', 'MAM01982e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM00913e			Exchange/demand reactions	Liver_MAM00913e => MAM00913e	3-phospho-D-glycerate => 3-phospho-D-glycerate	0	1000	"{'Liver_MAM00913e': -1.0, 'MAM00913e': 1.0}"	"['Liver_MAM00913e', 'MAM00913e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM01988e			Exchange/demand reactions	MAM01988e => Liver_MAM01988e	glycocholate => glycocholate	0	1000	"{'Liver_MAM01988e': 1.0, 'MAM01988e': -1.0}"	"['Liver_MAM01988e', 'MAM01988e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM02133e			Exchange/demand reactions	Liver_MAM02133e => MAM02133e	homocysteine => homocysteine	0	1000	"{'Liver_MAM02133e': -1.0, 'MAM02133e': 1.0}"	"['Liver_MAM02133e', 'MAM02133e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02135e			Exchange/demand reactions	Liver_MAM02135e => MAM02135e	homogentisate => homogentisate	0	1000	"{'Liver_MAM02135e': -1.0, 'MAM02135e': 1.0}"	"['Liver_MAM02135e', 'MAM02135e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02157e			Exchange/demand reactions	MAM02157e => Liver_MAM02157e	hypotaurine => hypotaurine	0	1000	"{'MAM02157e': -1.0, 'Liver_MAM02157e': 1.0}"	"['MAM02157e', 'Liver_MAM02157e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02171e			Exchange/demand reactions	Liver_MAM02171e => MAM02171e	inositol => inositol	0	1000	"{'Liver_MAM02171e': -1.0, 'MAM02171e': 1.0}"	"['Liver_MAM02171e', 'MAM02171e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02184e			Exchange/demand reactions	Liver_MAM02184e => MAM02184e	isoleucine => isoleucine	0	1000	"{'Liver_MAM02184e': -1.0, 'MAM02184e': 1.0}"	"['Liver_MAM02184e', 'MAM02184e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02360e			Exchange/demand reactions	Liver_MAM02360e => MAM02360e	leucine => leucine	0	1000	"{'Liver_MAM02360e': -1.0, 'MAM02360e': 1.0}"	"['Liver_MAM02360e', 'MAM02360e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02402e			Exchange/demand reactions	MAM02402e => Liver_MAM02402e	lithocholate => lithocholate	0	1000	"{'Liver_MAM02402e': 1.0, 'MAM02402e': -1.0}"	"['Liver_MAM02402e', 'MAM02402e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM02439e			Exchange/demand reactions	MAM02439e => Liver_MAM02439e	malate => malate	0	1000	"{'Liver_MAM02439e': 1.0, 'MAM02439e': -1.0}"	"['Liver_MAM02439e', 'MAM02439e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM02479e			Exchange/demand reactions	MAM02479e => Liver_MAM02479e	methylmalonate => methylmalonate	0	1000	"{'Liver_MAM02479e': 1.0, 'MAM02479e': -1.0}"	"['Liver_MAM02479e', 'MAM02479e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM02532e			Exchange/demand reactions	MAM02532e => Liver_MAM02532e	N-acetyl-L-aspartate => N-acetyl-L-aspartate	0	1000	"{'Liver_MAM02532e': 1.0, 'MAM02532e': -1.0}"	"['Liver_MAM02532e', 'MAM02532e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM02413e			Exchange/demand reactions	Liver_MAM02413e => MAM02413e	L-pipecolate => L-pipecolate	0	1000	"{'Liver_MAM02413e': -1.0, 'MAM02413e': 1.0}"	"['Liver_MAM02413e', 'MAM02413e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02772e			Exchange/demand reactions	MAM02772e => Liver_MAM02772e	propanoate => propanoate	0	1000	"{'Liver_MAM02772e': 1.0, 'MAM02772e': -1.0}"	"['Liver_MAM02772e', 'MAM02772e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM02657e			Exchange/demand reactions	MAM02657e => Liver_MAM02657e	O-propanoylcarnitine => O-propanoylcarnitine	0	1000	"{'Liver_MAM02657e': 1.0, 'MAM02657e': -1.0}"	"['Liver_MAM02657e', 'MAM02657e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM02896e			Exchange/demand reactions	Liver_MAM02896e => MAM02896e	serine => serine	0	1000	"{'Liver_MAM02896e': -1.0, 'MAM02896e': 1.0}"	"['Liver_MAM02896e', 'MAM02896e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02943e			Exchange/demand reactions	MAM02943e => Liver_MAM02943e	succinate => succinate	0	1000	"{'MAM02943e': -1.0, 'Liver_MAM02943e': 1.0}"	"['MAM02943e', 'Liver_MAM02943e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02961e			Exchange/demand reactions	Liver_MAM02961e => MAM02961e	taurine => taurine	0	1000	"{'Liver_MAM02961e': -1.0, 'MAM02961e': 1.0}"	"['Liver_MAM02961e', 'MAM02961e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02964e			Exchange/demand reactions	MAM02964e => Liver_MAM02964e	taurodeoxycholate => taurodeoxycholate	0	1000	"{'Liver_MAM02964e': 1.0, 'MAM02964e': -1.0}"	"['Liver_MAM02964e', 'MAM02964e']"	"[1.0, -1.0]"	PMID: 36070684
Liver_Trans_MAM02993e			Exchange/demand reactions	Liver_MAM02993e => MAM02993e	threonine => threonine	0	1000	"{'Liver_MAM02993e': -1.0, 'MAM02993e': 1.0}"	"['Liver_MAM02993e', 'MAM02993e']"	"[-1.0, 1.0]"	PMID: 36070684
Liver_Trans_MAM02996e			Exchange/demand reactions	MAM02996e => Liver_MAM02996e	thymidine => thymidine	0	1000	"{'Liver_MAM02996e': 1.0, 'MAM02996e': -1.0}"	"['Liver_MAM02996e', 'MAM02996e']"	"[1.0, -1.0]"	PMID: 36070684
