cellLine	TP	TN	FP	FN	accuracy	sensitivity	specificity	F1	MCC
ACH-001322	114	2321	168	169	0.878427128427128	0.402826855123675	0.932503013258337	0.40353982300885	0.335856437357576
ACH-001650	108	2319	179	166	0.875541125541126	0.394160583941606	0.928342674139311	0.385026737967914	0.315937705655828
ACH-001302	103	2298	184	187	0.866161616161616	0.355172413793103	0.925866236905721	0.357019064124783	0.282333098457324
ACH-001645	98	2319	201	154	0.871933621933622	0.388888888888889	0.920238095238095	0.355716878402904	0.286477029850813
ACH-001568	119	2312	162	179	0.876984126984127	0.399328859060403	0.934518997574778	0.411053540587219	0.342623027495749
ACH-001750	106	2334	170	162	0.88023088023088	0.395522388059701	0.932108626198083	0.389705882352941	0.323364793434055
ACH-001277	112	2304	179	177	0.871572871572872	0.387543252595156	0.92790978654853	0.386206896551724	0.314493823381437
ACH-000484	100	2328	165	179	0.875901875901876	0.3584229390681	0.9338146811071	0.367647058823529	0.299019326869827
ACH-001275	108	2312	158	194	0.873015873015873	0.357615894039735	0.936032388663968	0.380281690140845	0.310633336781866
ACH-000516	96	2339	179	158	0.878427128427128	0.377952755905512	0.928911834789515	0.362948960302457	0.296152825801759
ACH-001183	87	2329	187	169	0.871572871572872	0.33984375	0.925675675675676	0.328301886792453	0.257572861408525
ACH-001303	110	2312	168	182	0.873737373737374	0.376712328767123	0.932258064516129	0.385964912280702	0.315764650258185
ACH-000206	115	2301	167	189	0.871572871572872	0.378289473684211	0.932333873581848	0.392491467576792	0.321084423202228
ACH-001067	105	2302	181	184	0.868326118326118	0.363321799307958	0.927104309303262	0.365217391304348	0.291769141993517
ACH-001458	130	2282	152	208	0.87012987012987	0.384615384615385	0.937551355792933	0.419354838709677	0.348718599982604
ACH-001336	98	2330	173	171	0.875901875901876	0.364312267657993	0.930882940471434	0.362962962962963	0.294221480750245
ACH-001283	108	2313	178	173	0.873376623376623	0.384341637010676	0.928542753914091	0.380952380952381	0.310449055390451
ACH-001280	115	2295	157	205	0.869408369408369	0.359375	0.935970636215334	0.388513513513513	0.317257081079232
ACH-000917	122	2330	134	186	0.884559884559885	0.396103896103896	0.945616883116883	0.432624113475177	0.370929861151511
ACH-001715	109	2318	167	178	0.875541125541126	0.379790940766551	0.932796780684105	0.387211367673179	0.318052803573612
ACH-001554	114	2312	162	184	0.875180375180375	0.38255033557047	0.934518997574778	0.397212543554007	0.328008718437989
ACH-001521	103	2307	176	186	0.869408369408369	0.356401384083045	0.929118002416432	0.362676056338028	0.290007775475184
ACH-000649	101	2318	172	181	0.872655122655123	0.358156028368794	0.930923694779117	0.363963963963964	0.293276595570033
ACH-001536	100	2316	170	186	0.871572871572872	0.34965034965035	0.931617055510861	0.359712230215827	0.288554233606975
ACH-001289	113	2326	154	179	0.87987012987013	0.386986301369863	0.937903225806452	0.404293381037567	0.338059762816009
ACH-001295	98	2322	206	146	0.873015873015873	0.401639344262295	0.918512658227848	0.357664233576642	0.290288814035867
ACH-001380	131	2265	176	200	0.864357864357864	0.395770392749245	0.927898402294142	0.410658307210031	0.334442197278674
ACH-001368	129	2320	140	183	0.883477633477634	0.413461538461538	0.943089430894309	0.444061962134251	0.380679865554143
ACH-000765	133	2300	157	182	0.877705627705628	0.422222222222222	0.936100936100936	0.439669421487603	0.371563328781868
ACH-001038	128	2303	159	182	0.876984126984127	0.412903225806452	0.935418359057677	0.428810720268007	0.360330574449834
ACH-001353	96	2308	186	182	0.867243867243867	0.345323741007194	0.92542101042502	0.342857142857143	0.26903354923427
ACH-001524	87	2348	185	152	0.878427128427128	0.364016736401674	0.926964074220292	0.340508806262231	0.274553154812568
ACH-001375	93	2324	195	160	0.871933621933622	0.367588932806324	0.922588328701866	0.343807763401109	0.273883382306855
ACH-001228	105	2339	165	163	0.881673881673882	0.391791044776119	0.934105431309904	0.390334572490706	0.324816953697224
ACH-001197	127	2306	161	178	0.877705627705628	0.416393442622951	0.934738548844751	0.428330522765599	0.360108070351107
ACH-000778	111	2309	163	189	0.873015873015873	0.37	0.934061488673139	0.386759581881533	0.316500776318916
ACH-000910	138	2302	134	198	0.88023088023088	0.410714285714286	0.944991789819376	0.453947368421053	0.39025197300472
ACH-001329	81	2351	201	139	0.877344877344877	0.368181818181818	0.921238244514107	0.322709163346614	0.258795118953614
ACH-001001	121	2309	150	192	0.876623376623377	0.386581469648562	0.938999593330622	0.414383561643836	0.346951746969682
ACH-000452	105	2348	164	155	0.884920634920635	0.403846153846154	0.934713375796178	0.396975425330813	0.333445583366175
ACH-000097	130	2294	170	178	0.874458874458874	0.422077922077922	0.931006493506494	0.427631578947368	0.357181863334556
ACH-000688	120	2301	160	191	0.873376623376623	0.385852090032154	0.934985778138968	0.406091370558376	0.336022677988886
ACH-001390	110	2259	168	235	0.854617604617605	0.318840579710145	0.930778739184178	0.353130016051364	0.274316548026971
ACH-001654	106	2332	181	153	0.879509379509379	0.409266409266409	0.927974532431357	0.388278388278388	0.322167906338502
ACH-001377	106	2343	156	167	0.883477633477634	0.388278388278388	0.937575030012005	0.396261682242991	0.331893866360188
ACH-000160	128	2304	162	178	0.877344877344877	0.418300653594771	0.934306569343066	0.429530201342282	0.361034384966723
ACH-000976	124	2302	157	189	0.875180375180375	0.396166134185303	0.936152907686051	0.417508417508417	0.34847099584913
ACH-000332	94	2338	191	149	0.877344877344877	0.386831275720165	0.924476077500988	0.356060606060606	0.289872227525417
ACH-001274	129	2298	154	191	0.875541125541126	0.403125	0.937194127243067	0.427860696517413	0.35918311689103
ACH-000935	119	2288	170	195	0.868326118326118	0.378980891719745	0.930838079739626	0.39469320066335	0.32131166306659
ACH-001413	101	2328	175	168	0.876262626262626	0.37546468401487	0.930083899320815	0.370642201834862	0.302071677764232
ACH-000428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ACH-000485	118	2312	173	169	0.876623376623377	0.411149825783972	0.930382293762575	0.408304498269896	0.339450006742481
ACH-001374	106	2273	167	226	0.858225108225108	0.319277108433735	0.93155737704918	0.350413223140496	0.273329651621943
ACH-001193	109	2304	161	198	0.870490620490621	0.355048859934853	0.934685598377282	0.377816291161178	0.306656563135101
ACH-000948	132	2322	130	188	0.885281385281385	0.4125	0.946982055464927	0.45360824742268	0.392667476972802
ACH-001212	100	2274	207	191	0.856421356421356	0.343642611683849	0.916565900846433	0.334448160535117	0.254157966554569
ACH-001647	126	2300	160	186	0.875180375180375	0.403846153846154	0.934959349593496	0.421404682274247	0.352015452396176
ACH-000362	131	2300	152	189	0.876984126984127	0.409375	0.938009787928222	0.434494195688226	0.366640429232971
ACH-001566	110	2315	183	164	0.874819624819625	0.401459854014599	0.926741393114492	0.388007054673721	0.318595510667484
ACH-000915	129	2299	157	187	0.875901875901876	0.408227848101266	0.936074918566775	0.428571428571429	0.359720059310434
ACH-001765	122	2323	156	171	0.882034632034632	0.416382252559727	0.937071399757967	0.427320490367776	0.361771145248789
ACH-000796	119	2318	152	183	0.879148629148629	0.394039735099338	0.938461538461538	0.415357766143106	0.348821921349842
ACH-001333	109	2310	172	181	0.872655122655123	0.375862068965517	0.930701047542305	0.381786339754816	0.310870682207325
ACH-001409	113	2248	169	242	0.851731601731602	0.31830985915493	0.930078609846918	0.354788069073783	0.274574185916773
ACH-001412	115	2325	166	166	0.88023088023088	0.409252669039146	0.933360096346849	0.409252669039146	0.342612765385995
ACH-000714	112	2324	162	174	0.878787878787879	0.391608391608392	0.934835076427997	0.4	0.332713224501667
ACH-000421	107	2327	188	150	0.878066378066378	0.416342412451362	0.925248508946322	0.38768115942029	0.321268292318149
ACH-000739	109	2319	152	192	0.875901875901876	0.362126245847176	0.938486442735735	0.387900355871886	0.320245708241437
ACH-001332	122	2262	173	215	0.86002886002886	0.362017804154303	0.928952772073922	0.386075949367089	0.308346835735911
ACH-001048	122	2306	168	176	0.875901875901876	0.409395973154362	0.932093775262732	0.414965986394558	0.345609572461246
ACH-000459	135	2249	168	220	0.86002886002886	0.380281690140845	0.930492345883326	0.410334346504559	0.332824563058417
ACH-000244	100	2297	174	201	0.864718614718615	0.332225913621262	0.929583164710644	0.347826086956522	0.272918404610346
ACH-000858	121	2320	152	179	0.880591630591631	0.403333333333333	0.938511326860841	0.422338568935428	0.356409448977015
ACH-000542	112	2307	186	167	0.872655122655123	0.401433691756272	0.925391095066185	0.388214904679376	0.317446284112879
ACH-001529	123	2299	145	205	0.873737373737374	0.375	0.940671031096563	0.412751677852349	0.345014773711354
ACH-000272	124	2317	153	178	0.880591630591631	0.410596026490066	0.938056680161943	0.42832469775475	0.36221783434664
ACH-000684	117	2257	195	203	0.856421356421356	0.365625	0.92047308319739	0.370253164556962	0.289271281556855
ACH-000365	132	2268	155	217	0.865800865800866	0.378223495702006	0.936029715229055	0.415094339622642	0.342188176538711
ACH-001500	124	2306	148	194	0.876623376623377	0.389937106918239	0.939690301548492	0.420338983050847	0.353117872202325
ACH-000809	121	2325	150	176	0.882395382395382	0.407407407407407	0.939393939393939	0.426056338028169	0.361164545586155
ACH-000896	127	2298	171	176	0.874819624819625	0.419141914191419	0.930741190765492	0.422628951747088	0.352449461576236
ACH-000793	132	2303	136	201	0.878427128427128	0.396396396396396	0.944239442394424	0.439267886855241	0.374743230563887
ACH-000334	124	2279	167	202	0.866883116883117	0.380368098159509	0.931725265739984	0.40194489465154	0.327990816556233
ACH-000769	125	2301	146	200	0.875180375180375	0.384615384615385	0.940335104209236	0.419463087248322	0.351993276883869
ACH-000855	124	2302	154	192	0.875180375180375	0.392405063291139	0.937296416938111	0.417508417508417	0.348825316515458
ACH-001550	123	2302	163	184	0.874819624819625	0.400651465798046	0.933874239350913	0.414839797639123	0.345122731996546
ACH-001454	113	2326	153	180	0.87987012987013	0.385665529010239	0.938281565147237	0.404293381037567	0.338154219194217
ACH-000905	112	2306	179	175	0.872294372294372	0.390243902439024	0.927967806841046	0.387543252595156	0.316271766778687
ACH-000760	116	2330	178	148	0.882395382395382	0.439393939393939	0.92902711323764	0.415770609318996	0.351225348703017
ACH-000943	140	2287	131	214	0.875541125541126	0.395480225988701	0.945822994210091	0.448	0.383555905501905
ACH-000681	107	2337	158	170	0.881673881673882	0.386281588447653	0.936673346693387	0.394833948339483	0.329394983662378
ACH-000335	117	2296	172	187	0.870490620490621	0.384868421052632	0.93030794165316	0.39460370994941	0.322274339927455
ACH-001532	110	2298	165	199	0.868686868686869	0.355987055016181	0.933008526187576	0.376712328767123	0.304247508114921
ACH-001496	137	2313	153	169	0.883838383838384	0.447712418300654	0.937956204379562	0.459731543624161	0.394885938042348
ACH-001415	127	2301	143	201	0.875901875901876	0.38719512195122	0.941489361702128	0.424749163879599	0.358047949180007
ACH-001205	108	2320	166	178	0.875901875901876	0.377622377622378	0.933226065969429	0.385714285714286	0.316818678042061
ACH-000336	122	2279	169	202	0.866161616161616	0.376543209876543	0.930964052287582	0.396747967479675	0.322309949303438
ACH-000552	117	2321	151	183	0.879509379509379	0.39	0.938915857605178	0.411971830985915	0.34576825117271
ACH-000601	126	2315	145	186	0.880591630591631	0.403846153846154	0.941056910569106	0.432246998284734	0.367029026912303
ACH-000406	139	2281	143	209	0.873015873015873	0.399425287356322	0.941006600660066	0.441269841269841	0.373131518372421
ACH-001523	119	2303	171	179	0.873737373737374	0.399328859060403	0.93088116410671	0.404761904761905	0.334193765576275
ACH-000576	106	2288	181	197	0.863636363636364	0.34983498349835	0.92669096800324	0.359322033898305	0.283213277341557
ACH-000411	119	2311	170	172	0.876623376623377	0.40893470790378	0.931479242241032	0.410344827586207	0.341452223084984
ACH-000711	124	2313	170	165	0.879148629148629	0.429065743944637	0.931534434152235	0.425385934819897	0.357881213940501
ACH-000633	124	2306	137	205	0.876623376623377	0.376899696048632	0.943921408104789	0.420338983050847	0.355286742081266
ACH-000721	124	2297	161	190	0.873376623376623	0.394904458598726	0.934499593165175	0.414023372287145	0.343735492373512
ACH-000878	118	2336	154	164	0.885281385281385	0.418439716312057	0.938152610441767	0.425992779783394	0.362361263269746
ACH-000528	118	2325	146	183	0.881313131313131	0.39202657807309	0.94091460946985	0.417699115044248	0.352875425829593
ACH-001522	109	2328	167	168	0.879148629148629	0.393501805054152	0.933066132264529	0.394213381555154	0.327093467765701
ACH-000361	114	2272	210	176	0.860750360750361	0.393103448275862	0.91539081385979	0.371335504885993	0.293879144176996
ACH-000773	110	2301	185	176	0.86976911976912	0.384615384615385	0.925583266291231	0.378657487091222	0.3059845315411
ACH-000450	124	2282	155	211	0.867965367965368	0.370149253731343	0.936397209684038	0.403908794788274	0.33211098242372
ACH-000604	120	2295	155	202	0.871212121212121	0.372670807453416	0.936734693877551	0.402010050251256	0.331637315698253
ACH-000367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ACH-000827	105	2321	203	143	0.875180375180375	0.423387096774194	0.919572107765452	0.377697841726619	0.311470750203284
ACH-001838	100	2335	167	170	0.878427128427128	0.37037037037037	0.933253397282174	0.37243947858473	0.305141870483665
ACH-000630	108	2314	154	196	0.873737373737374	0.355263157894737	0.937601296596434	0.381625441696113	0.312815689165798
ACH-000148	106	2339	159	168	0.882034632034632	0.386861313868613	0.936349079263411	0.393320964749536	0.328062592037892
ACH-001192	111	2331	171	159	0.880952380952381	0.411111111111111	0.931654676258993	0.402173913043478	0.336200824400892
ACH-000005	126	2297	148	201	0.874098124098124	0.385321100917431	0.939468302658487	0.419301164725458	0.35102953708451
ACH-001354	102	2316	163	191	0.872294372294372	0.348122866894198	0.934247680516337	0.365591397849462	0.295250991948503
ACH-001745	119	2325	150	178	0.881673881673882	0.400673400673401	0.939393939393939	0.420494699646643	0.355323708318356
ACH-000658	133	2286	145	208	0.872655122655123	0.390029325513196	0.940353763883176	0.429725363489499	0.361257486814211
ACH-001737	116	2240	168	248	0.84992784992785	0.318681318681319	0.930232558139535	0.358024691358025	0.277232208109368
ACH-000307	124	2321	157	170	0.882034632034632	0.421768707482993	0.936642453591606	0.431304347826087	0.3656502021153
ACH-000764	120	2293	155	204	0.870490620490621	0.37037037037037	0.936683006535948	0.400667779632721	0.330001923871672
ACH-000938	145	2267	146	214	0.87012987012987	0.403899721448468	0.9394944053046	0.446153846153846	0.376148099210688
ACH-000646	123	2256	148	245	0.858225108225108	0.334239130434783	0.938435940099834	0.384976525821596	0.311526563141575
ACH-000511	103	2340	172	157	0.881313131313131	0.396153846153846	0.931528662420382	0.385046728971963	0.319575982764091
ACH-001346	97	2339	173	163	0.878787878787879	0.373076923076923	0.931130573248408	0.366037735849057	0.299116843072612
ACH-000753	135	2286	146	205	0.873376623376623	0.397058823529412	0.939967105263158	0.434782608695652	0.366306423381518
ACH-000653	128	2300	172	172	0.875901875901876	0.426666666666667	0.93042071197411	0.426666666666667	0.357087378640777
ACH-001814	117	2265	175	215	0.859307359307359	0.352409638554217	0.92827868852459	0.375	0.296873232281127
ACH-000045	129	2289	149	205	0.872294372294372	0.38622754491018	0.938884331419196	0.42156862745098	0.352332167920762
ACH-000263	122	2269	163	218	0.862554112554113	0.358823529411765	0.932976973684211	0.3904	0.315171513677703
ACH-000983	137	2318	133	184	0.885642135642136	0.426791277258567	0.945736434108527	0.463620981387479	0.402028851643388
ACH-000914	139	2259	170	204	0.865079365079365	0.405247813411079	0.93001235076163	0.426380368098159	0.350777174175291
ACH-000768	134	2302	132	204	0.878787878787879	0.396449704142012	0.945768282662284	0.443708609271523	0.380180745135275
ACH-000547	110	2286	163	213	0.864357864357864	0.340557275541796	0.933442221314822	0.369127516778524	0.295040046264015
ACH-000311	118	2319	153	182	0.879148629148629	0.393333333333333	0.938106796116505	0.413309982486865	0.346695703160051
ACH-000738	116	2300	181	175	0.871572871572872	0.398625429553265	0.927045546150746	0.394557823129252	0.322755094172678
ACH-001211	117	2303	173	179	0.873015873015873	0.39527027027027	0.930129240710824	0.399317406143345	0.328350879655634
ACH-000120	94	2344	172	162	0.879509379509379	0.3671875	0.931637519872814	0.360153256704981	0.293738522777206
ACH-000887	114	2330	164	164	0.881673881673882	0.410071942446043	0.934242181234964	0.410071942446043	0.344314123681007
ACH-000433	104	2309	171	188	0.870490620490621	0.356164383561644	0.931048387096774	0.3668430335097	0.294947958527665
ACH-000881	113	2308	169	182	0.873376623376623	0.383050847457627	0.931772305207913	0.391681109185442	0.321156301048357
ACH-000833	121	2302	159	190	0.874098124098124	0.389067524115756	0.935392117025599	0.409475465313029	0.339815864433687
ACH-000953	126	2309	151	186	0.878427128427128	0.403846153846154	0.938617886178862	0.427843803056027	0.360898159088153
ACH-000053	122	2325	152	173	0.882756132756133	0.413559322033898	0.938635446104158	0.428822495606327	0.363902813288122
ACH-000153	109	2270	166	227	0.858225108225108	0.324404761904762	0.931855500821018	0.356792144026187	0.279778237304057
ACH-000481	107	2332	159	174	0.87987012987013	0.380782918149466	0.936170212765957	0.391224862888483	0.324790799467401
ACH-000262	119	2292	162	199	0.86976911976912	0.374213836477987	0.93398533007335	0.397328881469115	0.325418527364778
ACH-000331	103	2315	170	184	0.872294372294372	0.358885017421603	0.93158953722334	0.367857142857143	0.296994076751786
ACH-000832	123	2296	145	208	0.872655122655123	0.371601208459215	0.940598115526424	0.410684474123539	0.342566811678932
ACH-000851	139	2279	127	227	0.872294372294372	0.379781420765027	0.947215295095594	0.439873417721519	0.37583774479601
ACH-000402	120	2258	164	230	0.857864357864358	0.342857142857143	0.932287365813377	0.378548895899054	0.301368310305249
ACH-000255	105	2317	176	174	0.873737373737374	0.376344086021505	0.92940232651424	0.375	0.304778682343142
ACH-000926	106	2335	155	176	0.880591630591631	0.375886524822695	0.937751004016064	0.390423572744015	0.324644942109925
ACH-001408	97	2336	164	175	0.877705627705628	0.356617647058824	0.9344	0.363977485928705	0.296435472328435
ACH-000763	123	2305	149	195	0.875901875901876	0.386792452830189	0.939282803585982	0.416949152542373	0.349312580707702
ACH-000872	113	2293	185	181	0.867965367965368	0.384353741496599	0.925343018563358	0.381756756756757	0.307859811046027
ACH-000403	115	2326	164	167	0.880591630591631	0.407801418439716	0.934136546184739	0.409982174688057	0.343564521021823
ACH-001740	111	2307	166	188	0.872294372294372	0.37123745819398	0.932875050545896	0.385416666666667	0.314562376128517
ACH-000673	93	2342	185	152	0.878427128427128	0.379591836734694	0.926790660862683	0.355640535372849	0.289520281777379
ACH-000096	101	2291	205	175	0.862914862914863	0.365942028985507	0.91786858974359	0.347079037800687	0.271174109491301
ACH-001369	104	2275	181	212	0.858225108225108	0.329113924050633	0.926302931596091	0.346089850249584	0.267267994002284
ACH-000906	115	2300	175	182	0.871212121212121	0.387205387205387	0.929292929292929	0.391822827938671	0.319843362888222
ACH-000732	110	2301	164	197	0.86976911976912	0.358306188925081	0.933468559837728	0.378657487091222	0.306798940080025
ACH-000315	119	2287	178	188	0.867965367965368	0.387622149837134	0.927789046653144	0.394039735099338	0.32002870130926
ACH-000113	125	2305	147	195	0.876623376623377	0.390625	0.940048939641109	0.422297297297297	0.355206361684722
ACH-000932	139	2298	148	187	0.879148629148629	0.426380368098159	0.939493049877351	0.453507340946166	0.386868829113462
ACH-000496	108	2324	156	184	0.877344877344877	0.36986301369863	0.937096774193548	0.388489208633094	0.321020689141593
ACH-001053	109	2311	168	184	0.873015873015873	0.372013651877133	0.932230738200887	0.382456140350877	0.311902957729311
ACH-000988	110	2346	162	154	0.886002886002886	0.416666666666667	0.935406698564593	0.41044776119403	0.347411703373486
ACH-000222	127	2289	160	196	0.871572871572872	0.393188854489164	0.934667211106574	0.416393442622951	0.345282630540122
ACH-000713	131	2302	145	194	0.877705627705628	0.403076923076923	0.940743767879036	0.435940099833611	0.369414418618566
ACH-000339	132	2298	153	189	0.876623376623377	0.411214953271028	0.937576499388005	0.435643564356436	0.367476594443769
ACH-000663	112	2298	160	202	0.869408369408369	0.356687898089172	0.934906427990236	0.382252559726962	0.31065645071016
