Met_id	Met_old_id	Met_name	Met_compartment	Met_charge	Met_formula
MAM03037luLI	4hpro_LT[luLI]	4-Hydroxyproline	luLI	0	C5H9NO3
MAM01013luLI	4mop[luLI]	Ketoleucine	luLI	-1	C6H9O3
MAM02182luLI	4mptnl[luLI]	4-Methylpentanal	luLI	0	C6H12O
MAM03277luLI	4ohbut[luLI]	Gamma Hydroxybutyric Acid	luLI	-1	C4H7O3
MAM01033luLI	4pyrdx[luLI]	4-Pyridoxic acid	luLI	0	C8H9NO4
MAM01922luLI	4tmeabutn[luLI]	4-Trimethylammoniobutanoic acid	luLI	0	C7H15NO2
MAM01705luLI	56dthm[luLI]	Dihydrothymine	luLI	0	C5H8N2O2
MAM01052luLI	56dura[luLI]	Dihydrouracil	luLI	0	C4H6N2O2
MAM01042luLI	5HPET[luLI]	5(S)-Hydroperoxyeicosatetraenoic acid	luLI	-1	C20H31O4
MAM01073luLI	5a2opntn[luLI]	5-Amino-2-oxopentanoic acid	luLI	0	C5H9NO3
MAM01069luLI	5adtststerone[luLI]	Dihydrotestosterone	luLI	0	C19H30O2
MAM01070luLI	5adtststeroneglc[luLI]	5-alpha-Dihydrotestosterone glucuronide	luLI	0	C25H38O8
MAM01071luLI	5adtststerones[luLI]	5a-Dihydrotestosterone sulfate	luLI	-1	C19H29O5S
MAM01074luLI	5aop[luLI]	5-Aminolevulinic acid	luLI	0	C5H9NO3
MAM03281luLI	5cysdopa[luLI]	5-S-Cysteinyldopamine	luLI	1	C11H17N2O4S
MAM03282luLI	5cysgly34dhphe[luLI]	5-S-Cysteinylglycine Dopa	luLI	0	C14H19N3O7S
MAM03283luLI	5eipenc[luLI]	"""5,8,11,14,17-Eicosapentenoic Acid"""	luLI	-1	C20H29O2
MAM01100luLI	5fthf[luLI]	Folinic acid	luLI	-2	C20H21N7O7
MAM01101luLI	5g2oxpt[luLI]	2-Oxoarginine	luLI	0	C6H11N3O3
MAM01103luLI	5hoxindoa[luLI]	5-Hydroxyindoleacetic acid	luLI	-1	C10H8NO3
MAM01107luLI	5htrp[luLI]	5-Hydroxy-L-tryptophan	luLI	0	C11H12N2O3
MAM01116luLI	5mta[luLI]	5'-Methylthioadenosine	luLI	0	C11H15N5O3S
MAM03287luLI	5ohhexa[luLI]	5-Hydroxyhexanoic Acid	luLI	-1	C6H11O3
MAM01158luLI	6htststerone[luLI]	6beta-Hydroxytestosterone	luLI	0	C19H28O3
MAM03310luLI	7dhcdchol[luLI]	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	luLI	-1	C24H37O4
MAM03311luLI	7dhchol[luLI]	"""7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid"""	luLI	-1	C24H37O5
MAM02805luLI	7dhchsterol[luLI]	7-Dehydrocholesterol	luLI	0	C27H44O
MAM03313luLI	7klitchol[luLI]	7-Ketolithocholate	luLI	-1	C24H37O4
MAM03315luLI	9_cis_retfa[luLI]	Fatty Acid 9-Cis-Retinol	luLI	0	C20H29OFULLR2CO
MAM00169luLI	C02356[luLI]	L-Alpha-aminobutyric acid	luLI	0	C4H9NO2
MAM03151luLI	C02470[luLI]	Xanthurenic acid	luLI	-1	C10H6NO4
MAM01435luLI	C02528[luLI]	Chenodeoxycholic acid	luLI	-1	C24H39O4
MAM02540luLI	C02712[luLI]	N-Acetyl-L-methionine	luLI	-1	C7H12NO3S
MAM00337luLI	C04717[luLI]	13-L-Hydroperoxylinoleic acid	luLI	-1	C18H30O4
MAM01040luLI	C04805[luLI]	5-HETE	luLI	-1	C20H31O3
MAM00650luLI	C05298[luLI]	2-Hydroxyestrone	luLI	0	C18H22O3
MAM00660luLI	C05299[luLI]	2-Methoxyestrone	luLI	0	C19H24O3
MAM00400luLI	C05300[luLI]	16a-Hydroxyestrone	luLI	0	C18H22O3
MAM00649luLI	C05301[luLI]	2-Hydroxyestradiol	luLI	0	C18H24O3
MAM00659luLI	C05302[luLI]	2-Methoxyestradiol	luLI	0	C19H26O3
MAM03125luLI	C05767[luLI]	Uroporphyrin I	luLI	-8	C40H30N4O16
MAM01604luLI	C05770[luLI]	Coproporphyrin III	luLI	-4	C36H34N4O8
MAM02796luLI	C05957[luLI]	Prostaglandin J2	luLI	-1	C20H29O4
MAM02396luLI	C06315[luLI]	Lipoxin B4	luLI	-1	C20H31O5
MAM02875luLI	C09642[luLI]	(R)-Salsolinol	luLI	1	C10H14NO2
MAM02752luLI	C10164[luLI]	Picolinic acid	luLI	-1	C6H4NO2
MAM01335luLI	C11695[luLI]	Anandamide	luLI	0	C22H37NO2
MAM00635luLI	C13856[luLI]	2-Arachidonylglycerol	luLI	0	C23H38O4
MAM01054luLI	C14768[luLI]	"""5,6-Epoxy-8,11,14-eicosatrienoic acid"""	luLI	-1	C20H31O3
MAM01209luLI	C14769[luLI]	"""8,9-Epoxyeicosatrienoic acid"""	luLI	-1	C20H31O3
MAM00279luLI	C14770[luLI]	"""11,12-Epoxyeicosatrienoic acid"""	luLI	-1	C20H31O3
MAM00366luLI	C14771[luLI]	"""14,15-Epoxy-5,8,11-eicosatrienoic acid"""	luLI	-1	C20H31O3
MAM01216luLI	C14825[luLI]	"""9,10-Epoxyoctadecenoic acid"""	luLI	-1	C18H31O3
MAM00305luLI	C14826[luLI]	"""12,13-EpOME"""	luLI	-1	C18H31O3
MAM01315luLI	CE0074[luLI]	Alloxan	luLI	-2	C4N2O4
MAM02441luLI	CE0737[luLI]	Malondialdehyde	luLI	-1	C3H3O2
MAM01168luLI	CE0955[luLI]	6-Keto-prostaglandin F1a	luLI	-1	C20H33O6
MAM00308luLI	CE1243[luLI]	"""(12S)-12-hydroxyheptadeca-5,8,10-trienoic acid (12S-HHT)"""	luLI	-1	C17H26O3
MAM01134luLI	CE1261[luLI]	5-S-Cysteinyldopa	luLI	0	C12H16N2O6S
MAM02534luLI	CE1310[luLI]	N-Acetyl-L-Cysteine	luLI	-1	C5H8NO3S
MAM02134luLI	CE1401[luLI]	Homocysteine Thiolactone	luLI	1	C4H8NOS
MAM00293luLI	CE1447[luLI]	11-Dehydrothromboxane B2	luLI	-1	C20H31O6
MAM02531luLI	CE1556[luLI]	N-Acetyl-L-Asparagine	luLI	-1	C6H9N2O4
MAM01231luLI	CE1617[luLI]	9-Cis-Retinoate	luLI	-1	C20H27O2
MAM01110luLI	CE1918[luLI]	5-Hydroxytryptophol	luLI	0	C10H11NO2
MAM02925luLI	CE1935[luLI]	Spermine Monoaldehyde	luLI	3	C10H26N3O
MAM02924luLI	CE1936[luLI]	Spermine Dialdehyde	luLI	2	C10H22N2O2
MAM02921luLI	CE1939[luLI]	Spermidine Monoaldehyde 1	luLI	2	C7H18N2O
MAM02922luLI	CE1940[luLI]	Spermidine Monoaldehyde 2	luLI	2	C7H18N2O
MAM02920luLI	CE1943[luLI]	Spermidine Dialdehyde	luLI	1	C7H14NO2
MAM00825luLI	CE2026[luLI]	3-Methylcrotonoylglycine	luLI	-1	C7H10NO3
MAM01392luLI	CE2028[luLI]	3-Hydroxyisovaleric acid	luLI	-1	C5H8O3
MAM01154luLI	CE2172[luLI]	Norsalsolinol	luLI	1	C9H12NO2
MAM00830luLI	CE2176[luLI]	3-Methoxytyrosine	luLI	0	C10H13NO4
MAM01584luLI	CE2510[luLI]	Eicosenoic acid	luLI	0	C20H37O2
MAM02823luLI	CE2705[luLI]	Dihydrobiopterin	luLI	0	C9H13N5O3
MAM02654luLI	CE2934[luLI]	2-Methylhippuric acid	luLI	0	C10H10NO3
MAM03569luLI	eidi1114ac[luLI]	Eicosadienoic acid	luLI	-1	C20H35O2
MAM02603luLI	CE4890[luLI]	(S)-N-Methylsalsolinol	luLI	1	C11H16NO2
MAM02190luLI	CE4968[luLI]	Isovalerylglycine	luLI	-1	C7H12NO3
MAM02181luLI	CE4969[luLI]	Isobutyrylglycine	luLI	-1	C6H10NO3
MAM00664luLI	CE4970[luLI]	2-Methylbutyrylglycine	luLI	-1	C7H12NO3
MAM01138luLI	CE5025[luLI]	5-S-Glutathionyl-Dopamine	luLI	0	C18H26N4O8S
MAM01139luLI	CE5026[luLI]	5-S-Glutathionyl-L-Dopa	luLI	-1	C19H25N4O10S
MAM00384luLI	CE5304[luLI]	15-deoxy-PGD2	luLI	0	C20H29O4
MAM00231luLI	CE5629[luLI]	"""1,2-Dehydrosalsolinol"""	luLI	0	C10H11NO2
MAM01337luLI	CE6031[luLI]	Androsterone Sulfate	luLI	-1	C19H29O5S
MAM01113luLI	CE6205[luLI]	5-Methoxytryptophol	luLI	0	C11H13NO2
MAM00376luLI	CE7082[luLI]	"""15S-hydroxy-5Z,8Z,11Z,13E,17Z-eicosapentaenoic acid"""	luLI	0	C20H29O3
MAM02365luLI	CE7083[luLI]	Leukotriene B5	luLI	-1	C20H29O4
MAM01039luLI	CE7085[luLI]	"""(+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid"""	luLI	-1	C20H29O3
MAM00365luLI	CE7172[luLI]	"""14,15-Dihete"""	luLI	-1	C20H31O4
MAM02042luLI	HC00250[luLI]	Hydrogen sulfide	luLI	-1	HS
MAM01580luLI	HC00342[luLI]	cis-Aconitic acid	luLI	-3	C6H3O6
MAM02479luLI	HC00900[luLI]	Methylmalonic acid	luLI	-2	C4H4O4
MAM01913luLI	HC01444[luLI]	Galactosylglycerol	luLI	0	C9H18O8
MAM01504luLI	HC02020[luLI]	CE(16:0)	luLI	0	C43H76O2
MAM02402luLI	HC02191[luLI]	Lithocholic acid	luLI	-1	C24H39O3
MAM02965luLI	HC02192[luLI]	Lithocholyltaurine	luLI	-1	C26H44NO5S
MAM02000luLI	HC02193[luLI]	Lithocholic acid glycine conjugate	luLI	-1	C26H42NO4
MAM03129luLI	HC02194[luLI]	Ursodeoxycholic acid	luLI	-1	C24H39O4
MAM02966luLI	HC02195[luLI]	Tauroursodeoxycholate	luLI	0	C26H45NO6S
MAM02004luLI	HC02196[luLI]	Glycoursodeoxycholic acid	luLI	0	C26H43NO5
MAM02951luLI	HC02197[luLI]	Sulfolithocholylglycine	luLI	-2	C26H41NO7S
MAM02952luLI	HC02198[luLI]	Taurolithocholic acid 3-sulfate	luLI	-2	C26H43NO8S2
MAM02776luLI	HC02202[luLI]	Prostaglandin A1	luLI	-1	C20H31O4
MAM02777luLI	HC02203[luLI]	Prostaglandin A2	luLI	-1	C20H29O4
MAM02778luLI	HC02204[luLI]	Prostaglandin B1	luLI	-1	C20H31O4
MAM02779luLI	HC02205[luLI]	Prostaglandin B2	luLI	-1	C20H29O4
MAM02780luLI	HC02206[luLI]	Prostaglandin C1	luLI	-1	C20H31O4
MAM02781luLI	HC02207[luLI]	Prostaglandin-c2	luLI	-1	C20H29O4
MAM02787luLI	HC02213[luLI]	Prostaglandin E3	luLI	-1	C20H29O5
MAM02950luLI	HC02220[luLI]	Sulfochenodeoxycholate	luLI	-2	C24H38O7S
MAM02322luLI	L2aadp[luLI]	Aminoadipic acid	luLI	-1	C6H10NO4
MAM03394luLI	Lhcystin[luLI]	L-Homocystine	luLI	0	C8H16N2O4S2
MAM02319luLI	Lkynr[luLI]	L-Kynurenine	luLI	0	C10H12N2O3
MAM02413luLI	Lpipecol[luLI]	L-Pipecolic acid	luLI	0	C6H11NO2
MAM01111luLI	M01111[luLI]	5-L-Gamma-Glutamyl Amino Acid	luLI	0	C5H7NO3
MAM01966luLI	M01966[luLI]	"""Alpha-D-Glucose 1,6-bisphosphate"""	luLI	-3	C6H11O12P2
MAM01989luLI	M01989[luLI]	Deoxycholic acid glycine conjugate	luLI	0	C26H43NO5
MAM02503luLI	N1aspmd[luLI]	N1-Acetylspermidine	luLI	2	C9H23N3O
MAM02532luLI	Nacasp[luLI]	N-Acetyl-L-aspartic acid	luLI	-2	C6H7NO5
MAM00981luLI	T4hcinnm[luLI]	4-Hydroxycinnamic acid	luLI	-1	C9H7O3
MAM01332luLI	aact[luLI]	Aminoacetone	luLI	1	C3H8NO
MAM02338luLI	abt[luLI]	L-Arabitol	luLI	0	C5H12O5
MAM03396luLI	abt_D[luLI]	D-Arabitol	luLI	0	C5H12O5
MAM01256luLI	acetone[luLI]	Acetone	luLI	0	C3H6O
MAM03397luLI	acgly[luLI]	Acetyl-Glycine	luLI	-1	C4H6NO3
MAM01260luLI	ach[luLI]	Acetylcholine	luLI	1	C7H16NO2
MAM03398luLI	achom_L[luLI]	Acetylhomoserine	luLI	-1	C6H10NO4
MAM03399luLI	acile_L[luLI]	Acetyl Isoleucine	luLI	-1	C8H14NO3
MAM03400luLI	acleu_L[luLI]	N-Acetylleucine	luLI	-1	C8H14NO3
MAM03401luLI	aclys[luLI]	Acetyl-L-Lysine	luLI	0	C8H16N2O3
MAM02546luLI	acorn[luLI]	N-Acetylornithine	luLI	0	C7H14N2O3
MAM03406luLI	acthr_L[luLI]	Acetyl-Threonine	luLI	-1	C6H10NO4
MAM03407luLI	actyr[luLI]	N-Acetyl-Tyrosine	luLI	-1	C11H12NO4
MAM03408luLI	adpac[luLI]	Adipic acid	luLI	-2	C6H8O4
MAM03410luLI	adpoh[luLI]	2-Hydroxyadipic Acid	luLI	-2	C6H8O5
MAM01291luLI	adrn[luLI]	Adrenic acid	luLI	-1	C22H35O2
MAM01290luLI	adrnl[luLI]	Epinephrine	luLI	1	C9H14NO3
MAM01303luLI	agm[luLI]	Agmatine	luLI	2	C5H16N4
MAM01304luLI	aicar[luLI]	AICAR	luLI	-2	C9H13N4O8P
MAM01309luLI	aldstrn[luLI]	Aldosterone	luLI	0	C21H28O5
MAM02870luLI	ametam[luLI]	S-Adenosylmethioninamine	luLI	2	C14H24N6O3S
MAM03433luLI	and19one[luLI]	"""19-Hydroxyandrost-4-Ene-3,17-Dione"""	luLI	0	C19H26O3
MAM01064luLI	andrstandn[luLI]	Androstanedione	luLI	0	C19H28O2
MAM00971luLI	andrstndn[luLI]	Androstenedione	luLI	0	C19H26O2
MAM01338luLI	andrstrn[luLI]	Androsterone	luLI	0	C19H30O2
MAM01339luLI	andrstrnglc[luLI]	Androsterone glucuronide	luLI	0	C25H38O8
MAM01342luLI	anth[luLI]	2-Aminobenzoic acid	luLI	-1	C7H6NO2
MAM01344luLI	antipyrene[luLI]	Antipyrine	luLI	0	C11H12N2O
MAM01326luLI	apnnox[luLI]	Alpha-Pinene-oxide	luLI	0	C10H16O
MAM00002luLI	appnn[luLI]	(+)-a-Pinene	luLI	0	C10H16
MAM00580luLI	aprgstrn[luLI]	20a-Dihydroprogesterone	luLI	0	C21H32O2
MAM01362luLI	arachd[luLI]	Arachidonic acid	luLI	-1	C20H31O2
MAM03434luLI	aracheth[luLI]	O-Arachidonoyl Ethanolamine	luLI	1	C22H38NO2
MAM01640luLI	arg_D[luLI]	D-Arginine	luLI	1	C6H15N4O2
MAM01366luLI	argsuc[luLI]	Argininosuccinic acid	luLI	-1	C10H17N4O6
MAM01368luLI	ascb_L[luLI]	Ascorbic acid	luLI	-1	C6H7O6
MAM01641luLI	asp_D[luLI]	D-Aspartate	luLI	-1	C4H6NO4
MAM02123luLI	bgly[luLI]	Hippuric acid	luLI	-1	C9H8NO3
MAM01399luLI	biliverd[luLI]	Biliverdin	luLI	-2	C33H32N4O6
MAM03503luLI	ca24g[luLI]	"""Cholic acid-24glucuronide, CA-24G"""	luLI	-1	C30H47O11
MAM03504luLI	ca3s[luLI]	Cholic acid 3-sulfate	luLI	-2	C24H38O8S
MAM00923luLI	cala[luLI]	Ureidopropionic acid	luLI	-1	C4H7N2O3
MAM01419luLI	camp[luLI]	Cyclic AMP	luLI	-1	C10H11N5O6P
MAM02120luLI	caproic[luLI]	Caproate (6:0)	luLI	-1	C6H11O2
MAM01423luLI	carn[luLI]	Carnosine	luLI	0	C9H14N4O3
MAM01385luLI	caro[luLI]	B-Carotene	luLI	0	C40H56
MAM02559luLI	cbasp[luLI]	Ureidosuccinic acid	luLI	-2	C5H6N2O5
MAM03508luLI	cdca24g[luLI]	"""Chenodeoxycholic acid-24glucuronide, CDCA-24G"""	luLI	-1	C30H47O10
MAM03509luLI	cdca3g[luLI]	"""Chenodeoxycholic acid-3glucuronide, CDCA-3G"""	luLI	-1	C30H47O10
MAM02738luLI	cholp[luLI]	Phosphorylcholine	luLI	-1	C5H13NO4P
MAM01512luLI	chsterols[luLI]	Cholesterol sulfate	luLI	-1	C27H45O4S
MAM01588luLI	citr_L[luLI]	Citrulline	luLI	0	C6H13N3O3
MAM01741luLI	clpnd[luLI]	Docosapentaenoic acid	luLI	-1	C22H33O2
MAM01595luLI	co[luLI]	Carbon monoxide	luLI	0	CO
MAM01601luLI	coke[luLI]	Cocaine	luLI	0	C17H21NO4
MAM03512luLI	coprost[luLI]	Coprostanol	luLI	0	C27H48O
MAM01616luLI	cortsn[luLI]	Cortisone	luLI	0	C21H28O5
MAM01619luLI	creat[luLI]	Creatine	luLI	0	C4H9N3O2
MAM01621luLI	crtn[luLI]	Creatinine	luLI	0	C4H7N3O
MAM01615luLI	crtsl[luLI]	Cortisol	luLI	0	C21H30O5
MAM01614luLI	crtstrn[luLI]	Corticosterone	luLI	0	C21H30O4
MAM01689luLI	crvnc[luLI]	Docosahexaenoic acid	luLI	-1	C22H31O2
MAM01543luLI	cspg_d[luLI]	Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan	luLI	-7	C45H64N2O51S5X
MAM01554luLI	cspg_e[luLI]	"""Chondroitin Sulfate E (GalNac4,6Dis-Glca) Proteoglycan"""	luLI	-8	C45H63N2O54S6X
MAM02145luLI	cyan[luLI]	Hydrogen cyanide	luLI	0	CHN
MAM02349luLI	cyst_L[luLI]	L-Cystathionine	luLI	0	C7H14N2O4S
MAM01648luLI	dca[luLI]	Capric acid	luLI	-1	C10H19O2
MAM03536luLI	dca24g[luLI]	"""Deoxycholic acid-24glucuronide, CDA-24G"""	luLI	-1	C30H47O10
MAM03537luLI	dca3g[luLI]	Deoxycholic acid 3-glucuronide	luLI	-1	C30H47O10
MAM03538luLI	dca3s[luLI]	Deoxycholic acid 3-sulfate	luLI	-2	C24H38O7S
MAM00745luLI	dchac[luLI]	Deoxycholic acid	luLI	-1	C24H39O4
MAM01644luLI	dcmp[luLI]	dCMP	luLI	-2	C9H12N3O7P
MAM00094luLI	dcsptn1[luLI]	"""(4Z,7Z,10Z,13Z,16Z)-Docosa-4,7,10,13,16-Pentaenoic Acid"""	luLI	-1	C22H33O2
MAM01690luLI	dhap[luLI]	Dihydroxyacetone phosphate	luLI	-2	C3H5O6P
MAM01698luLI	dhbpt[luLI]	4a-Carbinolamine tetrahydrobiopterin	luLI	0	C9H13N5O3
MAM00758luLI	dhcholestanate[luLI]	"""3a,7a-Dihydroxycoprostanic acid"""	luLI	-1	C27H45O4
MAM01660luLI	dhea[luLI]	Dehydroepiandrosterone	luLI	0	C19H28O2
MAM01659luLI	dheas[luLI]	Dehydroepiandrosterone sulfate	luLI	-1	C19H27O5S
MAM03550luLI	didecaeth[luLI]	"""C12:0-Ethanolamide, Didecanoyl Ethanolamide"""	luLI	0	C14H29NO2
MAM03551luLI	diholineth[luLI]	Dihomo-Gamma-Linolenoyl Ethanolamide	luLI	0	C22H39NO2
MAM01696luLI	dlnlcg[luLI]	"""8,11,14-Eicosatrienoic acid"""	luLI	-1	C20H33O2
MAM01768luLI	dmantipyrine[luLI]	Demethylated antipyrine	luLI	0	C10H10N2O
MAM01708luLI	dmgly[luLI]	Dimethylglycine	luLI	0	C4H9NO2
MAM01583luLI	doco13ac[luLI]	Erucic acid	luLI	-1	C22H41O2
MAM03558luLI	docohxeth[luLI]	Docosahexaenoyl Ethanolamide	luLI	0	C24H37NO2
MAM01373luLI	docosac[luLI]	Behenic acid	luLI	-1	C22H43O2
MAM03560luLI	docosdiac[luLI]	Docosanedioicacid	luLI	-2	C22H40O4
MAM03561luLI	docteteth[luLI]	"""Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)"""	luLI	0	C24H41NO2
MAM03562luLI	dodecanac[luLI]	Dodecanedioic Acid	luLI	-2	C12H20O4
MAM01736luLI	dopa[luLI]	Dopamine	luLI	1	C8H12NO2
MAM03563luLI	dopa3glcur[luLI]	Dopamine-3-O-Glucuronide	luLI	0	C14H19NO8
MAM03564luLI	dopa4glcur[luLI]	Dopamine glucuronide	luLI	0	C14H19NO8
MAM03565luLI	dopa4sf[luLI]	Dopamine 4-sulfate	luLI	0	C8H11NO5S
MAM01737luLI	dopasf[luLI]	Dopamine 3-O-sulfate	luLI	0	C8H11NO5S
MAM01675luLI	dsmsterol[luLI]	Desmosterol	luLI	0	C27H44O
MAM01991luLI	dxtrn[luLI]	"""Phosphorylase-Limit Dextrin (Glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})"""	luLI	0	C48H81O41X
MAM00399luLI	eandrstrn[luLI]	16a-Hydroxydehydroisoandrosterone	luLI	0	C19H28O3
MAM01765luLI	ebastine[luLI]	Ebastine	luLI	0	C32H39NO2
MAM02150luLI	ebastineoh[luLI]	Hydroxylated Ebastine	luLI	0	C32H39NO3
MAM01767luLI	egme[luLI]	Ecgonine methyl ester	luLI	0	C10H17NO3
MAM02648luLI	eicostet[luLI]	"""Cis-8,11,14,17-Eicosatetraenoic acid"""	luLI	-1	C20H31O2
MAM01778luLI	elaid[luLI]	Elaidic acid	luLI	-1	C18H33O2
MAM00126luLI	elaidcrn[luLI]	Elaidic carnitine	luLI	0	C25H47NO4
MAM00402luLI	estriolglc[luLI]	Estriol-16-Glucuronide	luLI	0	C24H32O9
MAM01790luLI	estrone[luLI]	Estrone	luLI	0	C18H22O2
MAM01798luLI	ethamp[luLI]	O-Phosphoethanolamine	luLI	-1	C2H7NO4P
MAM03575luLI	ethmalac[luLI]	Ethylmalonic Acid	luLI	-2	C5H6O4
MAM01802luLI	fad[luLI]	FAD	luLI	-2	C27H31N9O15P2
MAM01841luLI	fdp[luLI]	"""Fructose 1,6-bisphosphate"""	luLI	-4	C6H10O12P2
MAM02574luLI	forglu[luLI]	Formiminoglutamic acid	luLI	-2	C6H8N2O4
MAM02912luLI	g3pc[luLI]	Glycerophosphocholine	luLI	0	C8H20NO6P
MAM03585luLI	galam[luLI]	D-Galactosamine	luLI	0	C6H13NO5
MAM03587luLI	gca3s[luLI]	Glycocholic acid 3-sulfate	luLI	-1	C26H42NO9S
MAM03588luLI	gcdca3s[luLI]	Glycochenodeoxycholic acid 3-sulfate	luLI	-1	C26H42NO8S
MAM01988luLI	gchola[luLI]	Glycocholic acid	luLI	0	C26H43NO6
MAM03589luLI	gdca3s[luLI]	Glycodeoxycholic acid 3-sulfate	luLI	-1	C26H42NO8S
MAM00097luLI	gluala[luLI]	gamma-Glutamylalanine	luLI	-1	C8H13N2O5
MAM01927luLI	glucys[luLI]	gamma-Glutamylcysteine	luLI	-1	C8H13N2O5S
MAM03615luLI	glutcon[luLI]	Glutaconate	luLI	-2	C5H4O4
MAM02007luLI	glx[luLI]	Glyoxylic acid	luLI	-1	C2H1O3
MAM03619luLI	glyc2p[luLI]	Glycerol 2-Phosphate	luLI	-2	C3H7O6P
MAM03620luLI	glyc_S[luLI]	L-Glyceric acid	luLI	0	C3H5O4
MAM02036luLI	gudac[luLI]	Guanidoacetic acid	luLI	0	C3H7N3O2
MAM03637luLI	gudca3s[luLI]	Glycoursodeoxycholic acid 3-sulfate	luLI	-1	C26H42NO8S
MAM03638luLI	gum[luLI]	Gums	luLI	0	C2760000H5060000O2530000
MAM00788luLI	hLkynr[luLI]	Hydroxykynurenine	luLI	0	C10H12N2O4
MAM03642luLI	hca24g[luLI]	"""Hyocholic acid-24glucuronide, HCA-24G"""	luLI	-1	C30H47O11
MAM03643luLI	hca6g[luLI]	"""Hyocholic acid-6glucuronide, HCA-6G"""	luLI	-1	C30H47O11
MAM02133luLI	hcys_L[luLI]	Homocysteine	luLI	0	C4H9NO2S
MAM02676luLI	hdcecrn[luLI]	Palmitoleoyl-Carnitine	luLI	0	C23H43NO4
MAM02117luLI	hdd2crn[luLI]	Trans-Hexadec-2-Enoyl Carnitine	luLI	0	C23H43NO4
MAM03649luLI	hepdeceth[luLI]	Heptadecanoyl Thanolamide (C17:0)	luLI	0	C19H39NO2
MAM00986luLI	hestratriol[luLI]	4-Hydroxyestradiol	luLI	0	C18H24O3
MAM01432luLI	hexc[luLI]	Hexacosanoic acid	luLI	-1	C26H51O2
MAM03652luLI	hexdeceeth[luLI]	"""Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)"""	luLI	0	C18H35NO2
MAM03654luLI	hexdiac[luLI]	Hexadecanediocacid	luLI	-2	C16H28O4
MAM03657luLI	hexdtr[luLI]	"""(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid"""	luLI	-1	C16H25O2
MAM03660luLI	hexgly[luLI]	Hexanoyl-Glycine	luLI	-1	C8H14NO3
MAM02135luLI	hgentis[luLI]	Homogentisic acid	luLI	-1	C8H7O4
MAM02132luLI	hmcarn[luLI]	Homocarnosine	luLI	0	C10H16N4O3
MAM03681luLI	hmcr[luLI]	Homocitrulline	luLI	0	C7H15N3O3
MAM02137luLI	homoval[luLI]	Homovanillic acid	luLI	-1	C9H9O4
MAM02456luLI	hpdca[luLI]	Heptadecanoic acid	luLI	-1	C17H33O2
MAM02122luLI	hxcoa[luLI]	Hexanoyl-CoA	luLI	-4	C27H42N7O17P3S
MAM03685luLI	hyochol[luLI]	Hyocholic acid	luLI	-1	C24H39O5
MAM02174luLI	i[luLI]	Iodide	luLI	-1	I
MAM03691luLI	icdchol[luLI]	"""Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid"""	luLI	-1	C24H39O4
MAM02183luLI	icit[luLI]	Isocitric acid	luLI	-3	C6H5O7
MAM02166luLI	im4ac[luLI]	Imidazoleacetic acid	luLI	-1	C5H5N2O2
MAM02167luLI	imp[luLI]	Inosinic acid	luLI	-2	C10H11N4O8P
MAM03704luLI	isochol[luLI]	"""Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid"""	luLI	-1	C24H39O5
MAM02303luLI	ksii_core4[luLI]	Keratan Sulfate Ii (Core 4-Linked)	luLI	-4	C89H142N7O72S3X
MAM00990luLI	kynate[luLI]	Kynurenic acid	luLI	-1	C10H6NO3
MAM03709luLI	lca3s[luLI]	Lithocholic acid 3-sulfate	luLI	-2	C24H38O6S
MAM02362luLI	leuktrA4[luLI]	Leukotriene A4	luLI	-1	C20H29O3
MAM02364luLI	leuktrB4[luLI]	Leukotriene B4	luLI	-1	C20H31O4
MAM00585luLI	leuktrB4wcooh[luLI]	20-Carboxy-leukotriene B4	luLI	-2	C20H28O6
MAM00599luLI	leuktrB4woh[luLI]	20-Hydroxy-leukotriene B4	luLI	-1	C20H31O5
MAM02366luLI	leuktrC4[luLI]	Leukotriene C4	luLI	-2	C30H45N3O9S
MAM02418luLI	leuktrD4[luLI]	Leukotriene D4	luLI	-1	C25H39N2O6S
MAM02369luLI	leuktrE4[luLI]	Leukotriene E4	luLI	-1	C23H36NO5S
MAM02370luLI	leuktrF4[luLI]	Leukotriene F4	luLI	-2	C28H42N2O8S
MAM03715luLI	leuleu[luLI]	Leucylleucine	luLI	0	C12H24N2O3
MAM02385luLI	lgnc[luLI]	Tetracosanoic acid	luLI	-1	C24H47O2
MAM03724luLI	lineth[luLI]	Linoleoyl ethanolamide	luLI	0	C20H37NO2
MAM00104luLI	lneldc[luLI]	Linoelaidic Acid (All Trans C18:2)	luLI	-1	C18H31O2
MAM02387luLI	lnlc[luLI]	Linoleic acid	luLI	-1	C18H31O2
