Met_id	Met_old_id	Met_name	Met_compartment	Met_charge	Met_formula
MAM01369lu	asn_L[lu]	L-Asparagine	lu	0	C4H8N2O3
MAM01641lu	asp_D[lu]	D-Aspartate	lu	-1	C4H6NO4
MAM01370lu	asp_L[lu]	L-Aspartic acid	lu	-1	C4H6NO4
MAM01327lu	avite1[lu]	Alpha-Tocopherol	lu	0	C29H50O2
MAM03483lu	bglc[lu]	Beta-Glucans	lu	0	C1200000H2200000O1100000
MAM00157lu	bhb[lu]	(R)-3-Hydroxybutyric acid	lu	-1	C4H7O3
MAM01396lu	bilirub[lu]	Bilirubin	lu	-2	C33H34N4O6
MAM01401lu	btn[lu]	Biotin	lu	-1	C10H15N2O3S
MAM01410lu	but[lu]	Butyric acid	lu	-1	C4H7O2
MAM03496lu	c51crn[lu]	Tiglyl Carnitine	lu	0	C12H21NO4
MAM01423lu	carn[lu]	Carnosine	lu	0	C9H14N4O3
MAM01626lu	cgly[lu]	Cysteinylglycine	lu	0	C5H10N2O3S
MAM01513lu	chol[lu]	Choline	lu	1	C5H14NO
MAM01450lu	chsterol[lu]	Cholesterol	lu	0	C27H46O
MAM01587lu	cit[lu]	Citric acid	lu	-3	C6H5O7
MAM01596lu	co2[lu]	Carbon dioxide	lu	0	CO2
MAM01609lu	core4[lu]	Core 4	lu	0	C24H40N3O15X
MAM01610lu	core5[lu]	Core 5	lu	0	C16H27N2O10X
MAM01612lu	core7[lu]	Core 7	lu	0	C16H27N2O10X
MAM01613lu	core8[lu]	Core 8	lu	0	C14H24NO10X
MAM02348lu	crn[lu]	L-Carnitine	lu	0	C7H15NO3
MAM01632lu	csn[lu]	Cytosine	lu	0	C4H5N3O
MAM01517lu	cspg_a[lu]	Chondroitin Sulfate A (GalNac4S-Glca) Proteoglycan	lu	-5	C45H66N2O45S3X
MAM01525lu	cspg_b[lu]	Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S) Proteoglycan	lu	-6	C45H65N2O48S4X
MAM01533lu	cspg_c[lu]	Chondroitin Sulfate C (GalNac6S-Glca) Proteoglycan	lu	-5	C45H66N2O45S3X
MAM03525lu	cynt[lu]	Cyanate	lu	-1	CNO
MAM01628lu	cys_L[lu]	L-Cysteine	lu	0	C3H7NO2S
MAM01630lu	cytd[lu]	Cytidine	lu	0	C9H13N3O5
MAM01666lu	dad_2[lu]	Deoxyadenosine	lu	0	C10H13N5O3
MAM00240lu	dag_hs[lu]	Diglyceride	lu	0	C3H6OFULLRCO2FULLR2CO2
MAM01668lu	dcyt[lu]	Deoxycytidine	lu	0	C9H13N3O4
MAM02344lu	ddca[lu]	Dodecanoic acid	lu	-1	C12H23O2
MAM01669lu	dgsn[lu]	Deoxyguanosine	lu	0	C10H13N5O4
MAM01984lu	dha[lu]	Dihydroxyacetone	lu	0	C3H6O3
MAM01655lu	dhdascb[lu]	Dehydroascorbic acid	lu	0	C6H6O6
MAM01671lu	din[lu]	Deoxyinosine	lu	0	C10H12N4O4
MAM01730lu	dolichol_L[lu]	Dolichol-20	lu	0	C1080H1768O10
MAM01674lu	dpcoa[lu]	Dephospho-CoA	lu	-2	C21H33N7O13P2S
MAM01672lu	drib[lu]	Deoxyribose	lu	0	C5H10O4
MAM01712lu	dsT_antigen[lu]	Disialyl-T Antigen	lu	-2	C36H56N3O26X
MAM01752lu	dtmp[lu]	5-Thymidylic acid	lu	-2	C10H13N2O8P
MAM01753lu	dttp[lu]	Thymidine 5'-triphosphate	lu	-4	C10H13N2O14P3
MAM01673lu	duri[lu]	Deoxyuridine	lu	0	C9H12N2O5
MAM03568lu	eic21114tr[lu]	"""Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid"""	lu	-1	C20H33O2
MAM01788lu	estriol[lu]	Estriol	lu	0	C18H24O3
MAM01797lu	etha[lu]	Ethanolamine	lu	1	C2H8NO
MAM01796lu	etoh[lu]	Ethanol	lu	0	C2H6O
MAM01801lu	f1a[lu]	F1Alpha	lu	0	C22H37N2O15X
MAM01802lu	fad[lu]	FAD	lu	-2	C27H31N9O15P2
MAM01831lu	fald[lu]	Formaldehyde	lu	0	CH2O
MAM01821lu	fe2[lu]	Fe2+	lu	2	Fe
MAM01822lu	fe3[lu]	Fe3+	lu	3	Fe
MAM01830lu	fol[lu]	Folic acid	lu	-1	C19H18N7O6
MAM01833lu	for[lu]	Formic acid	lu	-1	CH1O2
MAM01840lu	fru[lu]	D-Fructose	lu	0	C6H12O6
MAM01159lu	fuc_L[lu]	L-Fucose	lu	0	C6H12O5
MAM01862lu	fum[lu]	Fumaric acid	lu	-2	C4H2O4
MAM01910lu	gal[lu]	D-Galactose	lu	0	C6H12O6
MAM01909lu	galt[lu]	Galactitol	lu	0	C6H14O6
MAM01962lu	gam[lu]	Glucosamine	lu	1	C6H14NO5
MAM01965lu	glc_D[lu]	D-Glucose	lu	0	C6H12O6
MAM01683lu	glcn[lu]	Gluconic acid	lu	-1	C6H11O7
MAM01681lu	glcr[lu]	Glucaric acid	lu	-2	C6H8O8
MAM01973lu	glcur[lu]	D-Glucuronic acid	lu	-1	C6H9O7
MAM01975lu	gln_L[lu]	L-Glutamine	lu	0	C5H10N2O3
MAM01974lu	glu_L[lu]	L-Glutamic acid	lu	-1	C5H8NO4
MAM01986lu	gly[lu]	Glycine	lu	0	C2H5NO2
MAM01393lu	glyb[lu]	Betaine	lu	0	C5H11NO2
MAM01983lu	glyc[lu]	Glycerol	lu	0	C3H8O3
MAM02914lu	glyc3p[lu]	Glycerol 3-phosphate	lu	-2	C3H7O6P
MAM01998lu	glyclt[lu]	Glycolic acid	lu	-1	C2H3O3
MAM01992lu	glygn2[lu]	"""Glycogen, Structure 2 (Glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})"""	lu	0	C66H111O56X
MAM03622lu	glygn4[lu]	"""Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})"""	lu	0	C18H31O16X
MAM03623lu	glygn5[lu]	"""Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])"""	lu	0	C12H21O11X
MAM03626lu	glyleu[lu]	Glycylleucine	lu	0	C8H16N2O3
MAM03629lu	glyphe[lu]	Glycyl-Phenylalanine	lu	0	C11H14N2O3
MAM03630lu	glypro[lu]	Glycylproline	lu	0	C7H12N2O3
MAM01954lu	gncore1[lu]	"""GlcNac-Alpha-1,4-Core 1"""	lu	0	C22H37N2O15X
MAM01955lu	gncore2[lu]	"""GlcNac-Alpha-1,4-Core 2"""	lu	0	C30H50N3O20X
MAM02038lu	gsn[lu]	Guanosine	lu	0	C10H13N5O5
MAM02027lu	gthox[lu]	Oxidized glutathione	lu	-2	C20H30N6O12S2
MAM02026lu	gthrd[lu]	Glutathione	lu	-1	C10H16N3O6S
MAM02037lu	gua[lu]	Guanine	lu	0	C5H5N5O
MAM02039lu	h[lu]	Hydrogen Ion	lu	1	H
MAM02040lu	h2o[lu]	Water	lu	0	H2O
MAM02041lu	h2o2[lu]	Hydrogen peroxide	lu	0	H2O2
MAM02141lu	ha[lu]	Hyaluronic acid	lu	-2	C28H40N2O22
MAM02139lu	ha_pre1[lu]	"""Hyaluronan biosynthesis, precursor 1"""	lu	-1	C14H20NO11
MAM02046lu	hco3[lu]	Hydrogen carbonate	lu	-1	CHO3
MAM02674lu	hdca[lu]	Palmitic acid	lu	-1	C16H31O2
MAM02125lu	his_L[lu]	L-Histidine	lu	0	C6H9N3O2
MAM02124lu	hista[lu]	Histamine	lu	1	C5H10N3
MAM02136lu	hom_L[lu]	L-Homoserine	lu	0	C4H9NO3
MAM02054lu	hspg[lu]	Heparan Sulfate Proteoglycan	lu	-13	C79H113N5O101S12X
MAM02159lu	hxan[lu]	Hypoxanthine	lu	0	C5H4N4O
MAM02384lu	idour[lu]	Iduronic acid	lu	-1	C6H9O7
MAM02184lu	ile_L[lu]	L-Isoleucine	lu	0	C6H13NO2
MAM02169lu	ind3ac[lu]	Indoleacetic acid	lu	-1	C10H8NO2
MAM02171lu	inost[lu]	myo-Inositol	lu	0	C6H12O6
MAM02170lu	ins[lu]	Inosine	lu	0	C10H12N4O5
MAM02200lu	k[lu]	Potassium	lu	1	K
MAM02288lu	ksii_core2[lu]	Keratan Sulfate Ii (Core 2-Linked)	lu	-4	C81H129N6O67S3X
MAM01716lu	lac_D[lu]	D-Lactic acid	lu	-1	C3H5O3
MAM02403lu	lac_L[lu]	L-Lactic acid	lu	-1	C3H5O3
MAM02336lu	lanost[lu]	Lanosterin	lu	0	C30H50O
MAM02332lu	lcts[lu]	Alpha-Lactose	lu	0	C12H22O11
MAM02360lu	leu_L[lu]	L-Leucine	lu	0	C6H13NO2
MAM03715lu	leuleu[lu]	Leucylleucine	lu	0	C12H24N2O3
MAM02426lu	lys_L[lu]	L-Lysine	lu	1	C6H15N2O2
MAM02439lu	mal_L[lu]	L-Malic acid	lu	-2	C4H4O5
MAM02450lu	malt[lu]	D-Maltose	lu	0	C12H22O11
MAM02447lu	malthx[lu]	Maltohexaose	lu	0	C36H62O31
MAM02452lu	malttr[lu]	Maltotriose	lu	0	C18H32O16
MAM02451lu	maltttr[lu]	Maltotetraose	lu	0	C24H42O21
MAM02453lu	man[lu]	D-Mannose	lu	0	C6H12O6
MAM02470lu	meoh[lu]	Methanol	lu	0	CH4O1
MAM02471lu	met_L[lu]	L-Methionine	lu	0	C5H11NO2S
MAM03774lu	mqn7[lu]	Menaquinone-7	lu	0	C46H64O2
MAM03775lu	mqn8[lu]	Menaquinone-8	lu	0	C51H72O2
MAM02519lu	na1[lu]	Sodium	lu	1	Na
MAM02586lu	nac[lu]	Nicotinic acid	lu	-1	C6H4NO2
MAM02583lu	ncam[lu]	Niacinamide	lu	0	C6H6N2O
MAM02579lu	nh4[lu]	Ammonia	lu	1	H4N
MAM02609lu	no[lu]	Nitric oxide	lu	0	NO
MAM02588lu	no2[lu]	Nitrite	lu	-1	NO2
MAM02633lu	oaa[lu]	Oxalacetic acid	lu	-2	C4H2O5
MAM02938lu	ocdca[lu]	Stearic acid	lu	-1	C18H35O2
MAM02646lu	ocdcea[lu]	Oleic acid	lu	-1	C18H33O2
MAM02658lu	orn[lu]	Ornithine	lu	1	C5H13N2O2
MAM02659lu	orot[lu]	Orotic acid	lu	-1	C5H3N2O4
MAM02661lu	oxa[lu]	Oxalic acid	lu	-2	C2O4
MAM02720lu	pac[lu]	Phenylacetic acid	lu	-1	C8H7O2
MAM03836lu	pcresol[lu]	p-Cresol	lu	-1	C7H7O
MAM03851lu	pect[lu]	Pectin	lu	-1	C2535H3509O2535
MAM02724lu	phe_L[lu]	L-Phenylalanine	lu	0	C9H11NO2
MAM02049lu	pheme[lu]	Heme	lu	-2	C34H30FeN4O4
MAM02725lu	phpyr[lu]	Phenylpyruvic acid	lu	-1	C9H7O3
MAM02751lu	pi[lu]	Phosphate	lu	-2	HO4P
MAM02680lu	pnto_R[lu]	Pantothenic acid	lu	-1	C9H16NO5
MAM02772lu	ppa[lu]	Propionic acid	lu	-1	C3H5O2
MAM02759lu	ppi[lu]	Pyrophosphate	lu	-3	HO7P2
MAM02770lu	pro_L[lu]	L-Proline	lu	0	C5H9NO2
MAM03896lu	progly[lu]	L-Prolinylglycine	lu	0	C7H12N2O3
MAM02806lu	prpp[lu]	Phosphoribosyl pyrophosphate	lu	-5	C5H8O14P3
MAM02812lu	ptrc[lu]	Putrescine	lu	2	C4H14N2
MAM02815lu	pydam[lu]	Pyridoxamine	lu	1	C8H13N2O2
MAM02813lu	pydx[lu]	Pyridoxal	lu	0	C8H9NO3
MAM02817lu	pydxn[lu]	Pyridoxine	lu	0	C8H11NO3
MAM02819lu	pyr[lu]	Pyruvic acid	lu	-1	C3H3O3
MAM03103lu	q10[lu]	Ubiquinone-1	lu	0	C59H90O4
MAM02834lu	retinol[lu]	Vitamin A	lu	0	C20H30O
MAM02843lu	rib_D[lu]	D-Ribose	lu	0	C5H10O5
MAM02842lu	ribflv[lu]	Riboflavin	lu	0	C17H20N4O6
MAM02907lu	sTn_antigen[lu]	Sialyl-Tn Antigen	lu	-1	C19H30N2O13X
MAM01682lu	sbt_D[lu]	Sorbitol	lu	0	C6H14O6
MAM02896lu	ser_L[lu]	L-Serine	lu	0	C3H7NO3
MAM02949lu	so3[lu]	Sulfite	lu	-2	O3S
MAM02946lu	so4[lu]	Sulfate	lu	-2	O4S
MAM02923lu	spmd[lu]	Spermidine	lu	3	C7H22N3
MAM02936lu	strch1[lu]	"""Starch, Structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"""	lu	0	C66H112O56
MAM02937lu	strch2[lu]	"""Starch, Structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})"""	lu	0	C18H32O16
MAM02943lu	succ[lu]	Succinic acid	lu	-2	C4H4O4
MAM02945lu	sucr[lu]	Sucrose	lu	0	C12H22O11
MAM02961lu	taur[lu]	Taurine	lu	0	C2H7NO3S
MAM02982lu	thm[lu]	Thiamine	lu	1	C12H17N4OS
MAM02993lu	thr_L[lu]	L-Threonine	lu	0	C4H9NO3
MAM02997lu	thym[lu]	Thymine	lu	0	C5H6N2O2
MAM02996lu	thymd[lu]	Thymidine	lu	0	C10H14N2O5
MAM03039lu	tre[lu]	Trehalose	lu	0	C12H22O11
MAM03089lu	trp_L[lu]	L-Tryptophan	lu	0	C11H12N2O2
MAM02991lu	tsul[lu]	Thiosulfate	lu	-2	O3S2
MAM02494lu	ttdca[lu]	Myristic acid	lu	-1	C14H27O2
MAM03099lu	tym[lu]	Tyramine	lu	1	C8H12NO
MAM03101lu	tyr_L[lu]	L-Tyrosine	lu	0	C9H11NO3
MAM03114lu	ump[lu]	Uridine 5'-monophosphate	lu	-2	C9H11N2O9P
MAM03118lu	ura[lu]	Uracil	lu	0	C4H4N2O2
MAM03121lu	urea[lu]	Urea	lu	0	CH4N2O
MAM03123lu	uri[lu]	Uridine	lu	0	C9H12N2O6
MAM03135lu	val_L[lu]	L-Valine	lu	0	C5H11NO2
MAM03148lu	xan[lu]	Xanthine	lu	0	C5H4N4O2
MAM01451lu	xolest2_hs[lu]	Cholesterol Ester	lu	0	C27H45FULLR2CO2
MAM01448lu	xoltri27[lu]	"""7-a,27-Dihydroxycholesterol"""	lu	0	C27H46O3
MAM03149lu	xtsn[lu]	Xanthosine	lu	0	C10H12N4O6
MAM01758lu	xyl_D[lu]	D-Xylose	lu	0	C5H10O5
MAM03155lu	xylt[lu]	D-Xylitol	lu	0	C5H12O5
MAM01334luLI	amp[luLI]	Adenosine monophosphate	luLI	-2	C10H12N5O7P
MAM01442luLI	cl[luLI]	Chloride ion	luLI	-1	Cl
MAM00035fe	2425dhvitd3[fe]	Secalciferol	fe	0	C27H44O3
MAM00654fe	2hyoxplac[fe]	Ortho-Hydroxyphenylacetic acid	fe	-1	C8H7O3
MAM03190fe	2m3hvac[fe]	2-Methyl-3-Hydroxy-Valerate	fe	-1	C6H11O3
MAM00671fe	2obut[fe]	2-Ketobutyric acid	fe	-1	C4H5O3
MAM00729fe	34dhpha[fe]	"""3,4-Dihydroxybenzeneacetic acid"""	fe	-1	C8H7O4
MAM02325fe	3aib[fe]	(S)-b-aminoisobutyric acid	fe	0	C4H9NO2
MAM03201fe	3bcrn[fe]	3-Hydroxy Butyryl Carnitine	fe	0	C11H21NO5
MAM03202fe	3ddcrn[fe]	3-Hydroxydodecanoylcarnitine	fe	0	C19H37NO5
MAM03204fe	3deccrn[fe]	3-Hydroxydecanoylcarnitine	fe	0	C17H33NO5
MAM03217fe	3hdececrn[fe]	3-Hydroxyhexadecenoylcarnitine	fe	0	C23H43NO5
MAM03219fe	3hexdcrn[fe]	3-Hydroxyhexadecanoylcarnitine	fe	0	C23H45NO5
MAM03232fe	3hpppn[fe]	3-(3-Hydroxy-Phenyl)Propionate	fe	-1	C9H9O3
MAM03243fe	3ivcrn[fe]	3-Hydroxy-Isovaleryl Carnitine	fe	0	C12H23NO5
MAM00669fe	3mop[fe]	3-Methyl-2-Oxovaleric Acid	fe	-1	C6H9O3
MAM03136fe	3mox4hoxm[fe]	Vanillylmandelic acid	fe	-1	C9H9O5
MAM03250fe	3octdec2crn[fe]	3-Hydroxyoctadecadienoylcarnitine	fe	0	C25H45NO5
MAM03251fe	3octdeccrn[fe]	3-Hydroxyoctadecanoyl Carnitine	fe	0	C25H49NO5
MAM03262fe	3tdcrn[fe]	3-Hydroxy-Tetradecanoyl Carnitine	fe	0	C21H41NO5
MAM03264fe	3tetd7ecoacrn[fe]	3-Hydroxy Tetradecenoyl-7-Carnitine	fe	0	C21H39NO5
MAM03266fe	3thexddcoacrn[fe]	"""3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine"""	fe	0	C23H41NO5
MAM03268fe	3ttetddcoacrn[fe]	"""3-Hydroxy Trans5,8Tetradecadienoyl Carnitine"""	fe	0	C21H37NO5
MAM00970fe	4abut[fe]	gamma-Aminobutyric acid	fe	0	C4H9NO2
MAM00995fe	4hbz[fe]	4-Hydroxybenzoic acid	fe	-1	C7H5O3
MAM01003fe	4hphac[fe]	p-Hydroxyphenylacetic acid	fe	-1	C8H7O3
MAM02096fe	C04849[fe]	"""(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoic Acid"""	fe	-1	C20H31O4
MAM02395fe	C06314[fe]	Lipoxin A4	fe	-1	C20H31O5
MAM01220fe	CE2047[fe]	"""9,10-DHOME"""	fe	-1	C18H33O4
MAM01065fe	CE2209[fe]	Dihydroandrosterone	fe	0	C19H32O2
MAM02350fe	Lcyst[fe]	Cysteic acid	fe	-1	C3H6NO5S
MAM01252fe	ac[fe]	Acetic acid	fe	-1	C2H3O2
MAM01253fe	acac[fe]	Acetoacetic acid	fe	-1	C4H5O3
MAM01249fe	acald[fe]	Acetaldehyde	fe	0	C2H4O
MAM02525fe	acgal[fe]	N-Acetylgalactosamine	fe	0	C8H15NO6
MAM02527fe	acgam[fe]	N-Acetyl-D-glucosamine	fe	0	C8H15NO6
MAM02524fe	acmana[fe]	N-Acetylmannosamine	fe	0	C8H15NO6
MAM02543fe	acnam[fe]	N-Acetylneuraminic acid	fe	-1	C11H18NO9
MAM01279fe	ade[fe]	Adenine	fe	0	C5H5N5
MAM01280fe	adn[fe]	Adenosine	fe	0	C10H13N5O4
MAM02871fe	ahcys[fe]	S-Adenosylhomocysteine	fe	0	C14H20N6O5S
MAM01306fe	akg[fe]	Oxoglutaric acid	fe	-2	C5H4O5
MAM01638fe	ala_D[fe]	D-Alanine	fe	0	C3H7NO2
MAM01307fe	ala_L[fe]	L-Alanine	fe	0	C3H7NO2
MAM01313fe	alltn[fe]	Allantoin	fe	0	C4H6N4O3
MAM02877fe	amet[fe]	S-Adenosylmethionine	fe	1	C15H23N6O5S
MAM02337fe	arab_L[fe]	L-Arabinose	fe	0	C5H10O5
MAM01365fe	arg_L[fe]	L-Arginine	fe	1	C6H15N4O2
MAM01369fe	asn_L[fe]	L-Asparagine	fe	0	C4H8N2O3
MAM01370fe	asp_L[fe]	L-Aspartic acid	fe	-1	C4H6NO4
MAM03483fe	bglc[fe]	Beta-Glucans	fe	0	C1200000H2200000O1100000
MAM00157fe	bhb[fe]	(R)-3-Hydroxybutyric acid	fe	-1	C4H7O3
MAM01397fe	bildglcur[fe]	Bilirubin diglucuronide	fe	-2	C45H50N4O18
MAM01396fe	bilirub[fe]	Bilirubin	fe	-2	C33H34N4O6
MAM01401fe	btn[fe]	Biotin	fe	-1	C10H15N2O3S
MAM01410fe	but[fe]	Butyric acid	fe	-1	C4H7O2
MAM03488fe	c10crn[fe]	Decanoylcarnitine	fe	0	C17H33NO4
MAM03489fe	c10dc[fe]	Sebacoyl Carnitine	fe	-1	C17H30NO6
MAM03490fe	c12dc[fe]	Dodecanedioyl Carnitine	fe	-1	C19H34NO6
MAM03493fe	c16dc[fe]	Hexadecanedioic Acid Mono-L-Carnitine Ester	fe	-1	C23H42NO6
MAM02443fe	c3dc[fe]	Malonyl Carnitine	fe	-1	C10H16NO6
MAM02635fe	c4crn[fe]	Butyrylcarnitine	fe	0	C11H21NO4
MAM03495fe	c4dc[fe]	Succinyl Carnitine	fe	-1	C11H18NO6
MAM03496fe	c51crn[fe]	Tiglyl Carnitine	fe	0	C12H21NO4
MAM03497fe	c5dc[fe]	Glutaryl Carnitine	fe	0	C12H21NO6
MAM03498fe	c6crn[fe]	Hexanoyl Carnitine	fe	0	C13H25NO4
MAM03499fe	c6dc[fe]	Adipoyl Carnitine	fe	-1	C13H22NO6
MAM02409fe	c8crn[fe]	L-Octanoylcarnitine	fe	0	C15H29NO4
MAM03502fe	c8dc[fe]	Suberyl Carnitine	fe	-1	C15H26NO6
MAM01626fe	cgly[fe]	Cysteinylglycine	fe	0	C5H10N2O3S
MAM01513fe	chol[fe]	Choline	fe	1	C5H14NO
MAM01450fe	chsterol[fe]	Cholesterol	fe	0	C27H46O
MAM01587fe	cit[fe]	Citric acid	fe	-3	C6H5O7
MAM01596fe	co2[fe]	Carbon dioxide	fe	0	CO2
MAM01609fe	core4[fe]	Core 4	fe	0	C24H40N3O15X
MAM01610fe	core5[fe]	Core 5	fe	0	C16H27N2O10X
MAM01612fe	core7[fe]	Core 7	fe	0	C16H27N2O10X
MAM01613fe	core8[fe]	Core 8	fe	0	C14H24NO10X
MAM02348fe	crn[fe]	L-Carnitine	fe	0	C7H15NO3
MAM01632fe	csn[fe]	Cytosine	fe	0	C4H5N3O
MAM01517fe	cspg_a[fe]	Chondroitin Sulfate A (GalNac4S-Glca) Proteoglycan	fe	-5	C45H66N2O45S3X
MAM01525fe	cspg_b[fe]	Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-GalNac4S) Proteoglycan	fe	-6	C45H65N2O48S4X
MAM01533fe	cspg_c[fe]	Chondroitin Sulfate C (GalNac6S-Glca) Proteoglycan	fe	-5	C45H66N2O45S3X
MAM03525fe	cynt[fe]	Cyanate	fe	-1	CNO
MAM01628fe	cys_L[fe]	L-Cysteine	fe	0	C3H7NO2S
MAM01630fe	cytd[fe]	Cytidine	fe	0	C9H13N3O5
MAM01666fe	dad_2[fe]	Deoxyadenosine	fe	0	C10H13N5O3
MAM01668fe	dcyt[fe]	Deoxycytidine	fe	0	C9H13N3O4
MAM02344fe	ddca[fe]	Dodecanoic acid	fe	-1	C12H23O2
MAM01669fe	dgsn[fe]	Deoxyguanosine	fe	0	C10H13N5O4
MAM01671fe	din[fe]	Deoxyinosine	fe	0	C10H12N4O4
MAM01730fe	dolichol_L[fe]	Dolichol-20	fe	0	C1080H1768O10
MAM01674fe	dpcoa[fe]	Dephospho-CoA	fe	-2	C21H33N7O13P2S
MAM01672fe	drib[fe]	Deoxyribose	fe	0	C5H10O4
MAM01712fe	dsT_antigen[fe]	Disialyl-T Antigen	fe	-2	C36H56N3O26X
MAM01752fe	dtmp[fe]	5-Thymidylic acid	fe	-2	C10H13N2O8P
MAM01753fe	dttp[fe]	Thymidine 5'-triphosphate	fe	-4	C10H13N2O14P3
MAM01673fe	duri[fe]	Deoxyuridine	fe	0	C9H12N2O5
MAM03568fe	eic21114tr[fe]	"""Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid"""	fe	-1	C20H33O2
MAM01788fe	estriol[fe]	Estriol	fe	0	C18H24O3
MAM01795fe	estroneglc[fe]	Estrone glucuronide	fe	0	C24H30O8
MAM01797fe	etha[fe]	Ethanolamine	fe	1	C2H8NO
MAM01796fe	etoh[fe]	Ethanol	fe	0	C2H6O
MAM01801fe	f1a[fe]	F1Alpha	fe	0	C22H37N2O15X
MAM01831fe	fald[fe]	Formaldehyde	fe	0	CH2O
MAM01821fe	fe2[fe]	Fe2+	fe	2	Fe
MAM01822fe	fe3[fe]	Fe3+	fe	3	Fe
MAM01830fe	fol[fe]	Folic acid	fe	-1	C19H18N7O6
MAM01833fe	for[fe]	Formic acid	fe	-1	CH1O2
MAM01840fe	fru[fe]	D-Fructose	fe	0	C6H12O6
MAM01159fe	fuc_L[fe]	L-Fucose	fe	0	C6H12O5
MAM01862fe	fum[fe]	Fumaric acid	fe	-2	C4H2O4
MAM01910fe	gal[fe]	D-Galactose	fe	0	C6H12O6
MAM01909fe	galt[fe]	Galactitol	fe	0	C6H14O6
MAM01962fe	gam[fe]	Glucosamine	fe	1	C6H14NO5
MAM01965fe	glc_D[fe]	D-Glucose	fe	0	C6H12O6
MAM01683fe	glcn[fe]	Gluconic acid	fe	-1	C6H11O7
MAM01681fe	glcr[fe]	Glucaric acid	fe	-2	C6H8O8
MAM01973fe	glcur[fe]	D-Glucuronic acid	fe	-1	C6H9O7
MAM03595fe	glgchlo[fe]	Beta Glucan-Glycocholate Complex	fe	0	C1200026H2200043NO1100006
MAM01975fe	gln_L[fe]	L-Glutamine	fe	0	C5H10N2O3
MAM03604fe	gltcho[fe]	Beta Glucan-Taurocholic Acid Complex	fe	0	C1200026H2200045NO1100007S
MAM03605fe	gltdechol[fe]	Beta Glucan-Taurodeoxycholic Acid Complex	fe	-1	C1200026H2200044NO1100006S
MAM01974fe	glu_L[fe]	L-Glutamic acid	fe	-1	C5H8NO4
MAM01986fe	gly[fe]	Glycine	fe	0	C2H5NO2
MAM01393fe	glyb[fe]	Betaine	fe	0	C5H11NO2
MAM01983fe	glyc[fe]	Glycerol	fe	0	C3H8O3
MAM02914fe	glyc3p[fe]	Glycerol 3-phosphate	fe	-2	C3H7O6P
MAM01998fe	glyclt[fe]	Glycolic acid	fe	-1	C2H3O3
MAM01992fe	glygn2[fe]	"""Glycogen, Structure 2 (Glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})"""	fe	0	C66H111O56X
MAM03622fe	glygn4[fe]	"""Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})"""	fe	0	C18H31O16X
MAM03623fe	glygn5[fe]	"""Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])"""	fe	0	C12H21O11X
MAM03626fe	glyleu[fe]	Glycylleucine	fe	0	C8H16N2O3
MAM03629fe	glyphe[fe]	Glycyl-Phenylalanine	fe	0	C11H14N2O3
MAM03630fe	glypro[fe]	Glycylproline	fe	0	C7H12N2O3
MAM01954fe	gncore1[fe]	"""GlcNac-Alpha-1,4-Core 1"""	fe	0	C22H37N2O15X
MAM01955fe	gncore2[fe]	"""GlcNac-Alpha-1,4-Core 2"""	fe	0	C30H50N3O20X
MAM02038fe	gsn[fe]	Guanosine	fe	0	C10H13N5O5
MAM02027fe	gthox[fe]	Oxidized glutathione	fe	-2	C20H30N6O12S2
MAM02026fe	gthrd[fe]	Glutathione	fe	-1	C10H16N3O6S
MAM02037fe	gua[fe]	Guanine	fe	0	C5H5N5O
MAM03639fe	gumdchac[fe]	Guar Gum-Deoxyxholic Acid Complex	fe	-1	C2760024H5060039O2530004
MAM03640fe	gumgchol[fe]	Guar Gum-Glycocholate Complex	fe	0	C2760026H5060043NO2530006
MAM03641fe	gumtchol[fe]	Guar Gum-Taurocholic Acid Complex	fe	0	C2760026H5060045NO2530007S
MAM02039fe	h[fe]	Hydrogen Ion	fe	1	H
MAM02040fe	h2o[fe]	Water	fe	0	H2O
MAM02141fe	ha[fe]	Hyaluronic acid	fe	-2	C28H40N2O22
MAM02139fe	ha_pre1[fe]	"""Hyaluronan biosynthesis, precursor 1"""	fe	-1	C14H20NO11
MAM02046fe	hco3[fe]	Hydrogen carbonate	fe	-1	CHO3
MAM02674fe	hdca[fe]	Palmitic acid	fe	-1	C16H31O2
MAM02125fe	his_L[fe]	L-Histidine	fe	0	C6H9N3O2
MAM02136fe	hom_L[fe]	L-Homoserine	fe	0	C4H9NO3
MAM02054fe	hspg[fe]	Heparan Sulfate Proteoglycan	fe	-13	C79H113N5O101S12X
