Gene_id	Biomarker	Exp_(abnormal/normal)	Simulation	Comparation
ENSG00000231852	m01338	increase	0.0	0
ENSG00000231852	m01660	increase	0.0	0
ENSG00000116133	m01675	increase	46.204	1
ENSG00000114956	m02403	increase	17.0096	1
ENSG00000147647	m02997	increase	30.6752	1
ENSG00000147647	m03118	increase	30.589	1
ENSG00000147647	m01052	increase	30.6752	1
ENSG00000147647	m01705	increase	30.1415	1
ENSG00000138030	m01840	increase	369.7865	1
ENSG00000213398	m01450	decrease	9.3186	0
ENSG00000213398	m02959	increase	4.0626	1
ENSG00000160282	m02574	increase	-0.7151	0
ENSG00000105607	c5dc_	increase	46.7283	1
ENSG00000065154	m01365	increase	137.4795	1
ENSG00000065154	m01975	decrease	94.3275	0
ENSG00000065154	m01974	decrease	3.778	0
ENSG00000065154	m02426	decrease	217.9101	0
ENSG00000065154	m02658	increase	154.902	1
ENSG00000130005	m01619	decrease	-1.0	1
ENSG00000130005	m01621	increase	-1.0	0
ENSG00000130005	m03120	increase	4742.595	1
ENSG00000130005	m02036	increase	4742.595	1
ENSG00000160200	m02471	increase	258.4343	1
ENSG00000160200	m02658	increase	237.7322	1
ENSG00000160200	Lhcystin_	increase	326.1378	1
ENSG00000160200	m02133	increase	325.2538	1
ENSG00000160200	m02349	decrease	-1.0	1
ENSG00000084110	m02124	increase	0.0	0
ENSG00000084110	m02166	increase	0.0	0
ENSG00000084110	m02125	increase	0.0	0
ENSG00000008311	m02413	increase	158.6501	1
ENSG00000008311	m01588	increase	65.8078	1
ENSG00000008311	m02426	increase	183.8281	1
ENSG00000117305	c6dc_	increase	0.733	1
ENSG00000159423	m01986	increase	2233.0185	1
ENSG00000159423	m02658	increase	1590.0092	1
ENSG00000135697	m01385	increase	No_result	No_result
ENSG00000100033	m01986	increase	144.7406	1
ENSG00000105552	m03135	increase	423.7293	1
ENSG00000105552	m02360	increase	0.3423	1
ENSG00000128928	3bcrn_	increase	110.776	1
ENSG00000128928	3ivcrn_	increase	90.3174	1
ENSG00000128928	ivcrn_	increase	110.776	1
ENSG00000165704	m01830	decrease	308.1633	0
ENSG00000165704	m03120	increase	471.3443	1
ENSG00000146085	m02325	increase	3.0416	1
ENSG00000146085	c4dc_	increase	3.0298	1
ENSG00000146085	m02348	decrease	3.0327	0
ENSG00000146085	m02479	increase	3.0416	1
ENSG00000146085	m02142	increase	3.0416	1
ENSG00000146085	m02657	increase	3.034	1
ENSG00000146085	3hdececrn_	increase	3.0315	1
ENSG00000248098	m03135	increase	0.0	0
ENSG00000248098	m00669	increase	0.0	0
ENSG00000161653	m01307	increase	640.7368	1
ENSG00000161653	m01588	decrease	1180.283	0
ENSG00000161653	m01975	increase	513.4065	1
ENSG00000036473	m01127	increase	0.1136	1
ENSG00000036473	m01588	decrease	0.1136	0
ENSG00000036473	m01975	increase	0.0	0
ENSG00000036473	m01986	increase	0.1136	1
ENSG00000036473	m02426	increase	0.1136	1
ENSG00000036473	m02659	increase	0.1136	1
ENSG00000036473	m03118	increase	0.1136	1
ENSG00000036473	m02579	increase	0.1136	1
ENSG00000036473	m02658	increase	0.0	0
ENSG00000100983	m02369	increase	-1.0	0
ENSG00000100983	m02366	increase	-1.0	0
ENSG00000100983	m02418	increase	-1.0	0
ENSG00000173599	m01253	increase	205.3102	1
ENSG00000173599	m01256	increase	205.9698	1
ENSG00000173599	m01306	increase	35.4629	1
ENSG00000173599	m01307	increase	113.2757	1
ENSG00000173599	m01588	increase	209.3542	1
ENSG00000173599	m02426	increase	209.3542	1
ENSG00000173599	m02770	increase	209.3542	1
ENSG00000173599	m02943	increase	23.7243	1
ENSG00000173599	m01965	decrease	209.3542	0
ENSG00000173599	m01862	increase	108.9091	1
ENSG00000172482	m02007	increase	1223.7703	1
ENSG00000171759	m02724	increase	0.1468	1
ENSG00000171759	m00654	increase	196.1034	1
ENSG00000112294	m01986	increase	11.8651	1
ENSG00000112294	m02942	increase	11.8651	1
ENSG00000112294	m00970	increase	11.8651	1
ENSG00000131979	m02724	increase	0.0	0
ENSG00000103876	m02471	increase	13.9725	1
ENSG00000103876	m01004	increase	18.346	1
ENSG00000103876	m01005	increase	18.346	1
ENSG00000158104	m01004	increase	217.8987	1
ENSG00000158104	m01005	increase	232.3585	1
ENSG00000158125	m02159	increase	53.6576	1
ENSG00000158125	m03148	increase	8.1233	1
