exchangeIDs	exchangeMets	exp_HS_578T	HS_578T	exp_RPMI_8226	RPMI_8226	exp_HT29	HT29	exp_MALME_3M	MALME_3M	exp_SR	SR	exp_UO_31	UO_31	exp_MDMAMB_231	MDMAMB_231	exp_HOP62	HOP62	exp_NCI_H226	NCI_H226	exp_HOP92	HOP92	exp_O_786	O_786
MAR09034	glucose	-0.891204517	-0.891204517	-0.437346135	-0.437346135	-0.826120427	-0.826120427	-0.848562996	-0.848562996	-0.898948663	-0.898948663	-0.549041759	-0.549041759	-0.479477546	-0.479477546	-0.26705905	-0.26705905	-0.398649261	-0.398649261	-0.594208072	-0.594208072	-0.864113881	-0.864113881
MAR09039	isoleucine	-0.013615722	-11.679416438449	-0.005558778	-11.6197638585994	-0.008957816	-7.75674383614738	-0.01142058	-11.8444452468443	-0.004599992	-11.5464165873176	-0.00973818	-11.7308544778295	-0.005568708	-11.6451442505637	-0.003331967	-11.7409294164255	-0.007996597	-11.5265761425367	-0.007304317	-11.7211384906592	-0.00889841	-11.6431905547186
MAR09040	leucine	-0.01834798	-23.8185213961005	-0.007998895	-23.6968683788485	-0.016259326	-15.8187842688039	-0.012571768	-24.155074358695	-0.00879963	-23.5441547130371	-0.009163894	-23.9234220174642	-0.006592535	-23.7486281060771	-0.004904579	-23.9439684327561	-0.009283825	-23.506825184431	-0.00911516	-23.9036076329423	-0.010361673	-23.6482967300738
MAR09041	lysine	-0.022543147	-18.6798447757836	-0.009620991	-18.5844375319424	-0.017307958	-12.4059940484484	-0.009254128	-18.9437888298895	-0.015465749	-18.4607807361302	-0.005490858	-18.7621138340249	-0.006015855	-18.6250304660792	-0.006186391	-18.7782275063208	-0.009191799	-18.4353948053443	-0.013165857	-18.7465742620657	-0.012443708	-18.5463448710032
MAR09042	methionine	-0.006100296	-5.84481207084681	-0.002496251	-5.80297566099423	-0.004789793	-3.87376165621629	-0.003363566	-5.91518281454137	-0.004351409	-5.76436392603149	-0.001823891	-5.86145510017329	-0.001426579	-5.81565077200576	-0.001965335	-5.86348642451504	-0.00289763	-5.75643718957637	-0.002318728	-5.85360272447363	-0.003263032	-5.79108125827622
MAR09043	phenylalanine	-0.006567123	-9.87896428281601	-0.002744675	-9.8285075062452	-0.005369239	-6.56099520999947	-0.003162452	-10.0185529097276	-0.004906518	-9.76311075997564	-0.002358298	-9.92247283964298	-0.00220937	-9.8499753584295	-0.002257474	-9.93099466597439	-0.003408873	-9.74968523602026	-0.003510565	-9.91425463022007	-0.00339599	-9.80836194072404
MAR09044	threonine	-0.013603744	-14.8046761912313	-0.006411995	-14.7290613577934	-0.011510289	-9.83234748051686	-0.009353784	-15.0138645597934	-0.009821513	-14.6275853033278	-0.005220614	-14.8698783801381	-0.004979441	-14.761233212151	-0.005240142	-14.8826492411092	-0.007183311	-14.6109378223771	-0.008527731	-14.8575625213198	-0.008802744	-14.6516272770876
MAR09045	tryptophan	-0.001211726	-2.55997559137487	-0.000695832	-2.54690052472386	-0.00138647	-1.70017697320172	-0.000865457	-2.59614775148166	-0.00133912	-2.52995400387282	-0.000421306	-2.57125013800793	-0.00035138	-2.55246357526415	-0.000467773	-2.57345843300504	-0.000944004	-2.52647499406539	-0.000954767	-2.56912052047666	-0.000725178	-2.54168012362388
MAR09046	valine	-0.01330341	-17.4702561876274	-0.006165194	-17.381026913398	-0.011472903	-11.6026603480961	-0.008788208	-17.7171088943698	-0.010175864	-17.2683534276786	-0.005794702	-17.5471980220506	-0.004841612	-17.418991305891	-0.005347229	-17.5622682748558	-0.007691297	-17.2416352510032	-0.009105286	-17.5326646944758	-0.010005055	-17.3454008922257
MAR09061	alanine	0.056209087	-313.320478611487	0.014127935	0	0.055245815	0	0.022787714	-21.9858001597585	0.086767953	0	0.025716586	0	0.018852115	-279.942683926416	0.009601013	0	0.012695001	-178.25928468959	0.032353203	-207.705397304179	0.0076389	-170.867775071941
MAR09062	asparagine	-0.00571363	-9.7342428122074	-0.002018538	-9.68452520005691	-0.002396685	-6.46488018738533	-0.004913882	-9.87178654141634	-0.001222105	-9.62058249369505	0.000345758	-9.77711399226614	-0.001988739	-9.70567855984606	-0.001628876	-9.78551097846212	-0.001922615	-9.60685763335525	-0.002382279	-9.76901617515556	-0.002440472	-9.6646747561482
MAR09063	glutamine	-0.226698917	-44.6988882092621	-0.146252447	-67.0448884464595	-0.228850691	-12.5519021648657	-0.122203241	-90.6023804948619	-0.219496506	-40.8936675920551	-0.124230534	-143.785100553841	-0.078432974	-18.8600949190673	-0.091938612	-75.9512310227377	-0.094750789	-28.4399740150841	-0.123594044	-29.705806244829	-0.109775824	-80.6200223028127
MAR09064	tyrosine	-0.007986935	-7.40172685427201	-0.003674763	-7.36392255946617	-0.008123502	-4.91576779167787	-0.004482545	-7.50631240178329	-0.006833216	-7.31492462413725	-0.002693864	-7.43432525671969	-0.003180849	-7.38000715836412	-0.00311885	-7.44071015993406	-0.004976546	-7.30486566872975	-0.004926558	-7.42816783579593	-0.003969672	-7.34882867218768
MAR09066	arginine	-0.027206388	-13.2872412325693	-0.006832754	-13.2193766930365	-0.011382525	-8.82456131890628	-0.00129978	-13.4749884200275	-0.005431378	-41.5435908312665	-0.006102876	-13.3457603924418	-0.007139201	-19.5153002457531	-0.001574063	-76.6118256301002	-0.00338457	-13.1133604661331	-0.012814136	-30.3673020980356	-0.009856139	-13.1922808375214
MAR09067	glycine	-0.000802262	-19.3527312394747	-0.000306523	-9.87043086254066	0.003908824	-599.488273622717	0.016061208	-19.8709560025212	0.008171299	-24.0040738106499	0.004334714	0	0.006385996	0	0.002939872	-19.7028279764833	0.000604886	-19.0994756778688	-0.00039991	-14.6121780392623	0.0025653	-19.214422393297
MAR09068	proline	0.000605661	0	-0.000675569	-13.2985032780719	0.005380916	-8.87738206967342	-0.001069608	0	0.00710491	-13.2124980015746	0.001186608	0	0.001436971	0	0.001361038	0	0.002203858	0	0.002435376	0	0.000231007	0
MAR09069	serine	-0.0325857	-25.9495300584353	-0.016314407	-30.2749942590186	-0.033339735	0	-0.024670565	-20.9789161879817	-0.031649758	-558.801179850708	-0.011636228	-40.5246857641689	-0.016568732	-40.2271073854549	-0.017833616	-765.472229774237	-0.021499214	-25.5341195257871	-0.022222852	-25.8774446393669	-0.030117158	-25.7640756377233
MAR09070	aspartate	-0.001934168	0	-0.000782986	0	-0.004150227	-12.7899356253466	0.001500354	-12.6463547339229	-0.012462967	0	0.000128843	0	-0.00113204	0	-0.006761827	0	0.002611711	0	-0.000494245	0	-0.000684778	0
MAR09071	glutamate	0.02678411	-110.868734385178	0.056588804	-46.8665397831379	0.042193442	-14.3426022430292	0.016112564	-40.2027868447496	0.011390914	-46.5675963834401	0.038522979	0	0.00917449	-175.139364644403	0.016202008	-60.8247071921857	0.01664521	-169.066574970123	0.015988165	-177.654844409667	0.018807129	-95.1545929951167
MAR09083	choline	-0.002044274	-6.05193340111379	-0.000545279	-6.02102317179222	-0.000966912	-4.01931871795623	-0.001938647	-6.13744652267569	-0.000844902	-5.98096059622837	-0.000249379	-6.08313632911296	-0.000990661	-6.04017966568422	-0.000451292	-6.08836210450611	-0.001591875	-5.97867998309587	-0.00136736	-6.07959685570408	-0.000571763	-6.01466157956737
MAR09087	ornithine	0.007885861	0	0.000643202	0	0.003060358	0	-0.002311655	0	-0.001427155	0	0.001458248	0	0.001948405	0	0.001635996	0	-0.001200326	0	0.009506915	0	0.01603422	0
