exchangeIDs	exchangeMets	exp_HS_578T	HS_578T	exp_RPMI_8226	RPMI_8226	exp_HT29	HT29	exp_MALME_3M	MALME_3M	exp_SR	SR	exp_UO_31	UO_31	exp_MDMAMB_231	MDMAMB_231	exp_HOP62	HOP62	exp_NCI_H226	NCI_H226	exp_HOP92	HOP92	exp_O_786	O_786
MAR09034	glucose	-0.891204517	-0.0173026429488737	-0.437346135	-0.0142388956992475	-0.826120427	-0.0654059899641324	-0.848562996	-0.059718898445392	-0.898948663	-0.0590385792041719	-0.549041759	-0.0355796991573581	-0.479477546	-0.0351119952171765	-0.26705905	-0.0343190573549931	-0.398649261	-0.0505205273635094	-0.594208072	-0.0292240818790156	-0.864113881	-0.0233742623819309
MAR09039	isoleucine	-0.013615722	-0.000308171136627221	-0.005558778	-0.000332529181376182	-0.008957816	-0.000501682916669027	-0.01142058	-0.000439814305491454	-0.004599992	-0.000441945409181725	-0.00973818	-0.000269393747590426	-0.005568708	-0.000316932911622245	-0.003331967	-0.000262167945052064	-0.007996597	-0.000385579786322411	-0.007304317	-0.000219036954727696	-0.00889841	-0.00015709681772262
MAR09040	leucine	-0.01834798	-0.000628471537948759	-0.007998895	-0.000678146332325502	-0.016259326	-0.00102311150113645	-0.012571768	-0.000896939200761166	-0.00879963	-0.000901285285953995	-0.009163894	-0.000549317446155589	-0.006592535	-0.000646339941416228	-0.004904579	-0.000534654521610972	-0.009283825	-0.000786335553563308	-0.00911516	-0.000446635535014887	-0.010361673	-0.000320376787137013
MAR09041	lysine	-0.022543147	-0.000492883272628451	-0.009620991	-0.000531841083350424	-0.017307958	-0.000802382469999871	-0.009254128	-0.00070343094623317	-0.015465749	-0.00070683939445018	-0.005490858	-0.000430715353836595	-0.006015855	-0.00050689669510807	-0.006186391	-0.000419306610443034	-0.009191799	-0.000616689249427853	-0.013165857	-0.000350297394485079	-0.012443708	-0.000251257773476377
MAR09042	methionine	-0.006100296	-0.000154220237692334	-0.002496251	-0.000166409904421081	-0.004789793	-0.000251060691476992	-0.003363566	-0.000220099349587788	-0.004351409	-0.000221165832715499	-0.001823891	-0.000134768266515083	-0.001426579	-0.000158604954045488	-0.001965335	-0.000131198538720218	-0.00289763	-0.000192958389766178	-0.002318728	-0.000109905854907759	-0.003263032	-7.86170594529051e-05
MAR09043	phenylalanine	-0.006567123	-0.00026066470596192	-0.002744675	-0.000341335469726013	-0.005369239	-0.000424345483457256	-0.003162452	-0.000372014290090557	-0.004906518	-0.000373816871353938	-0.002358298	-0.000227786774873437	-0.00220937	-0.000268075800744443	-0.002257474	-0.000221753182525662	-0.003408873	-0.000326140347621748	-0.003510565	-0.00018520742200512	-0.00339599	-0.000132879400217012
MAR09044	threonine	-0.013603744	-0.00038937817946834	-0.006411995	-0.000420154881087973	-0.011510289	-0.000635926732392784	-0.009353784	-0.000557049283691872	-0.009821513	-0.000560204245787261	-0.005220614	-0.000341212206957196	-0.004979441	-0.000401740031759203	-0.005240142	-0.000332320673269165	-0.007183311	-0.000487185000130706	-0.008527731	-0.000277430650845872	-0.008802744	-0.000199133880473666
MAR09045	tryptophan	-0.001211726	-6.75470895219399e-05	-0.000695832	-7.28860549008676e-05	-0.00138647	-0.000109962345126638	-0.000865457	-9.64015533420885e-05	-0.00133912	-9.68686634463077e-05	-0.000421306	-5.90272995245387e-05	-0.00035138	-6.94675562030097e-05	-0.000467773	-5.74637905678885e-05	-0.000944004	-8.4514054851527e-05	-0.000954767	-4.7993541235825e-05	-0.000725178	-3.44335713151416e-05
MAR09046	valine	-0.01330341	-0.000810589449100881	-0.006165194	-0.00049875719807912	-0.011472903	-0.000750425256720096	-0.008788208	-0.000657881207713787	-0.010175864	-0.00155039852250075	-0.005794702	-0.000501473243549625	-0.004841612	-0.00171300856905876	-0.005347229	-0.000402200647443928	-0.007691297	-0.0019685578427821	-0.009105286	-0.000367164000026401	-0.010005055	-0.00102728560449714
MAR09061	alanine	0.056209087	-0.000193037262644543	0.014127935	-0.000809293460551705	0.055245815	0.0993907617124058	0.022787714	0.103761197785795	0.086767953	0.0986117795221393	0.025716586	0.0218418556115981	0.018852115	0.0652326864509013	0.009601013	-0.000486639258157315	0.012695001	0.0922155606307315	0.032353203	0.0459892293479346	0.0076389	0.033667140065251
