rxns	formulas	model_ranges	ecModel_ranges	subSystems
MAR04375	DHAP[c] + D-glyceraldehyde 3-phosphate[c] <=> fructose-1,6-bisphosphate[c]	339.962088631098	0.574610894558041	Glycolysis / Gluconeogenesis
MAR04377	fructose-1,6-bisphosphate[c] + H2O[c] => fructose-6-phosphate[c] + Pi[c]	69.9999999999737	0.262654763752875	Glycolysis / Gluconeogenesis
MAR04381	fructose-6-phosphate[c] <=> glucose-6-phosphate[c]	2000	0.794660351855729	Glycolysis / Gluconeogenesis
MAR04391	DHAP[c] <=> D-glyceraldehyde 3-phosphate[c]	675.115817450073	0.569796492003586	Glycolysis / Gluconeogenesis
MAR04394	ATP[c] + glucose[c] => ADP[c] + glucose-6-phosphate[c] + H+[c]	1000	0.761425550605985	Glycolysis / Gluconeogenesis
MAR04396	glucose-1-phosphate[c] <=> glucose-6-phosphate[c]	56.707812967398	0.14174530417429	Glycolysis / Gluconeogenesis
MAR04521	glucose-6-phosphate[r] + H2O[r] => glucose[r] + Pi[r]	69.9999999999968	0.147430796693995	Glycolysis / Gluconeogenesis
MAR06412	CoA[m] + S-acetyldihydrolipoamide[m] => acetyl-CoA[m] + dihydrolipoamide[m]	1000	0.117071362671501	Glycolysis / Gluconeogenesis
MAR07747	ADP[c] + glucose[c] => AMP[c] + glucose-6-phosphate[c] + H+[c]	1000	0.809583762818254	Glycolysis / Gluconeogenesis
MAR04122	H2O[c] + 2 NAD+[c] + UDP-glucose[c] => 3 H+[c] + 2 NADH[c] + UDP-glucuronate[c]	56.7078129674198	0.0616619855134778	Starch and sucrose metabolism
MAR05395	glycogenin[c] + 8 UDP-glucose[c] => glycogenin G8[c] + 8 H+[c] + 8 UDP[c]	9.45130216123482	0.000680407591007107	Starch and sucrose metabolism
MAR05396	glycogenin G8[c] + 3 UDP-glucose[c] => glycogenin G11[c] + 3 H+[c] + 3 UDP[c]	9.45130216123482	0.000680407591007107	Starch and sucrose metabolism
MAR09727	UDP-glucose[c] => H+[c] + UDP[c] + glycogen[c]	56.7078129673968	0.141745230109753	Starch and sucrose metabolism
MAR05397	glycogenin G11[c] => glycogenin G4G7[c]	9.45130216122818	0.000680407591007107	Starch and sucrose metabolism
MAR05398	glycogenin G4G7[c] + 3 Pi[c] => 3 glucose-1-phosphate[c] + glycogenin G4G4[c]	9.45130216123482	0.000680407591007107	Starch and sucrose metabolism
MAR05399	glycogenin G4G4[c] => glycogenin G7G1[c]	9.45130216123289	0.00068034725014372	Starch and sucrose metabolism
MAR05400	glycogenin G7G1[c] + H2O[c] => glucose[c] + glycogenin G7[c]	9.45130216123289	0.00068034725014372	Starch and sucrose metabolism
MAR05401	glycogenin G7[c] + 7 Pi[c] => 7 glucose-1-phosphate[c] + glycogenin[c]	9.45130216123289	0.000680407588550339	Starch and sucrose metabolism
MAR08585	1,3-bisphospho-D-glycerate[c] + glucose-1-phosphate[c] => 3-phospho-D-glycerate[c] + glucose-1,6-bisphosphate[c]	34.9999999999941	0.026392476277919	Starch and sucrose metabolism
MAR03944	glucose-1-phosphate[c] + H+[c] + UTP[c] => PPi[c] + UDP-glucose[c]	130.297454884083	0.199856196129514	Galactose metabolism
MAR04128	UDP-galactose[c] <=> UDP-glucose[c]	56.7078129673964	0.118398634218061	Galactose metabolism
MAR04130	ATP[c] + galactose[c] => ADP[c] + alpha-D-galactose-1-phosphate[c] + H+[c]	56.7078129673842	0.105941480584588	Galactose metabolism
MAR04131	glucose-1-phosphate[c] + UDP-galactose[c] <=> alpha-D-galactose-1-phosphate[c] + UDP-glucose[c]	187.005267851468	0.307225790743859	Galactose metabolism
MAR04132	galactose-1-phosphate[c] + UDP-glucose[c] => glucose-1-phosphate[c] + UDP-galactose[c]	56.7078129673842	0.101663477825566	Galactose metabolism
MAR04414	ATP[c] + galactose[c] => ADP[c] + galactose-1-phosphate[c] + H+[c]	56.707812967404	0.101663477825566	Galactose metabolism
MAR04415	H2O[e] + lactose[e] => galactose[e] + glucose[e]	34.999999999998	0.00623220242028767	Galactose metabolism
MAR04831	lactose[e] + NAD+[e] <=> 3-ketolactose[e] + H+[e] + NADH[e]	8.75000000000034	0.00419746524498428	Galactose metabolism
MAR04832	3-keto-beta-D-galactose[e] + glucose[e] <=> 3-ketolactose[e] + H2O[e]	8.74999999999238	0.00416400138318183	Galactose metabolism
MAR07674	glucose[g] + UDP-galactose[g] => H+[g] + lactose[g] + UDP[g]	34.9999999999998	0.00623392229258719	Galactose metabolism
MAR08764	H2O[l] + lactose[l] => galactose[l] + glucose[l]	34.9999999999957	0.00613070769204186	Galactose metabolism
MAR08766	galactose[c] + H+[c] + NADPH[c] <=> galactitol[c] + NADP+[c]	56.7078129674101	0.111561995735872	Galactose metabolism
MAR08767	alpha-D-galactose-1-phosphate[c] + H+[c] + UTP[c] => PPi[c] + UDP-galactose[c]	130.297454884078	0.200210542778487	Galactose metabolism
MAR00454	ATP[c] + glyceraldehyde[c] => ADP[c] + D-glyceraldehyde 3-phosphate[c] + H+[c]	35.377498073851	0.000677927893212632	Fructose and mannose metabolism
MAR04297	ATP[c] + fructose-6-phosphate[c] => ADP[c] + fructose-2,6-bisphosphate[c] + H+[c]	69.9999999999973	0.00193147219656176	Fructose and mannose metabolism
MAR04315	D-glucitol[c] + NAD+[c] <=> fructose[c] + H+[c] + NADH[c]	1000	0.0991487633689188	Fructose and mannose metabolism
MAR04316	D-glucitol[c] + NADP+[c] <=> glucose[c] + H+[c] + NADPH[c]	2000	0.693178886941284	Fructose and mannose metabolism
MAR04319	ATP[c] + fructose[c] => ADP[c] + fructose-6-phosphate[c] + H+[c]	1000	0.0952370599490467	Fructose and mannose metabolism
MAR04383	fructose-6-phosphate[c] <=> mannose-6-phosphate[c]	34.9999999999961	0.0100073564394629	Fructose and mannose metabolism
MAR04385	mannose-6-phosphate[c] => mannose-1-phosphate[c]	30.0000000000015	0.000230922944880609	Fructose and mannose metabolism
MAR04386	GDP[c] + H+[c] + mannose-1-phosphate[c] => GDP-mannose[c] + Pi[c]	30.0000000000106	0.000230922946103502	Fructose and mannose metabolism
MAR04387	GTP[c] + H+[c] + mannose-1-phosphate[c] => GDP-mannose[c] + PPi[c]	26.8615956161223	0.000230790156250556	Fructose and mannose metabolism
MAR04399	GDP-mannose[c] => GDP-4-dehydro-6-deoxy-D-mannose[c] + H2O[c]	15.5021737326778	0.000230922946065797	Fructose and mannose metabolism
MAR04400	GDP-4-dehydro-6-deoxy-D-mannose[c] + H+[c] + NADH[c] => GDP-L-fucose[c] + NAD+[c]	15.5021737326702	0.000230922945978859	Fructose and mannose metabolism
MAR04401	GTP[c] + H+[c] + L-fucose-1-phosphate[c] => GDP-L-fucose[c] + PPi[c]	2.69230769230744	2.21621282122379e-08	Fructose and mannose metabolism
MAR04402	6-deoxy-L-galactose[c] + ATP[c] <=> ADP[c] + H+[c] + L-fucose-1-phosphate[c]	2.69230769230739	1.98155602889994e-08	Fructose and mannose metabolism
MAR04490	ATP[c] + mannose[c] => ADP[c] + H+[c] + mannose-6-phosphate[c]	29.9999999999987	1.99459934257603e-07	Fructose and mannose metabolism
MAR04706	fructose-2,6-bisphosphate[c] + H2O[c] => fructose-6-phosphate[c] + Pi[c]	69.9999999999973	0.00193147219656176	Fructose and mannose metabolism
MAR08768	GDP-4-dehydro-6-deoxy-D-mannose[c] + H+[c] + NADPH[c] => GDP-L-fucose[c] + NADP+[c]	15.5021737326705	0.000230915086722453	Fructose and mannose metabolism
MAR04590	H+[c] + L-xylulose[c] + NADPH[c] => NADP+[c] + xylitol[c]	1000	0.0710082044190244	Pentose and glucuronate interconversions
MAR04591	NAD+[c] + xylitol[c] => H+[c] + L-xylulose[c] + NADH[c]	1000	0.071008204663542	Pentose and glucuronate interconversions
MAR04592	D-xylose[c] + H+[c] + NADPH[c] <=> NADP+[c] + xylitol[c]	514.52154373631	0.0363418252856627	Pentose and glucuronate interconversions
MAR04593	NAD+[c] + xylitol[c] => D-xylulose[c] + H+[c] + NADH[c]	511.188210402958	0.0399142686975199	Pentose and glucuronate interconversions
MAR04595	ADP[c] + D-xylulose-5-phosphate[c] + H+[c] <=> ATP[c] + D-xylulose[c]	1511.18821040296	0.261052847079783	Pentose and glucuronate interconversions
MAR08342	H+[c] + L-xylulose[c] + NADH[c] <=> L-arabitol[c] + NAD+[c]	511.18821040299	0.0628622103534708	Pentose and glucuronate interconversions
MAR08344	glucuronate[r] + H+[r] + NADPH[r] <=> L-gulonate[r] + NADP+[r]	2000	0.0563785639759709	Pentose and glucuronate interconversions
MAR08352	3-dehydro-L-gulonate[c] + H+[c] + NADH[c] <=> L-gulonate[c] + NAD+[c]	514.521543736327	0.000235599434076737	Pentose and glucuronate interconversions
MAR08353	3-dehydro-L-gulonate[c] + H+[c] <=> CO2[c] + L-xylulose[c]	514.521543736326	0.0754912320641444	Pentose and glucuronate interconversions
MAR08727	H2O[c] + UDP-glucuronate[c] => D-glucuronate 1-phosphate[c] + 2 H+[c] + UMP[c]	34.9999999999839	0.00313619442393125	Pentose and glucuronate interconversions
MAR08728	D-glucuronate 1-phosphate[c] + H2O[c] => glucuronate[c] + Pi[c]	34.9999999999839	0.00313619442393125	Pentose and glucuronate interconversions
MAR08729	H2O[c] + UDP-glucuronate[c] => glucuronate[c] + H+[c] + UDP[c]	56.7078129673916	0.0546742900759252	Pentose and glucuronate interconversions
MAR06537	glucuronate[c] + H+[c] + NADPH[c] <=> L-gulonate[c] + NADP+[c]	1511.188210403	0.147164517452407	Pentose and glucuronate interconversions
MAR01568	acetaldehyde[c] + H2O[c] + NAD+[c] => acetate[c] + 2 H+[c] + NADH[c]	1000	0.28609143977395	Pyruvate metabolism
MAR03853	GSH[c] + methylglyoxal[c] => (R)-S-lactoylglutathione[c]	980.8967891411	0.161315439367272	Pyruvate metabolism
MAR03854	H+[c] + methylglyoxal[c] + NADH[c] => lactaldehyde[c] + NAD+[c]	980.896789140976	0.0160552959682806	Pyruvate metabolism
MAR03855	H+[c] + lactaldehyde[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]	1000	0.0950547475209167	Pyruvate metabolism
MAR03857	(R)-S-lactoylglutathione[c] + H2O[c] => D-lactate[c] + GSH[c] + H+[c]	980.896789141005	0.161315439089703	Pyruvate metabolism
MAR03859	D-lactate[c] + 2 ferricytochrome C[m] => 2 ferrocytochrome C[m] + 2 H+[c] + pyruvate[c]	1000	1.10495767969965	Pyruvate metabolism
MAR04087	malate[m] + NAD+[m] => CO2[m] + NADH[m] + pyruvate[m]	1000	0.0929334090667401	Pyruvate metabolism
MAR04089	malate[c] + NADP+[c] => CO2[c] + NADPH[c] + pyruvate[c]	1000	0.947324491871668	Pyruvate metabolism
MAR04091	malate[m] + NADP+[m] => CO2[m] + NADPH[m] + pyruvate[m]	1000	0.0887876033516447	Pyruvate metabolism
MAR04093	acetyl-CoA[c] + H2O[c] => acetate[c] + CoA[c] + H+[c]	1000	0.0966931279576427	Pyruvate metabolism
MAR04095	acetyl-CoA[m] + H2O[m] => acetate[m] + CoA[m] + H+[m]	1000	0.106269592018335	Pyruvate metabolism
MAR04101	GTP[c] + OAA[c] => CO2[c] + GDP[c] + PEP[c]	1000	0.796092253372539	Pyruvate metabolism
MAR04103	GTP[m] + OAA[m] => CO2[m] + GDP[m] + PEP[m]	1000	0.738454867331953	Pyruvate metabolism
MAR04143	ATP[m] + HCO3-[m] + pyruvate[m] => ADP[m] + H+[m] + OAA[m] + Pi[m]	113.415625934821	0.00321709571030659	Pyruvate metabolism
MAR04193	CDP[c] + H+[c] + PEP[c] => CTP[c] + pyruvate[c]	1000	8.83257383128524	Pyruvate metabolism
MAR08497	H+[c] + methylglyoxal[c] + NADPH[c] => hydroxyacetone[c] + NADP+[c]	995.362332290404	0.141527085106701	Pyruvate metabolism
MAR08498	acetone[c] + H+[c] + NADPH[c] + O2[c] => H2O[c] + hydroxyacetone[c] + NADP+[c]	511.188210402979	0.0496218751730532	Pyruvate metabolism
MAR08499	H+[c] + hydroxyacetone[c] + NADPH[c] + O2[c] => 2 H2O[c] + methylglyoxal[c] + NADP+[c]	511.188210402981	0.13284268130639	Pyruvate metabolism
MAR08500	H+[c] + hydroxyacetone[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]	980.896789141021	0.141527085245502	Pyruvate metabolism
MAR08501	H+[c] + methylglyoxal[c] + NADPH[c] => D-lactaldehyde[c] + NADP+[c]	980.896789140993	0.117533535903609	Pyruvate metabolism
MAR08502	(R)-S-lactoylglutathione[c] + H+[c] + NADH[c] <=> D-lactaldehyde[c] + GSH[c] + NAD+[c]	1961.79357828201	0.111877366605947	Pyruvate metabolism
MAR08503	H2O[c] + lactaldehyde[c] + NAD+[c] => 2 H+[c] + L-lactate[c] + NADH[c]	980.896789141008	0.0571661100335632	Pyruvate metabolism
MAR08504	D-lactaldehyde[c] + H2O[c] + NAD+[c] => D-lactate[c] + 2 H+[c] + NADH[c]	980.896789141015	0.060343490099887	Pyruvate metabolism
MAR08506	H2O[m] + lactaldehyde[m] + NAD+[m] => 2 H+[m] + L-lactate[m] + NADH[m]	980.896789141109	0.0277084900068342	Pyruvate metabolism
MAR08507	NAD+[c] + propane-1,2-diol[c] => D-lactaldehyde[c] + H+[c] + NADH[c]	1000	0.0826580841799582	Pyruvate metabolism
MAR08508	NAD+[c] + propane-1,2-diol[c] => H+[c] + lactaldehyde[c] + NADH[c]	1000	0.0950547474320904	Pyruvate metabolism
MAR08509	D-lactaldehyde[c] + H+[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]	1000	0.117533535415955	Pyruvate metabolism
MAR08512	D-lactate[c] + NAD+[c] <=> H+[c] + NADH[c] + pyruvate[c]	1980.89678914095	1.26627312008707	Pyruvate metabolism
MAR08514	2 ferricytochrome C[m] + L-lactate[c] => 2 ferrocytochrome C[m] + 2 H+[c] + pyruvate[c]	1000	0.00652229070983739	Pyruvate metabolism
MAR08516	DHAP[c] => methylglyoxal[c] + Pi[c]	69.9999999999971	0.164952209021203	Pyruvate metabolism
MAR08517	D-glyceraldehyde 3-phosphate[c] => methylglyoxal[c] + Pi[c]	69.9999999999695	0.164901598961058	Pyruvate metabolism
MAR04280	H+[m] + NADH[m] + pyruvate[m] <=> L-lactate[m] + NAD+[m]	2000	0.114693306580135	Pyruvate metabolism
MAR00153	ATP[c] + CoA[c] + propanoate[c] => AMP[c] + PPi[c] + propanoyl-CoA[c]	56.707812967391	0.197330456798679	Propanoate metabolism
MAR03212	FAD[m] + propanoyl-CoA[m] => acrylyl-CoA[m] + FADH2[m]	113.415625934809	0.130781134918646	Propanoate metabolism
MAR03797	ATP[m] + CoA[m] + propanoate[m] => AMP[m] + PPi[m] + propanoyl-CoA[m]	56.7078129674095	0.169181520386265	Propanoate metabolism
MAR03800	2-oxobutyrate[m] + H+[m] + thiamin-PP[m] => CO2[m] + 2-(1-hydroxypropyl)thiamine diphosphate[m]	1000	0.0404561622091517	Propanoate metabolism
MAR04105	H+[c] + malonyl-CoA[c] => acetyl-CoA[c] + CO2[c]	69.9999999999993	0.00619695297997479	Propanoate metabolism
MAR04106	H+[m] + malonyl-CoA[m] => acetyl-CoA[m] + CO2[m]	113.415625934786	0.0671986065816371	Propanoate metabolism
MAR04107	H+[x] + malonyl-CoA[x] => acetyl-CoA[x] + CO2[x]	69.9999999999983	0.000386534619713641	Propanoate metabolism
MAR04282	3-oxopropanoate[m] + CoA[m] + NAD+[m] => acetyl-CoA[m] + CO2[m] + NADH[m]	1000	0.063101546855636	Propanoate metabolism
MAR04331	AMP[c] + H+[c] + propanoyl-CoA[c] <=> CoA[c] + propinol adenylate[c]	56.7078129674106	0.179750480875364	Propanoate metabolism
MAR04459	ATP[c] + H+[c] + propanoate[c] => PPi[c] + propinol adenylate[c]	56.7078129674106	0.17975048143248	Propanoate metabolism
MAR04460	ATP[m] + H+[m] + propanoate[m] => PPi[m] + propinol adenylate[m]	56.7078129674048	0.179746392347131	Propanoate metabolism
MAR04464	acetoacetate[m] + H+[m] => acetone[m] + CO2[m]	804.424880726638	0.0582382104004976	Propanoate metabolism
MAR04497	hydracrylate[m] + NAD+[m] => 3-oxopropanoate[m] + H+[m] + NADH[m]	113.415625934812	0.0768882444119254	Propanoate metabolism
MAR08078	H2O[c] + OAA[c] + propanoyl-CoA[c] => 2-methylcitrate[c] + CoA[c] + H+[c]	1000	0.174065401928208	Propanoate metabolism
MAR09803	2 H+[m] + malonyl-CoA[m] + NADPH[m] <=> H2O[m] + NADP+[m] + 3-oxopropionyl-CoA[m]	226.831251869525	0.0680241507524176	Propanoate metabolism
MAR09804	3-hydroxypropionyl-CoA[m] + NADP+[m] <=> H+[m] + NADPH[m] + 3-oxopropionyl-CoA[m]	226.831251869525	0.0680241503872326	Propanoate metabolism
MAR01434	acetoacetyl-CoA[c] + CoA[c] <=> 2 acetyl-CoA[c]	785.64599161879	0.0343198543300565	Butanoate metabolism
MAR01436	acetoacetate[c] + ATP[c] + CoA[c] => acetoacetyl-CoA[c] + AMP[c] + PPi[c]	56.7078129673511	0.0332363671175282	Butanoate metabolism
MAR03163	butyryl-CoA[m] + FAD[m] => crotonyl-CoA[m] + FADH2[m]	37.8052086449355	0.0156297881077807	Butanoate metabolism
MAR04461	(R)-3-hydroxybutanoate[m] + NAD+[m] <=> acetoacetate[m] + H+[m] + NADH[m]	912.165161347615	0.0570256620137479	Butanoate metabolism
MAR04604	acetoacetyl-CoA[x] + acetyl-CoA[x] + H2O[x] => CoA[x] + H+[x] + HMG-CoA[x]	728.938178651401	0.0401405267184909	Butanoate metabolism
MAR05351	2-hydroxybutyrate[c] + NAD+[c] <=> 2-oxobutyrate[c] + H+[c] + NADH[c]	1000	0.51165266833322	Butanoate metabolism
MAR07709	(R)-3-hydroxybutanoyl-CoA[m] <=> crotonyl-CoA[m] + H2O[m]	18.9026043224681	7.20364069745628e-05	Butanoate metabolism
MAR04052	ATP[c] + ribose-5-phosphate[c] => AMP[c] + H+[c] + PRPP[c]	113.415625934787	0.025374735359863	Pentose phosphate pathway
MAR04304	glucose-6-phosphate[r] + NADP+[r] => glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADPH[r]	1000	0.215332092817679	Pentose phosphate pathway
MAR04350	ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c]	1000	0.180299454710992	Pentose phosphate pathway
MAR04351	ribose-5-phosphate[r] <=> ribulose-5-phosphate[r]	2000	2000	Pentose phosphate pathway
MAR04352	ribose-5-phosphate[c] <=> ribulose-5-phosphate[c]	2000	2000	Pentose phosphate pathway
MAR04354	ribose-1-phosphate[c] <=> ribose-5-phosphate[c]	183.763250344607	0.0818579999892591	Pentose phosphate pathway
MAR04398	2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + D-glyceraldehyde 3-phosphate[c]	70.8597723217645	0.00616132914144938	Pentose phosphate pathway
MAR04404	D-xylulose-5-phosphate[c] + erythrose-4-phosphate[c] <=> fructose-6-phosphate[c] + D-glyceraldehyde 3-phosphate[c]	674.90522157759	0.169611547828406	Pentose phosphate pathway
MAR04473	6-phospho-D-gluconate[r] + NADP+[r] => CO2[r] + NADPH[r] + ribulose-5-phosphate[r]	1000	0.115257100107888	Pentose phosphate pathway
MAR04474	6-phospho-D-gluconate[c] + NADP+[c] => CO2[c] + NADPH[c] + ribulose-5-phosphate[c]	1000	0.292216697840686	Pentose phosphate pathway
MAR04476	6-phospho-D-gluconate[c] + ADP[c] + H+[c] <=> ATP[c] + D-gluconic acid[c]	1000	0.355771487447314	Pentose phosphate pathway
MAR04477	D-xylulose-5-phosphate[c] <=> ribulose-5-phosphate[c]	1873.34666628248	0.333519548772249	Pentose phosphate pathway
MAR04501	D-xylulose-5-phosphate[c] + ribose-5-phosphate[c] <=> D-glyceraldehyde 3-phosphate[c] + sedoheptulose-7-phosphate[c]	674.905221577699	0.169611548562409	Pentose phosphate pathway
MAR04565	D-glyceraldehyde 3-phosphate[c] + sedoheptulose-7-phosphate[c] <=> erythrose-4-phosphate[c] + fructose-6-phosphate[c]	744.905221577658	0.210033430757795	Pentose phosphate pathway
MAR04567	ATP[c] + sedoheptulose-7-phosphate[c] => ADP[c] + H+[c] + sedoheptulose-1,7-bisphosphate[c]	70.00000000001	0.192690185619683	Pentose phosphate pathway
MAR04623	glucono-1,5-lactone-6-phosphate[r] + H2O[r] => 6-phospho-D-gluconate[r] + H+[r]	1000	0.15429350347904	Pentose phosphate pathway
MAR04625	glucono-1,5-lactone-6-phosphate[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c]	1000	0.358205434764564	Pentose phosphate pathway
MAR04710	2-deoxy-D-ribose-1-phosphate[c] <=> 2-deoxy-D-ribose-5-phosphate[c]	70.8597723218536	0.142775257205245	Pentose phosphate pathway
MAR04841	H+[c] + NADH[c] + ribose[c] <=> NAD+[c] + ribitol[c]	1000	0.162921236790646	Pentose phosphate pathway
MAR08074	ATP[c] + deoxyribose[c] => 2-deoxy-D-ribose-5-phosphate[c] + ADP[c] + H+[c]	69.9999999999815	0.140041880653803	Pentose phosphate pathway
MAR08653	glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADH[r] <=> glucose-6-phosphate[r] + NAD+[r]	2000	0.351233699620802	Pentose phosphate pathway
MAR03998	ADP[c] + H2O[c] => AMP[c] + H+[c] + Pi[c]	69.9999999999866	0.438866038950315	Purine metabolism
MAR04000	ATP[c] => cAMP[c] + PPi[c]	56.7078129673968	0.143995131326332	Purine metabolism
MAR04002	2 ADP[c] <=> AMP[c] + ATP[c]	1674.24995238148	17.3255284913103	Purine metabolism
MAR04004	2 ADP[m] <=> AMP[m] + ATP[m]	2000	9.4108428881678	Purine metabolism
MAR04010	AMP[c] + H2O[c] => adenosine[c] + Pi[c]	69.9999999999924	0.217377016118791	Purine metabolism
MAR04081	AMP[e] + H2O[e] => adenosine[e] + Pi[e]	34.9999999999825	0.0738811650277778	Purine metabolism
MAR04082	AMP[m] + H2O[m] => adenosine[m] + Pi[m]	113.415625934809	0.105341461150969	Purine metabolism
MAR04012	adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c]	70.0039808725821	0.0237987120649599	Purine metabolism
MAR04014	cAMP[c] + H2O[c] => AMP[c] + H+[c]	56.7078129673998	0.143995130432345	Purine metabolism
MAR04020	ADP[c] + GDP[c] <=> ATP[c] + GMP[c]	2000	14.9269723379172	Purine metabolism
MAR04038	FAICAR[c] <=> H2O[c] + IMP[c]	50.3089134698746	0.0164893771574259	Purine metabolism
MAR04040	H2O[c] + IMP[c] + NAD+[c] => H+[c] + NADH[c] + xanthosine-5-phosphate[c]	72.9249541442731	0.0205773616847	Purine metabolism
MAR04042	aspartate[c] + GTP[c] + IMP[c] => adenylosuccinate[c] + GDP[c] + 2 H+[c] + Pi[c]	69.9999999999981	0.0343036591596841	Purine metabolism
MAR04046	ATP[c] + glutamine[c] + H2O[c] + xanthosine-5-phosphate[c] => AMP[c] + glutamate[c] + GMP[c] + 2 H+[c] + PPi[c]	59.6327671117271	0.0153548594429201	Purine metabolism
MAR04048	cGMP[c] + H2O[c] => GMP[c] + H+[c]	56.7078129674142	0.107660926849365	Purine metabolism
MAR04085	adenine[c] + PRPP[c] => AMP[c] + PPi[c]	56.7104668824692	0.0247443980778934	Purine metabolism
MAR04135	ADP[m] + GDP[m] <=> ATP[m] + GMP[m]	2000	14.9270286028616	Purine metabolism
MAR04168	GTP[c] + H2O[c] => GMP[c] + H+[c] + PPi[c]	56.7078129673777	0.141727816373808	Purine metabolism
MAR04171	GDP[c] + H+[c] + PEP[c] => GTP[c] + pyruvate[c]	1000	2.31060376607531	Purine metabolism
MAR04406	glutamine[c] + H2O[c] + PRPP[c] => 5-phosphoribosylamine[c] + glutamate[c] + PPi[c]	15.308913469882	0.000266992529208466	Purine metabolism
MAR04412	AMP[c] + fumarate[c] <=> adenylosuccinate[c]	69.9999999999981	0.034303659428587	Purine metabolism
MAR04417	H2O[c] + IMP[c] => inosine[c] + Pi[c]	70.0000000000073	0.21699176350596	Purine metabolism
MAR04418	hypoxanthine[c] + PRPP[c] => IMP[c] + PPi[c]	59.9800966421144	0.0238962429065649	Purine metabolism
MAR04419	GMP[c] + H+[c] + NADPH[c] => IMP[c] + NADP+[c] + NH3[c]	56.7078129674192	0.0147827083104234	Purine metabolism
